29103,1305-BA01A-IT,G,"This 1305 AC Drive has a voltage rating of 380-460V, Three Phase and is a .5 HP with .37 kW 1.3 A Output current. This Drive has a Italian language module and No HIM.",95.18072289,
29097,1305-BA02A,G,"This 1305 AC Drive has a voltage rating of 380-460V, Three Phase and is a .75 HP with .55 kW 1.8 A Output current. This Drive has an English language module and No HIM.",96.96969697,
29106,1305-BA02A-DE,G,"This 1305 AC Drive has a voltage rating of 380-460V, Three Phase and is a .75 HP with .55 kW 1.8 A Output current. This Drive has a German language module and No HIM.",96.96969697,
29119,1305-BA02A-HA1,G,"1305-BA02A-HA1 1305 AC Drives with IP 30 (NEMA Type 1) enclosure, 380-460V, Three Phase rating and HIM with Analog Speed Pot interface. German language",95.70957096,
29107,1305-BA02A-HA2,G,"1305-BA02A-HA2 1305 AC Drives with IP 30 (NEMA Type 1) enclosure, 380-460V, Three Phase rating and HIM with Digital Up-Down Keys interface. German language",95.81993569,
29108,1305-BA03A-DE,G,"This 1305 AC Drive has a voltage rating of 380-460V, Three Phase and is a 1 HP with .75 kW 2.3 A Output current. This Drive has a German language module and No HIM.",97.54601227,
29134,1305-BA03A-FR,G,"This 1305 AC Drive has a voltage rating of 380-460V, Three Phase and is a 1 HP with .75 kW 2.3 A Output current. This Drive has a French language module and No HIM.",97.56097561,
29125,1305-BA03A-HA1,G,"1305-BA03A-HA1 1305 AC Drives with IP 30 (NEMA Type 1) enclosure, 380-460V, Three Phase rating and HIM with Analog Speed Pot interface. English language",99.34210526,
29123,1305-BA03A-HA2,G,"1305-BA03A-HA2 1305 AC Drives with IP 30 (NEMA Type 1) enclosure, 380-460V, Three Phase rating and HIM with Digital Up-Down Keys interface. English language",99.35897436,
29124,1305-BA03A-HAP,G,"1305-BA03A-HAP 1305 AC Drives with IP 30 (NEMA Type 1) enclosure, 380-460V, Three Phase rating and Programmer Only interface. English language",99.29577465,
29132,1305-BA04A,G,"The 1305-BA04A is a product of Allen-Bradley that belongs to the bulletin 1305 adjustable AC Drive. It has a rated Input voltage of 380/460V, 3-Phase and with an output power of 1.5 kW (2.0 HP) and output current of 4.0 A.",96.01769912,
29110,1305-BA04A-DE,G,"This 1305 AC Drive has a voltage rating of 380-460V, Three Phase and is a 2 HP with 1.5 kW 4 A Output current. This Drive has a German language module and No HIM.",97.5308642,
29120,1305-BA04A-DE-HA2,G,"1305-BA04A-DE-HA2 1305 AC Drives with IP 30 (NEMA Type 1) enclosure, 380-460V, Three Phase rating and HIM with Digital Up-Down Keys interface. German language",98.40255591,
29112,1305-BA04A-ES,G,"This 1305 AC Drive has a voltage rating of 380-460V, Three Phase and is a 2 HP with 1.5 kW 4 A Output current. This Drive has a Spanish language module and No HIM.",97.23076923,
29114,1305-BA04A-FR,G,"This 1305 AC Drive has a voltage rating of 380-460V, Three Phase and is a 2 HP with 1.5 kW 4 A Output current. This Drive has a French language module and No HIM.",95.0310559,
29100,1305-BA04A-HA2,G,"1305-BA04A-HA2 1305 AC Drives with IP 30 (NEMA Type 1) enclosure, 380-460V, Three Phase rating and HIM with Digital Up-Down Keys interface. English language",99.35897436,
29098,1305-BA04A-HAP,G,"1305-BA04A-HAP 1305 AC Drives with IP 30 (NEMA Type 1) enclosure, 380-460V, Three Phase rating and Programmer Only interface. English language",99.29577465,
29092,1305-BA06A-HAP,G,"1305-BA06A-HAP 1305 AC Drives with IP 30 (NEMA Type 1) enclosure, 380-460V, Three Phase rating and Programmer Only interface. English language",99.29577465,
63654,1305-BA09A-EN11,G,"<p>This Allen Bradley 1305 AC Drive is a 5 HP drive that requires 3 Phase 380-460 VAC.&nbsp;</p>
",,
63655,1305-BA09A-ES,G,,,
29146,1305-BA09FC-HJ2,G,"This 1305 AC Drive has a voltage rating of 380-460V, Three Phase and is a 5 HP with 4 kW 9 A Output current. This Drive has an English language module and No HIM.",95.65217391,
65027,1326AB-A1G-11,G,"<p>The 1326AB-A1G-11 servo motor is a high-performance AC servo motor that comes with a standard inch combination face/flange with a keyway. It has 0.9 kilowatts of motor rated output, 1.8 N-m of system continuous torque, 5.4 N-m of system peak stall torque, 5000 rpm of maximum operation speed and 4.5 Amps of amperage rating at continuous torque.</p>
",96.23430962,
29778,1326AB-A1G114487A,G," The Allen-Bradley 1326AB-A1G114487A has a 5000 rpm Max. Op. Speed, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 1.8 Nm System Continuous Torque and a 0.9 kW Motor Rated Output.",99.28400955,
29821,1326AB-A1G114A,G," The Allen-Bradley 1326AB-A1G114A has a 5000 rpm Max. Op. Speed, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 1.8 Nm System Continuous Torque and a 0.9 kW Motor Rated Output.",95.67307692,
29760,1326AB-A2E-11,G," The Allen-Bradley 1326AB-A2E-11 has a 3000 rpm Max. Op. Speed, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 3.6 Nm System Continuous Torque and a 1.1 kW Motor Rated Output.",99.27710843,
29822,1326AB-A2E11K4,G," The Allen-Bradley 1326AB-A2E11K4 has a 3000 rpm Max. Op. Speed, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 3.6 Nm System Continuous Torque and a 1.1 kW Motor Rated Output.",95.37712895,
64989,1326AB-A2E-21-A4,G,"<p>The 1326AB-A2E-21-A4 servo motor is a high-performance AC servo motor that comes with a NEMA/IEC metric flange with a keyway. It has 1.1 kilowatts of&nbsp;motor rated output, 3.6 N-m of&nbsp;system continuous torque, 10.84 N-m of&nbsp;system peak stall torque, 3000 rpm of maximum operation speed, and 5.2 Amps of amperage rating at continuous torque. It includes an 8.1 N-m&nbsp;holding brake with a 90 Volts DC Coil.</p>
",97.65807963,
29749,1326AB-A3E-11-A4,G," The Allen-Bradley 1326AB-A3E-11-A4 has a 3000 rpm Max. Op. Speed, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 5.4 Nm System Continuous Torque and a 1.6 kW Motor Rated Output.",99.52606635,
29798,1326AB-A3E-11-A4A1,G," The Allen-Bradley 1326AB-A3E-11-A4A1 has a 3000 rpm Max. Op. Speed, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 5.4 Nm System Continuous Torque and a 1.6 kW Motor Rated Output.",96.66666667,
29825,1326AB-A3F-11-A4,G," The Allen-Bradley 1326AB-A3F-11-A4 has a  Voltage, a  Frame Diameter, and a  Rated Motor Speed. It also contains a  System Continuous Torque and a  Motor Rated Output.",95.26627219,
29828,1326AB-A730E-21,G," The Allen-Bradley 1326AB-A730E-21 has a 3000 rpm Max. Op. Speed, a 194 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 35 Nm System Continuous Torque and a 10.3 kW Motor Rated Output.",98.29683698,
29826,1326AB-A740B21,G," The Allen-Bradley 1326AB-A740B21 has a 1600 rpm Max. Op. Speed, a 194 mm Frame Diameter, and a 1600 rpm Rated Motor Speed. It also contains a 56.5 Nm System Continuous Torque and a 8.3 kW Motor Rated Output.",96.882494,
29799,1326AB-A740B-21-A7,G," The Allen-Bradley 1326AB-A740B-21-A7 has a 1600 rpm Max. Op. Speed, a 194 mm Frame Diameter, and a 1600 rpm Rated Motor Speed. It also contains a 56.5 Nm System Continuous Torque and a 8.3 kW Motor Rated Output.",99.52830189,
29800,1326AB-A740B-21-K7,G," The Allen-Bradley 1326AB-A740B-21-K7 has a 1600 rpm Max. Op. Speed, a 194 mm Frame Diameter, and a 1600 rpm Rated Motor Speed. It also contains a 56.5 Nm System Continuous Torque and a 8.3 kW Motor Rated Output.",99.04761905,
29827,1326AB-A740C21,G," The Allen-Bradley 1326AB-A740C21 has a 1600 rpm Max. Op. Speed, a 194 mm Frame Diameter, and a 1600 rpm Rated Motor Speed. It also contains a 47.6 Nm System Continuous Torque and a 10.5 kW Motor Rated Output.",95.44364508,
29834,1326-ABB1E11,G," The Allen-Bradley 1326-ABB1E11 has a 3000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 1.3 kW Motor Rated Output.",95.80838323,
29761,1326AB-B2E-11,G," The Allen-Bradley 1326AB-B2E-11 has a 3000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.53 Nm System Continuous Torque and a 2.28 kW Motor Rated Output.",98.58490566,
29779,1326AB-B2E1100151,G," The Allen-Bradley 1326AB-B2E1100151 has a 3000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.53 Nm System Continuous Torque and a 2.28 kW Motor Rated Output.",97.19626168,
29712,1326AB-B2E-11-3396C,G," The Allen-Bradley 1326AB-B2E-11-3396C has a 3000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 11.5 Nm System Continuous Torque and a 2.5 kW Motor Rated Output.",97.6635514,
29790,1326AB-B2E-113-396D,G," The Allen-Bradley 1326AB-B2E-113-396D has a 3000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.53 Nm System Continuous Torque and a 2.28 kW Motor Rated Output.",96.26168224,
29754,1326AB-B2E-21,G," The Allen-Bradley 1326AB-B2E-21 has a 3000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.53 Nm System Continuous Torque and a 2.28 kW Motor Rated Output.",99.5215311,
29780,1326AB-B2E212287C,G," The Allen-Bradley 1326AB-B2E212287C has a 3000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.53 Nm System Continuous Torque and a 2.28 kW Motor Rated Output.",96.72897196,
29817,1326AB-B2F21A5,G," The Allen-Bradley 1326AB-B2F21A5 has a  Voltage, a  Frame Diameter, and a  Rated Motor Speed. It also contains a  System Continuous Torque and a  Motor Rated Output.",98.48024316,
29797,1326AB-B310H-21-K3,G," The Allen-Bradley 1326AB-B310H-21-K3 has a  Voltage, a  Frame Diameter, and a  Rated Motor Speed. It also contains a  System Continuous Torque and a  Motor Rated Output.",98.23529412,
29823,1326AB-B330H21,G," The Allen-Bradley 1326AB-B330H21 has a  Voltage, a  Frame Diameter, and a  Rated Motor Speed. It also contains a  System Continuous Torque and a  Motor Rated Output.",98.48024316,
29820,1326AB-B350E-21,G," The Allen-Bradley 1326AB-B350E-21 has a  Voltage, a  Frame Diameter, and a  Rated Motor Speed. It also contains a  System Continuous Torque and a  Motor Rated Output.",98.4984985,
29759,1326AB-B3C-11,G," The Allen-Bradley 1326AB-B3C-11 has a 2000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 2000 rpm Rated Motor Speed. It also contains a 17.3 Nm System Continuous Torque and a 2.5 kW Motor Rated Output.",96.63461538,
29824,1326AB-B3E11TB,G," The Allen-Bradley 1326AB-B3E11TB has a 3000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 15.8 Nm System Continuous Torque and a 3.5 kW Motor Rated Output.",97.86223278,
29758,1326AB-B3E-21,G," The Allen-Bradley 1326AB-B3E-21 has a 3000 rpm Max. Op. Speed, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 15.8 Nm System Continuous Torque and a 3.5 kW Motor Rated Output.",98.79518072,
29721,1326AB-B410G-21-K4,G," The Allen-Bradley 1326AB-B410G-21-K4 has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 2.7 Nm System Continuous Torque and a 1.0 kW Motor Rated Output.",99.03846154,
59534,1326AB-B410G-21-L,G,"<p>This Ferrite AC Servo Motor(460V/380V AC) comes with a 108 mm frame diameter (115 mm bolt center) and a 1 in. magnet stack length. Depending on the voltage, this unit&#39;s motor speed is 460V: 5000rpm / 380V: 4000rpm, and the flange and shaft type is a IEC metric flang with keyway. The feedback type is a resolver-based feedback and has a IP67 environmental rating only for all frame series.</p>
",97.87765293,
59546,1326AB-B410G-21MK4,G,"<p>This Ferrite AC Servo Motor(460V/380V AC) comes with a 108 mm frame diameter (115 mm bolt center) and a 1 in. magnet stack length. Depending on the voltage, this unit&#39;s motor speed is 460V: 5000rpm / 380V: 4000rpm, and the flange and shaft type is a IEC metric flang with keyway. The feedback type is a Multi-turn high-resolution feedback and has a 8.1 N-m (72 lb-in.) Holding brake with 24V DC coil for 1326AB-B4 frame series.</p>
",99.3166287,
29726,1326AB-B410G-21-ML,G," The Allen-Bradley 1326AB-B410G-21-ML has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 2.7 Nm System Continuous Torque and a 1.0 kW Motor Rated Output.",99.03381643,
29787,1326AB-B410G-21-TJB,G," The Allen-Bradley 1326AB-B410G-21-TJB has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 2.7 Nm System Continuous Torque and a 1.0 kW Motor Rated Output.",98.31325301,
29812,1326AB-B410G-M2L,G," The Allen-Bradley 1326AB-B410G-M2L has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 2.7 Nm System Continuous Torque and a 1.0 kW Motor Rated Output.",96.60194175,
29743,1326AB-B410J-21,G," The Allen-Bradley 1326AB-B410J-21 has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 7250 rpm Rated Motor Speed. It also contains a 2.7 Nm System Continuous Torque and a 1.4 kW Motor Rated Output.",99.27360775,
29809,1326AB-B410J-21-K4,G," The Allen-Bradley 1326AB-B410J-21-K4 has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 7250 rpm Rated Motor Speed. It also contains a 2.7 Nm System Continuous Torque and a 1.4 kW Motor Rated Output.",96.61835749,
59533,1326AB-B410J-21-L,G,"<p>This Ferrite AC Servo Motor(460V/380V AC) comes with a 108 mm frame diameter (115 mm bolt center) and a 1 in. magnet stack length. Depending on the voltage, this unit&#39;s motor speed is 460V: 7250rpm / 380V: 6000rpm, and the flange and shaft type is a IEC metric flang with keyway. The feedback type is a resolver-based feedback and has a IP67 environmental rating only for all frame series.</p>
",99.25187032,
29713,1326AB-B410J-21-TJB,G," The Allen-Bradley 1326AB-B410J-21-TJB has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 7250 rpm Rated Motor Speed. It also contains a 2.7 Nm System Continuous Torque and a 1.4 kW Motor Rated Output.",99.03381643,
29717,1326AB-B420E-21-K4,G," The Allen-Bradley 1326AB-B420E-21-K4 has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 5 Nm System Continuous Torque and a 1.1 kW Motor Rated Output.",98.78934625,
59527,1326AB-B420E-21-L,G,"<p>This Ferrite AC Servo Motor(460V/380V AC) comes with a 108 mm frame diameter (115 mm bolt center) and a 2 in. magnet stack length. Depending on the voltage, this unit&#39;s motor speed is 460V: 3000rpm / 380V: 2500rpm, and the flange and shaft type is a IEC metric flang with keyway. The feedback type is a resolver-based feedback and has a IP67 environmental rating only for all frame series.</p>
",99.25187032,
29792,1326AB-B420E-21-X92,G," The Allen-Bradley 1326AB-B420E-21-X92 has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 5 Nm System Continuous Torque and a 1.1 kW Motor Rated Output.",98.29683698,
29813,1326AB-B420E-S2L,G," The Allen-Bradley 1326AB-B420E-S2L has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 5 Nm System Continuous Torque and a 1.1 kW Motor Rated Output.",99.50738916,
29741,1326AB-B420H-21,G,"<p>The Allen-Bradley 1326AB-B420H-21 has a 460/380V AC Voltage, a 108 mm Frame Diameter, and a 6000 rpm Rated Motor Speed. It also contains a 5.1 Nm System Continuous Torque and a 2.2 kW Motor Rated Output.</p>
",96.66666667,
29718,1326AB-B420H-21-K4,G,"<p>The Allen-Bradley 1326AB-B420H-21-K4 has a 460/380V AC Voltage, a 108 mm Frame Diameter, and a 6000 rpm Rated Motor Speed. It also contains a 5.1 Nm System Continuous Torque and a 2.2 kW Motor Rated Output.</p>
",99.29411765,
29730,1326AB-B420H-21-L,G," The Allen-Bradley 1326AB-B420H-21-L has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 6000 rpm Rated Motor Speed. It also contains a 5.1 Nm System Continuous Torque and a 2.2 kW Motor Rated Output.",99.03846154,
59544,1326AB-B420H-21-ML,G,"<p>This Ferrite AC Servo Motor(460V/380V AC) comes with a 108 mm frame diameter (115 mm bolt center) and a 2 in. magnet stack length. Depending on the voltage, this unit&#39;s motor speed is 460V: 6000rpm / 380V: 5000rpm, and the flange and shaft type is a IEC metric flang with keyway. The feedback type is a Multi-turn high-resolution feedback and has a IP67 environmental rating only for all frame series.</p>
",99.5157385,
29765,1326AB-B420H-21-TJB,G," The Allen-Bradley 1326AB-B420H-21-TJB has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 6000 rpm Rated Motor Speed. It also contains a 5.1 Nm System Continuous Torque and a 2.2 kW Motor Rated Output.",96.6507177,
29740,1326AB-B430E-21,G,"<p>The Allen-Bradley 1326AB-B430E-21 has a 460/380V AC Voltage, a 108 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 6.6 Nm System Continuous Torque and a 1.4 kW Motor Rated Output.</p>
",96.882494,
29719,1326AB-B430E-21-K4,G," The Allen-Bradley 1326AB-B430E-21-K4 has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 6.6 Nm System Continuous Torque and a 1.4 kW Motor Rated Output.",99.76019185,
29772,1326AB-B430E-21-K4L,G," The Allen-Bradley 1326AB-B430E-21-K4L has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 6.6 Nm System Continuous Torque and a 1.4 kW Motor Rated Output.",98.79518072,
29729,1326AB-B430E-21-L,G," The Allen-Bradley 1326AB-B430E-21-L has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 6.6 Nm System Continuous Torque and a 1.4 kW Motor Rated Output.",99.51923077,
29814,1326AB-B430E-S2L,G," The Allen-Bradley 1326AB-B430E-S2L has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 6.6 Nm System Continuous Torque and a 1.4 kW Motor Rated Output.",97.54901961,
59526,1326AB-B430F-21-L,G,"<p>This Ferrite AC Servo Motor(460V/380V AC) comes with a 108 mm frame diameter (115 mm bolt center) and a 3 in. magnet stack length. Depending on the voltage, this unit&#39;s motor speed is 460V: 5000rpm / 380V: 4000rpm, and the flange and shaft type is a IEC metric flang with keyway. The feedback type is a resolver-based feedback and has a IP67 environmental rating only for all frame series.</p>
",99.75062344,
29739,1326AB-B430G-21,G,"<p>The Allen-Bradley 1326AB-B430G-21 has a 460/380V AC Voltage, a 108 mm Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 6.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.</p>
",97.63033175,
29796,1326AB-B430G-21-K1,G," The Allen-Bradley 1326AB-B430G-21-K1 has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 6.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",98.79518072,
29722,1326AB-B430G-21-K4,G," The Allen-Bradley 1326AB-B430G-21-K4 has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 6.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",99.51923077,
29807,1326AB-B430G-21ML,G," The Allen-Bradley 1326AB-B430G-21ML has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 6.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",99.27360775,
29763,1326AB-B430G-S2K4LS,G," The Allen-Bradley 1326AB-B430G-S2K4LS has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 6.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",99.27710843,
29810,1326AB-B430G-S2L,G," The Allen-Bradley 1326AB-B430G-S2L has a 460/380V AC Voltage, a 108 mm  Frame Diameter, and a 5000 rpm Rated Motor Speed. It also contains a 6.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",97.57281553,
29816,1326AB-B4515E-21,G," The Allen-Bradley 1326AB-B4515E-21 has a  Voltage, a  Frame Diameter, and a  Rated Motor Speed. It also contains a  System Continuous Torque and a  Motor Rated Output.",99.10447761,
29795,1326AB-B460F-21-K4,G," The Allen-Bradley 1326AB-B460F-21-K4 has a  Voltage, a  Frame Diameter, and a  Rated Motor Speed. It also contains a  System Continuous Torque and a  Motor Rated Output.",97.92284866,
29755,1326AB-B4E-11,G," The Allen-Bradley 1326AB-B4E-11 has a  Max. Op. Speed, a  Frame Diameter, and a  Rated Motor Speed. It also contains a  System Continuous Torque and a  Motor Rated Output.",98.25581395,
29737,1326AB-B515E-21,G,"<p>The Allen-Bradley 1326AB-B515E-21 has a 460/380V AC Voltage, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.</p>
",97.37470167,
29720,1326AB-B515E-21-K5,G," The Allen-Bradley 1326AB-B515E-21-K5 has a 460/380V AC Voltage, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",99.27710843,
29734,1326AB-B515E-21-L,G," The Allen-Bradley 1326AB-B515E-21-L has a 460/380V AC Voltage, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",99.51690821,
29805,1326AB-B515E-21ML,G," The Allen-Bradley 1326AB-B515E-21ML has a 460/380V AC Voltage, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",98.05825243,
29766,1326AB-B515E-21-TJB,G," The Allen-Bradley 1326AB-B515E-21-TJB has a 460/380V AC Voltage, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",98.5645933,
29789,1326AB-B515E-21-X93,G," The Allen-Bradley 1326AB-B515E-21-X93 has a 460/380V AC Voltage, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",98.55769231,
29774,1326AB-B515E-S2K5L,G," The Allen-Bradley 1326AB-B515E-S2K5L has a 460/380V AC Voltage, a 149 mm Frame Diameter, and a 3000 rpm Rated Motor Speed. It also contains a 10.4 Nm System Continuous Torque and a 2.3 kW Motor Rated Output.",98.79518072,
59539,1326AB-B515F-21-K5,G,"<p>This Ferrite AC Servo Motor(460V/380V AC) comes with a 149 mm frame diameter (165 mm bolt center) and a 1.5 in. magnet stack length. Depending on the voltage, this unit&#39;s motor speed is 460V: 5000rpm / 380V: 4000rpm, and the flange and shaft type is a IEC metric flang with keyway. The feedback type is a resolver-based feedback and has a 13.6 N-m (120 lb-in.) Holding brake with 24V DC coil for 1326AB-B5 frame series.</p>
",97.2027972,
