"product id","Part Number",Description
7822774,100-K05B400,"The 100-K05B400 built by Allen-Bradley/Rockwell Automation has a rating of 5 A. In addition, this Rockwell Automation electromechanical contactor comes with 4 N.O. main contacts. This 100 series IEC contactor uses a standard terminal. Also, this contactor switch has a 480 Volts at 60Hz control coil that contains an integrated diode. "
7822775,100-K05B400M,"The 100-K05B400M constructed by Rockwell Automation comes with a breaking amperage rating of 5 Amps. In addition, this K frame switch has 4 normally open poles. This K frame electromechanical contactor additionally uses a standard terminal. This 100 series contactor switch has a 480 Volts at 60Hz control coil that utilizes an integrated diode. "
7822776,100-K05D01,"This 100 series K frame by Rockwell Automation is a 5 A contactor. This 100 series K frame electromechanical contactor has a 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz control coil that contains an integrated diode. Furthermore, this unit comes with 3 normally open main contacts. This contactor uses a standard terminal and has 1 normally closed auxiliary contact. "
7822777,100-K05D01M,"The Allen-Bradley/Rockwell Automation 100-K05D01M electromechanical contactor has an amperage rating of 5 Amps. Also, this 100 series K frame electromechanical contactor operates at 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz. This IEC contactor uses a standard terminal and comes with 1 N.C. auxiliary contact. This 100 series K frame switch additionally has 3 N.O. poles. "
7822778,100-K05D10,"The 100-K05D10 assembled by AB comes with a breaking current rating of 5 A. It comes with 3 N.O. main contacts and 1 N.O. auxiliary contact. Furthermore, this Allen-Bradley contactor uses a standard terminal. This 100 series K frame switch operates at 110V AC 50Hz, 120V AC 60Hz. "
7822779,100-K05D10M,"This Allen-Bradley/Rockwell Automation 5 Amps 100 series contactor operates at 110V AC 50Hz, 120V AC 60Hz. In addition, this contactor uses a standard terminal type. This switch comes with 3 N.O. poles. Also, it comes with 1 N.O. auxiliary contact. "
7822780,100-K05D200,"This contactor switch manufactured by Allen-Bradley is a 5 Amps rated IEC contactor. This 100 series contactor uses a standard terminal type. This IEC contactor has 2 normally open 2 normally closed poles. Furthermore, it also operates at 110V AC 50Hz, 120V AC 60Hz. "
7822781,100-K05D200M,"This K frame assembled by Allen-Bradley is a 5 Amps contactor switch. Additionally, this Allen Bradley switch operates at 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz. This 100 series K frame electromechanical contactor uses a standard terminal type. This K frame contactor switch in addition has 2 normally open 2 normally closed poles. "
7822782,100-K05D300,"The 100-K05D300 by Allen-Bradley is a 5 A switch. Additionally, this 100 series electromechanical contactor has 3 N.O. 1 N.C. poles. In addition, this Allen-Bradley/Rockwell Automation electromechanical contactor switch operates at 110V AC 50Hz, 120V AC 60Hz. It uses a standard terminal type. "
7822783,100-K05D300M,"This AB 5 A 100 series K frame IEC contactor comes with a 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz control coil with an integrated diode. Additionally, this Rockwell Automation electromechanical contactor uses a standard terminal. This contactor has 3 normally open 1 normally closed poles. "
7822784,100-K05D400,"This electromechanical contactor switch made by Allen-Bradley/Rockwell Automation is a 5 A contactor switch. This 100 series K frame electromechanical contactor also comes with 4 normally open main contacts. In addition, this IEC contactor uses a standard terminal type. This contactor operates at 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz. "
7822785,100-K05D400M,"This 100 series assembled by Allen Bradley comes with an amperage rating of 5 A. This contactor switch operates at 110V AC 50Hz, 120V AC 60Hz. It uses a standard terminal. It has 4 N.O. main contacts. "
7822786,100-K05DJ01,"This 100 series K frame built by Allen-Bradley/Rockwell Automation is a 5 A rated electromechanical contactor switch. In addition, it uses a standard terminal type. Furthermore, this contactor also has a 24 Volts DC control coil that contains an integrated diode. This K frame electromechanical contactor comes with 3 normally open main contacts. Additionally, it comes with 1 N.C. auxiliary contact. "
7822787,100-K05DJ01M,"This IEC contactor constructed by Allen-Bradley/Rockwell Automation comes with a breaking rating of 5 Amps. Additionally, it has 1 normally closed auxiliary contact. It uses a standard terminal type and is a 24V DC contactor switch. In addition, it has 3 N.O. main contacts. "
7822788,100-K05DJ10,"This Allen-Bradley K frame switch comes with a breaking amperage rating of 5 A. Additionally, this 100 series K frame contactor comes with 1 normally open auxiliary contact. It operates at 24V DC and comes with 3 normally open poles. This K frame switch uses a standard terminal. "
7822789,100-K05DJ10M,"This electromechanical contactor built by Allen-Bradley is a 5 A rated IEC contactor. This electromechanical contactor comes with a 24 Volts direct current control coil that contains an integrated diode. Additionally, this switch has 3 normally open poles. This contactor has 1 N.O. auxiliary contact. Also, it uses a standard terminal type. "
7822790,100-K05DJ200,"This 100 series K frame built by Allen Bradley is a 5 A rated contactor. It comes with 2 normally open 2 normally closed poles. This 100 series IEC contactor is a 24 Volts DC contactor. Additionally, this switch uses a standard terminal. "
7822791,100-K05DJ200M,"This AB 5 Amps K frame contactor switch operates at 24 Volts direct current. This 100 series K frame contactor in addition uses a standard terminal type. This 100 series electromechanical contactor has 2 normally open 2 normally closed poles. "
7822792,100-K05DJ300,"The Allen Bradley 100-K05DJ300 IEC contactor is a 5 A rated IEC contactor. Also, it comes with a 24V DC control coil with an integrated diode. In addition, it comes with 3 normally open 1 normally closed poles. This K frame IEC contactor uses a standard terminal. "
7822793,100-K05DJ300M,"This AB 100 series switch is a 5 A electromechanical contactor. In addition, it uses a standard terminal type. Additionally, it is a 24V DC contactor. This contactor comes with 3 N.O. 1 N.C. poles. "
7822794,100-K05DJ400,"This contactor built by Allen Bradley has a rating of 5 Amps. Additionally, this 100 series K frame contactor switch has 4 N.O. poles. This 100 series K frame electromechanical contactor switch has a 24 Volts direct current control coil that utilizes an integrated diode. This 100 series K frame electromechanical contactor uses a standard terminal type. "
7822795,100-K05DJ400M,"The Allen Bradley 100-K05DJ400M contactor is a 5 Amps rated contactor switch. In addition, this 100 series contactor has 4 N.O. main contacts. Additionally, it is a 24V DC IEC contactor. This 100 series K frame contactor switch uses a standard terminal type. "
7822796,100-K05KA01,"This AB 100 series K frame contactor switch is a 5 A switch. Additionally, this 100 series K frame electromechanical contactor uses a standard terminal. This 100 series K frame electromechanical contactor comes with a 240 Volts at 50 Hertz or 60 Hertz control coil with an integrated diode. It has 3 normally open main contacts. This 100 series K frame contactor switch also comes with 1 N.C. auxiliary contact. "
7822797,100-K05KA01M,"This Allen-Bradley K frame switch comes with a breaking amperage rating of 5 A. Additionally, this K frame IEC contactor comes with a 240 Volts at 50Hz or 60Hz control coil that contains an integrated diode. This 100 series K frame contactor has 1 N.C. auxiliary contact. Also, this contactor uses a standard terminal type and has 3 N.O. main contacts. "
7822798,100-K05KA10,"This contactor built by Rockwell Automation is a 5 A rated electromechanical contactor switch. Also, this Allen-Bradley contactor has 3 normally open main contacts. It comes with a 240 Volts at 50Hz or 60Hz control coil that contains an integrated diode and has 1 normally open auxiliary contact. This 100 series K frame switch uses a standard terminal. "
7822799,100-K05KA10M,"This Allen-Bradley 100 series contactor switch has a current rating of 5 Amps. Also, this Allen-Bradley/Rockwell Automation IEC contactor comes with 1 N.O. auxiliary contact. Furthermore, this module also uses a standard terminal. This electromechanical contactor comes with a 240 Volts at 50Hz or 60Hz control coil that utilizes an integrated diode. This 100 series K frame contactor switch comes with 3 N.O. poles. "
7822800,100-K05KA200,"This electromechanical contactor switch constructed by Allen-Bradley has a breaking amperage rating of 5 Amps. This K frame contactor switch additionally uses a standard terminal type. This 100 series electromechanical contactor comes with a 240 Volts at 50Hz or 60Hz control coil with an integrated diode. This K frame electromechanical contactor switch has 2 N.O. 2 N.C. main contacts. "
7822801,100-K05KA200M,"This electromechanical contactor by Allen Bradley has a current rating of 5 Amps. This 100 series K frame contactor operates at 240 Volts at 50 Hertz or 60 Hertz. In addition, it uses a standard terminal. This 100 series K frame switch additionally has 2 normally open 2 normally closed poles. "
7822802,100-K05KA300,"The 100-K05KA300 constructed by Allen Bradley is a 5 A contactor switch. Additionally, this IEC contactor operates at 240 Volts at 50 Hertz or 60 Hertz. In addition, it uses a standard terminal. It has 3 normally open 1 normally closed poles. "
7822803,100-K05KA300M,"This IEC contactor assembled by AB is a 5 Amps IEC contactor. Also, this Rockwell Automation electromechanical contactor has a 240 Volts at 50Hz or 60Hz control coil that contains an integrated diode. This 100 series electromechanical contactor comes with 3 normally open 1 normally closed main contacts. In addition, this K frame contactor uses a standard terminal. "
7822804,100-K05KA400,"This Allen-Bradley/Rockwell Automation 5 Amps K frame electromechanical contactor operates at 240V 50/60Hz. Furthermore, this module also uses a standard terminal type. In addition, this contactor has 4 normally open main contacts. "
7822805,100-K05KA400M,"This Allen-Bradley 100 series electromechanical contactor switch has a breaking amperage rating of 5 Amps. This 100 series K frame IEC contactor comes with 4 N.O. main contacts. This contactor switch has a 240 Volts at 50 Hertz or 60 Hertz control coil that utilizes an integrated diode. In addition, this electromechanical contactor switch uses a standard terminal type. "
7822806,100-K05KF01,"This electromechanical contactor by AB comes with a breaking rating of 5 A. Additionally, it has 3 N.O. main contacts. Furthermore, this Allen-Bradley IEC contactor uses a standard terminal type. It operates at 230 Volts at 50 Hertz or 60 Hertz and has 1 normally closed auxiliary contact. "
7822807,100-K05KF01M,"The 100-K05KF01M built by Allen-Bradley/Rockwell Automation is a 5 A rated contactor. It uses a standard terminal. Furthermore, this contactor has 3 normally open poles. This K frame electromechanical contactor also is a 230 Volts at 50 Hertz or 60 Hertz contactor switch. In addition, this contactor switch comes with 1 N.C. auxiliary contact. "
7822808,100-K05KF10,"This 100 series built by Rockwell Automation is a 5 A rated IEC contactor. This 100 series contactor switch uses a standard terminal type. This 100 series contactor is a 230 Volts at 50 Hertz or 60 Hertz electromechanical contactor switch. It comes with 3 normally open poles. Furthermore, it has 1 N.O. auxiliary contact. "
7822809,100-K05KF10M,"The Allen-Bradley/Rockwell Automation 100-K05KF10M switch has a breaking current rating of 5 Amps. In addition, this electromechanical contactor has 3 N.O. main contacts and operates at 230V 50/60Hz. It uses a standard terminal. Additionally, this electromechanical contactor switch has 1 normally open auxiliary contact. "
7822810,100-K05KF200,"This Allen Bradley 100 series K frame switch comes with a rating of 5 A. This 100 series electromechanical contactor switch also comes with 2 N.O. 2 N.C. poles. Additionally, this switch uses a standard terminal. Furthermore, this module also is a 230 Volts at 50 Hertz or 60 Hertz electromechanical contactor. "
7822811,100-K05KF200M,"The Allen Bradley 100-K05KF200M electromechanical contactor switch comes with a breaking current rating of 5 A. Furthermore, this unit also uses a standard terminal type. Also, it has 2 normally open 2 normally closed main contacts. Additionally, this 100 series K frame electromechanical contactor comes with a 230V 50/60Hz control coil with an integrated diode. "
7822812,100-K05KF300,"This Allen-Bradley 100 series K frame contactor switch comes with a breaking current rating of 5 Amps. It is a 230 Volts at 50 Hertz or 60 Hertz contactor. In addition, this electromechanical contactor uses a standard terminal type. This contactor switch has 3 N.O. 1 N.C. main contacts. "
7822813,100-K05KF300M,"This Allen-Bradley/Rockwell Automation 100 series IEC contactor has a rating of 5 A. In addition, this contactor uses a standard terminal. This 100 series K frame contactor switch has a 230 Volts at 50 Hertz or 60 Hertz control coil with an integrated diode. Also, this electromechanical contactor has 3 normally open 1 normally closed main contacts. "
7822814,100-K05KF400,"The 100-K05KF400 built by Allen-Bradley is a 5 A IEC contactor. This 100 series IEC contactor also uses a standard terminal type. This K frame contactor additionally has 4 normally open poles. This contactor switch operates at 230V 50/60Hz. "
7822815,100-K05KF400M,"This Allen-Bradley/Rockwell Automation 5 A 100 series IEC contactor is a 230 Volts at 50Hz or 60Hz electromechanical contactor switch. This 100 series K frame contactor switch also has 4 N.O. main contacts. Additionally, this Allen Bradley electromechanical contactor uses a standard terminal. "
7823603,100-K05KG01,"This 100 series assembled by Allen-Bradley/Rockwell Automation is a 5 A electromechanical contactor switch. Also, this K frame IEC contactor has 3 N.O. poles. Furthermore, it also has 1 normally closed auxiliary contact. In addition, it uses a standard terminal. This IEC contactor is a 200V AC 50Hz, 200-220V AC 60Hz electromechanical contactor. "
7824388,100-K05KG10,"This 100 series K frame made by Allen-Bradley comes with a breaking rating of 5 A. This 100 series electromechanical contactor uses a standard terminal. Additionally, this electromechanical contactor has 3 normally open poles. This contactor switch operates at 200 Volts alternating current at 50 Hertz, 200-220 Volts alternating current at 60 Hertz and comes with 1 normally open auxiliary contact. "
7824389,100-K05KG10M,"The 100-K05KG10M assembled by Rockwell Automation comes with an amperage rating of 5 Amps. Furthermore, this IEC contactor comes with 1 normally open auxiliary contact. Additionally, this 100 series contactor uses a standard terminal. This contactor is a 200 Volts alternating current at 50 Hertz, 200-220 Volts alternating current at 60 Hertz IEC contactor and comes with 3 normally open main contacts. "
7824598,100-K05KG200,"This 100 series K frame made by Allen Bradley is a 5 Amps rated switch. Also, this electromechanical contactor uses a standard terminal type. In addition, it is a 200 Volts AC at 50Hz, 200-220 Volts AC at 60Hz electromechanical contactor switch. This IEC contactor has 2 N.O. 2 N.C. poles. "
7824575,100-K05KG300,"The Rockwell Automation 100-K05KG300 electromechanical contactor has a breaking rating of 5 Amps. This 100 series K frame IEC contactor operates at 200 Volts alternating current at 50 Hertz, 200-220 Volts alternating current at 60 Hertz. Furthermore, this Allen-Bradley contactor also comes with 3 normally open 1 normally closed main contacts. In addition, this K frame electromechanical contactor uses a standard terminal type. "
7824599,100-K05KG400,"This Allen Bradley 5 A 100 series K frame electromechanical contactor operates at 200 Volts AC at 50Hz, 200-220 Volts AC at 60Hz. Also, this 100 series K frame contactor comes with 4 N.O. main contacts. This 100 series electromechanical contactor uses a standard terminal type. "
7822816,100-K05KJ01,"The Allen-Bradley/Rockwell Automation 100-K05KJ01 electromechanical contactor is a 5 Amps IEC contactor. Also, this contactor comes with 3 normally open poles and operates at 24 Volts alternating current at 50 Hertz or 60 Hertz. Additionally, this electromechanical contactor switch has 1 N.C. auxiliary contact. This 100 series IEC contactor uses a standard terminal type. "
7822817,100-K05KJ01M,"This 100 series assembled by Rockwell Automation is a 5 A switch. In addition, this IEC contactor uses a standard terminal. Additionally, this electromechanical contactor switch has 3 N.O. main contacts. Furthermore, this module also comes with a 24 Volts alternating current at 50 Hertz or 60 Hertz control coil that utilizes an integrated diode. This K frame contactor comes with 1 normally closed auxiliary contact. "
7822818,100-K05KJ10,"The 100-K05KJ10 built by Rockwell Automation is a 5 A electromechanical contactor. It has a 24 Volts alternating current at 50 Hertz or 60 Hertz control coil that utilizes an integrated diode and comes with 1 normally open auxiliary contact. Additionally, this Allen-Bradley contactor comes with 3 normally open main contacts. In addition, this switch uses a standard terminal. "
7822819,100-K05KJ10M,"This Allen-Bradley/Rockwell Automation 100 series K frame electromechanical contactor is a 5 Amps rated IEC contactor. It is a 24V AC 50/60Hz contactor switch. This 100 series switch comes with 3 normally open poles. Additionally, this contactor uses a standard terminal and comes with 1 normally open auxiliary contact. "
7822820,100-K05KJ200,"The Rockwell Automation 100-K05KJ200 switch has a breaking amperage rating of 5 A. In addition, it operates at 24 Volts AC at 50Hz or 60Hz. Furthermore, this contactor uses a standard terminal. Additionally, this switch comes with 2 N.O. 2 N.C. main contacts. "
7822821,100-K05KJ200M,"The Rockwell Automation 100-K05KJ200M switch is a 5 A rated electromechanical contactor. This 100 series K frame electromechanical contactor switch additionally uses a standard terminal. This 100 series K frame IEC contactor has 2 N.O. 2 N.C. main contacts. It is a 24 Volts alternating current at 50 Hertz or 60 Hertz IEC contactor. "
7822822,100-K05KJ300,"This Rockwell Automation 5 A 100 series K frame contactor switch uses a standard terminal type. It comes with 3 N.O. 1 N.C. poles. In addition, this 100 series electromechanical contactor operates at 24 Volts alternating current at 50 Hertz or 60 Hertz. "
7822823,100-K05KJ300M,"The 100-K05KJ300M constructed by Allen-Bradley/Rockwell Automation is a 5 Amps contactor switch. This contactor operates at 24V AC 50/60Hz. This IEC contactor comes with 3 N.O. 1 N.C. poles. This 100 series K frame contactor additionally uses a standard terminal. "
7822824,100-K05KJ400,"The Allen Bradley 100-K05KJ400 contactor switch comes with a current rating of 5 Amps. Furthermore, this module also comes with a 24 Volts AC at 50Hz or 60Hz control coil with an integrated diode. In addition, it has 4 normally open main contacts. This 100 series K frame contactor switch uses a standard terminal type. "
7822825,100-K05KJ400M,"This Allen Bradley K frame contactor is a 5 Amps rated contactor. This 100 series contactor also uses a standard terminal. In addition, it operates at 24 Volts alternating current at 50 Hertz or 60 Hertz. This 100 series K frame electromechanical contactor comes with 4 N.O. main contacts. "
7822826,100-K05KN01,"This Allen-Bradley/Rockwell Automation 100 series contactor switch is a 5 Amps electromechanical contactor switch. Also, it comes with 1 normally closed auxiliary contact and uses a standard terminal type. This K frame electromechanical contactor switch comes with 3 normally open main contacts. Furthermore, it also has a 400V 50/60Hz control coil that utilizes an integrated diode. "
7822827,100-K05KN01M,"This Allen-Bradley 100 series K frame IEC contactor has an amperage rating of 5 Amps. This contactor uses a standard terminal. Also, it operates at 400 Volts at 50Hz or 60Hz. It comes with 1 normally closed auxiliary contact and 3 normally open poles. "
7822828,100-K05KN10,"The 100-K05KN10 by Allen Bradley is a 5 Amps rated electromechanical contactor switch. Furthermore, this Allen-Bradley contactor also uses a standard terminal type. This IEC contactor has 1 normally open auxiliary contact. It comes with 3 N.O. poles and operates at 400 Volts at 50 Hertz or 60 Hertz. "
7822829,100-K05KN10M,"This Rockwell Automation 5 A K frame electromechanical contactor has a 400V 50/60Hz control coil that contains an integrated diode. This 100 series K frame electromechanical contactor comes with 3 N.O. main contacts. This K frame switch uses a standard terminal type. This switch has 1 N.O. auxiliary contact. "
7822830,100-K05KN200,"This electromechanical contactor manufactured by Allen-Bradley/Rockwell Automation is a 5 A contactor switch. This switch comes with 2 normally open 2 normally closed poles. This 100 series K frame IEC contactor in addition comes with a 400 Volts at 50Hz or 60Hz control coil that utilizes an integrated diode. This 100 series K frame contactor uses a standard terminal. "
7822831,100-K05KN200M,"This Allen-Bradley/Rockwell Automation 100 series electromechanical contactor is a 5 A rated electromechanical contactor switch. It comes with 2 N.O. 2 N.C. main contacts. In addition, this 100 series electromechanical contactor comes with a 400 Volts at 50Hz or 60Hz control coil with an integrated diode. Additionally, this Allen Bradley IEC contactor uses a standard terminal type. "
7822832,100-K05KN300,"This Allen-Bradley 5 Amps 100 series electromechanical contactor operates at 400 Volts at 50 Hertz or 60 Hertz. This 100 series contactor has 3 N.O. 1 N.C. main contacts. Furthermore, it also uses a standard terminal. "
7824390,100-K05KN300M,"This K frame built by Allen-Bradley/Rockwell Automation is a 5 Amps contactor. This K frame electromechanical contactor switch additionally has 3 normally open 1 normally closed poles. This switch uses a standard terminal type. This K frame IEC contactor also operates at 400 Volts at 50Hz or 60Hz. "
7824391,100-K05KN400,"This electromechanical contactor switch manufactured by Allen Bradley is a 5 A electromechanical contactor. It has 4 N.O. poles. This contactor is a 400V 50/60Hz IEC contactor. This 100 series electromechanical contactor switch uses a standard terminal type. "
7823658,100-K05KN400M,"This AB 100 series K frame contactor switch is a 5 A rated switch. This 100 series electromechanical contactor in addition uses a standard terminal type. Also, this contactor switch has 4 normally open poles. This electromechanical contactor switch operates at 400 Volts at 50 Hertz or 60 Hertz. "
7824392,100-K05KQ10,"This 100 series K frame built by Rockwell Automation has a breaking current rating of 5 A. Also, this K frame electromechanical contactor comes with 3 normally open main contacts. Furthermore, this contactor also uses a standard terminal type. This 100 series contactor comes with 1 N.O. auxiliary contact. "
7824393,100-K05KV01,"This Allen-Bradley/Rockwell Automation 5 A K frame electromechanical contactor comes with 3 N.O. poles. In addition, this contactor comes with 1 N.C. auxiliary contact. Additionally, it uses a standard terminal type. "
7824394,100-K05KY01,"This electromechanical contactor assembled by AB comes with a breaking amperage rating of 5 A. It has a 48V AC 50/60Hz control coil that contains an integrated diode and 3 normally open main contacts. It uses a standard terminal type. This K frame contactor in addition has 1 normally closed auxiliary contact. "
7824395,100-K05KY10,"This Allen-Bradley/Rockwell Automation 100 series IEC contactor is a 5 Amps IEC contactor. This 100 series K frame contactor also has 3 normally open poles. This switch is a 48V AC 50/60Hz IEC contactor. In addition, it uses a standard terminal. This IEC contactor has 1 normally open auxiliary contact. "
7824396,100-K05KY400,"This contactor manufactured by AB is a 5 Amps electromechanical contactor. Also, this switch operates at 48 Volts AC at 50Hz or 60Hz. This K frame contactor switch additionally uses a standard terminal type. Furthermore, this unit comes with 4 normally open main contacts. "
7824397,100-K05N01,"The Rockwell Automation 100-K05N01 electromechanical contactor is a 5 Amps switch. In addition, this 100 series contactor switch operates at 380-400V 50Hz, 440V 60Hz. Furthermore, this contactor also has 1 N.C. auxiliary contact. This electromechanical contactor has 3 N.O. main contacts. This contactor switch uses a standard terminal. "
7824398,100-K05N10,"This AB 5 A 100 series electromechanical contactor switch operates at 380-400 Volts at 50Hz, 440 Volts at 60Hz. Also, this K frame electromechanical contactor switch uses a standard terminal. It comes with 1 N.O. auxiliary contact. This K frame contactor in addition has 3 normally open main contacts. "
7823604,100-K05VC01,"This Allen-Bradley/Rockwell Automation 5 Amps 100 series K frame contactor uses a standard terminal. Also, this Allen Bradley electromechanical contactor has 1 N.C. auxiliary contact. This 100 series K frame electromechanical contactor switch has 3 normally open main contacts. This 100 series K frame switch in addition operates at 600 Volts at 60Hz. "
7823605,100-K05VC01M,"This contactor switch made by AB has a breaking current rating of 5 A. It uses a standard terminal type and has 3 N.O. poles. This IEC contactor comes with 1 N.C. auxiliary contact. Additionally, this Allen Bradley electromechanical contactor is a 600 Volts at 60 Hertz electromechanical contactor switch. "
7824399,100-K05VC10,"This Rockwell Automation 100 series K frame contactor switch is a 5 Amps IEC contactor. This K frame electromechanical contactor comes with 1 normally open auxiliary contact. Also, this Allen Bradley IEC contactor uses a standard terminal type. This K frame electromechanical contactor is a 600 Volts at 60 Hertz contactor. In addition, this K frame electromechanical contactor switch has 3 normally open main contacts. "
7824576,100-K05VC10M,"The AB 100-K05VC10M contactor is a 5 Amps contactor switch. In addition, this contactor uses a standard terminal type and has 3 normally open poles. This 100 series K frame electromechanical contactor switch is a 600 Volts at 60 Hertz electromechanical contactor switch. Furthermore, this Allen-Bradley IEC contactor has 1 normally open auxiliary contact. "
7824600,100-K05VC200,"This Allen Bradley 100 series K frame contactor switch has an amperage rating of 5 Amps. Furthermore, this module also uses a standard terminal type. This 100 series K frame contactor additionally comes with a 600V 60Hz control coil with an integrated diode. In addition, this electromechanical contactor switch comes with 2 normally open 2 normally closed poles. "
7824577,100-K05VC200M,"This Allen Bradley 5 A 100 series K frame IEC contactor comes with 2 normally open 2 normally closed poles. In addition, this 100 series K frame contactor switch is a 600V 60Hz IEC contactor. Additionally, it uses a standard terminal. "
7824601,100-K05VC300,"This IEC contactor by Rockwell Automation comes with a rating of 5 Amps. It has 3 N.O. 1 N.C. main contacts. This 100 series switch is a 600 Volts at 60Hz electromechanical contactor switch. This electromechanical contactor switch uses a standard terminal. "
7823659,100-K05VC300M,"The 100-K05VC300M built by Allen-Bradley/Rockwell Automation has a rating of 5 A. This K frame switch has 3 N.O. 1 N.C. poles. In addition, this Allen Bradley contactor uses a standard terminal. Additionally, this Allen-Bradley electromechanical contactor is a 600 Volts at 60Hz contactor. "
7823660,100-K05VC400,"The AB 100-K05VC400 contactor has a breaking rating of 5 Amps. This electromechanical contactor has 4 N.O. main contacts. This 100 series contactor in addition uses a standard terminal. Also, this contactor switch operates at 600V 60Hz. "
7823661,100-K05VC400M,"This 100 series K frame by Allen-Bradley has a breaking amperage rating of 5 Amps. Also, it uses a standard terminal type. This 100 series K frame electromechanical contactor additionally is a 600V 60Hz electromechanical contactor. This electromechanical contactor has 4 normally open main contacts. "
7824400,100-K05VE01,"The Allen-Bradley 100-K05VE01 electromechanical contactor switch has a breaking current rating of 5 Amps. It comes with 1 normally closed auxiliary contact. This 100 series K frame electromechanical contactor switch comes with 3 N.O. main contacts. Additionally, this 100 series electromechanical contactor uses a standard terminal type. "
7824401,100-K05VG01,"The 100-K05VG01 built by Allen-Bradley comes with a breaking amperage rating of 5 A. This K frame IEC contactor uses a standard terminal type. Additionally, it comes with 1 N.C. auxiliary contact. Also, this switch has 3 normally open main contacts. "
7824578,100-K05WD01,"The 100-K05WD01 built by Allen-Bradley comes with a breaking amperage rating of 5 Amps. In addition, this Allen-Bradley contactor switch comes with 3 N.O. main contacts. Also, this AB contactor switch has 1 N.C. auxiliary contact. This IEC contactor uses a standard terminal. "
7824602,100-K05WD01M,"This switch built by Allen-Bradley/Rockwell Automation has an amperage rating of 5 A. This 100 series IEC contactor uses a standard terminal type. This IEC contactor comes with 3 normally open poles. This 100 series contactor switch comes with 1 normally closed auxiliary contact. "
7824402,100-K05WD10,"This contactor switch by Allen-Bradley/Rockwell Automation is a 5 Amps rated electromechanical contactor switch. Furthermore, this contactor has 3 normally open poles. This 100 series K frame switch uses a standard terminal. Also, this 100 series contactor comes with 1 normally open auxiliary contact. "
7823606,100-K05WD10M,"The Rockwell Automation 100-K05WD10M contactor is a 5 Amps rated electromechanical contactor. In addition, this electromechanical contactor has 1 N.O. auxiliary contact. Additionally, this contactor uses a standard terminal. Furthermore, this module also comes with 3 N.O. poles. "
7823607,100-K05WF01,"This Allen-Bradley/Rockwell Automation 100 series contactor switch comes with an amperage rating of 5 A. Furthermore, this unit also has 3 N.O. poles. This 100 series K frame contactor switch uses a standard terminal type. Additionally, this 100 series electromechanical contactor switch comes with 1 N.C. auxiliary contact. "
