"product id","Part Number",Description
7822782,100-K05D300,"The 100-K05D300 by Allen-Bradley is a 5 A switch. This 100 series electromechanical contactor switch comes with 3 normally open 1 normally closed main contacts. This 100 series K frame electromechanical contactor also uses a standard terminal. Additionally, this 100 series electromechanical contactor operates at 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz. "
7822784,100-K05D400,"This contactor switch built by Allen-Bradley/Rockwell Automation has a rating of 5 Amps. This K frame contactor switch also comes with 4 normally open main contacts. In addition, this 100 series IEC contactor comes with a 110 Volts AC at 50Hz, 120 Volts AC at 60Hz control coil that utilizes an integrated diode. This contactor uses a standard terminal type. "
7822785,100-K05D400M,"The 100-K05D400M built by AB has a rating of 5 A. Furthermore, this Allen-Bradley IEC contactor also comes with a 110 Volts AC at 50Hz, 120 Volts AC at 60Hz control coil that has an integrated diode. Also, this IEC contactor comes with 4 normally open poles. In addition, it uses a standard terminal. "
7822786,100-K05DJ01,"The 100-K05DJ01 made by Allen-Bradley/Rockwell Automation is a 5 Amps IEC contactor. This electromechanical contactor switch comes with 1 normally closed auxiliary contact. It operates at 24V DC. This 100 series K frame electromechanical contactor comes with 3 N.O. poles. This contactor uses a standard terminal type. "
7822787,100-K05DJ01M,"This IEC contactor constructed by Allen-Bradley/Rockwell Automation comes with a breaking rating of 5 Amps. Additionally, it is a 24V DC contactor switch. It has 1 N.C. auxiliary contacts and uses a standard terminal type. In addition, it has 3 N.O. main contacts. "
7822788,100-K05DJ10,"This Allen-Bradley K frame switch comes with a breaking amperage rating of 5 A. It is a 24V DC electromechanical contactor switch and uses a standard terminal. Additionally, it comes with 3 N.O. poles. In addition, this 100 series IEC contactor comes with 1 normally open auxiliary contact. "
7822789,100-K05DJ10M,"This electromechanical contactor switch constructed by Allen Bradley is a 5 A contactor switch. It has 3 N.O. main contacts. This 100 series K frame contactor uses a standard terminal type. It is a 24V DC contactor. In addition, this electromechanical contactor switch has 1 normally open auxiliary contact. "
7822790,100-K05DJ200,"This 100 series K frame built by Allen Bradley is a 5 A rated contactor. Additionally, this switch operates at 24 Volts direct current. This 100 series K frame contactor uses a standard terminal type. This 100 series IEC contactor has 2 normally open 2 normally closed main contacts. "
7822791,100-K05DJ200M,"The Allen Bradley 100-K05DJ200M switch comes with a current rating of 5 A. It comes with 2 normally open 2 normally closed main contacts. Also, it has a 24V DC control coil that an integrated diode. In addition, it uses a standard terminal type. "
7822792,100-K05DJ300,"This electromechanical contactor assembled by Allen Bradley has a rating of 5 Amps. This K frame IEC contactor comes with 3 N.O. 1 N.C. main contacts. It has a 24 Volts DC control coil that utilizes an integrated diode. Also, it uses a standard terminal. "
7822793,100-K05DJ300M,"The Allen Bradley 100-K05DJ300M switch is a 5 Amps rated contactor. In addition, this K frame contactor uses a standard terminal. Additionally, it comes with a 24 Volts DC control coil that has an integrated diode. This 100 series K frame switch has 3 N.O. 1 N.C. poles. "
7822794,100-K05DJ400,"This electromechanical contactor constructed by Allen-Bradley/Rockwell Automation is a 5 A switch. It operates at 24V DC. Additionally, this 100 series contactor has 4 N.O. poles. In addition, it uses a standard terminal. "
7822795,100-K05DJ400M,"The 100-K05DJ400M assembled by Rockwell Automation has a current rating of 5 Amps. This K frame contactor switch uses a standard terminal type. Additionally, this AB switch operates at 24V DC. In addition, this 100 series K frame contactor switch has 4 normally open poles. "
7822796,100-K05KA01,"This AB 100 series K frame contactor switch comes with an amperage rating of 5 A. Additionally, this 100 series K frame electromechanical contactor operates at 240 Volts at 50Hz or 60Hz. Furthermore, this Allen-Bradley contactor has 3 N.O. main contacts. Also, this Allen Bradley contactor uses a standard terminal. This K frame contactor switch has 1 N.C. auxiliary contacts. "
7822797,100-K05KA01M,"This Allen Bradley 5 A K frame contactor has 3 N.O. poles. In addition, this electromechanical contactor switch has 1 N.C. auxiliary contacts. Also, this AB switch uses a standard terminal. This IEC contactor operates at 240 Volts at 50 Hertz or 60 Hertz. "
7822798,100-K05KA10,"This contactor built by Rockwell Automation is a 5 A rated electromechanical contactor switch. It operates at 240 Volts at 50Hz or 60Hz and comes with 3 N.O. main contacts. Also, this IEC contactor uses a standard terminal type. Furthermore, this Allen-Bradley contactor also comes with 1 N.O. auxiliary contacts. "
7822799,100-K05KA10M,"This K frame by Rockwell Automation comes with a rating of 5 Amps. This contactor switch is a 240 Volts at 50Hz or 60Hz electromechanical contactor switch and has 3 normally open main contacts. Additionally, this contactor comes with 1 normally open auxiliary contact. This K frame electromechanical contactor switch in addition uses a standard terminal. "
7822800,100-K05KA200,"This electromechanical contactor switch constructed by Allen-Bradley has a breaking amperage rating of 5 Amps. This 100 series electromechanical contactor operates at 240 Volts at 50Hz or 60Hz. In addition, this contactor has 2 N.O. 2 N.C. main contacts. This 100 series contactor switch uses a standard terminal type. "
7822801,100-K05KA200M,"The Allen Bradley 100-K05KA200M electromechanical contactor switch is a 5 Amps contactor switch. This 100 series K frame contactor has a 240 Volts at 50 Hertz or 60 Hertz control coil that utilizes an integrated diode. In addition, it comes with 2 N.O. 2 N.C. main contacts. Additionally, it uses a standard terminal type. "
7822802,100-K05KA300,"This Allen-Bradley K frame switch is a 5 A electromechanical contactor. Additionally, it uses a standard terminal. This 100 series contactor switch operates at 240V 50/60Hz. This 100 series K frame electromechanical contactor also has 3 normally open 1 normally closed poles. "
7822803,100-K05KA300M,"The 100-K05KA300M manufactured by Rockwell Automation has a breaking current rating of 5 A. In addition, this Rockwell Automation contactor comes with 3 normally open 1 normally closed main contacts. This K frame contactor operates at 240 Volts at 50 Hertz or 60 Hertz. This 100 series IEC contactor uses a standard terminal. "
7822804,100-K05KA400,"The Allen-Bradley/Rockwell Automation 100-K05KA400 switch has a breaking amperage rating of 5 A. This 100 series K frame contactor switch comes with 4 normally open poles. Furthermore, this Allen-Bradley contactor also comes with a 240 Volts at 50 Hertz or 60 Hertz control coil with an integrated diode. In addition, this AB IEC contactor uses a standard terminal. "
7822806,100-K05KF01,"This electromechanical contactor by AB comes with a breaking rating of 5 A. Additionally, this contactor switch has 3 normally open main contacts. It comes with 1 normally closed auxiliary contact and uses a standard terminal type. This K frame contactor in addition comes with a 230V 50/60Hz control coil with an integrated diode. "
7822807,100-K05KF01M,"The 100-K05KF01M manufactured by Allen-Bradley is a 5 A contactor switch. This 100 series contactor uses a standard terminal. This K frame electromechanical contactor also has a 230 Volts at 50 Hertz or 60 Hertz control coil that an integrated diode. This electromechanical contactor switch has 3 N.O. poles. Additionally, this 100 series K frame contactor comes with 1 N.C. auxiliary contacts. "
7822808,100-K05KF10,"The Allen Bradley 100-K05KF10 contactor is a 5 A rated electromechanical contactor. Additionally, this electromechanical contactor comes with 3 N.O. poles. This electromechanical contactor has a 230 Volts at 50Hz or 60Hz control coil with an integrated diode. Furthermore, this contactor uses a standard terminal. It comes with 1 normally open auxiliary contact. "
7822809,100-K05KF10M,"The Allen-Bradley/Rockwell Automation 100-K05KF10M switch has a breaking current rating of 5 Amps. In addition, this electromechanical contactor has 3 N.O. main contacts and uses a standard terminal type. It comes with 1 normally open auxiliary contact. It comes with a 230 Volts at 50 Hertz or 60 Hertz control coil that utilizes an integrated diode. "
7822810,100-K05KF200,"The 100-K05KF200 made by Allen Bradley comes with an amperage rating of 5 Amps. This K frame IEC contactor has 2 normally open 2 normally closed poles. This K frame electromechanical contactor uses a standard terminal type. This 100 series contactor operates at 230 Volts at 50Hz or 60Hz. "
7822812,100-K05KF300,"The 100-K05KF300 assembled by Allen-Bradley/Rockwell Automation comes with a breaking current rating of 5 Amps. It uses a standard terminal type. In addition, this electromechanical contactor is a 230V 50/60Hz contactor switch. This contactor switch has 3 N.O. 1 N.C. main contacts. "
7822813,100-K05KF300M,"This Allen-Bradley/Rockwell Automation 100 series IEC contactor has a rating of 5 A. Furthermore, this unit also comes with 3 N.O. 1 N.C. poles. This switch uses a standard terminal type. This 100 series K frame contactor switch operates at 230 Volts at 50 Hertz or 60 Hertz. "
7822814,100-K05KF400,"The 100-K05KF400 built by Allen-Bradley is a 5 A IEC contactor. This 100 series K frame electromechanical contactor uses a standard terminal type. Furthermore, this contactor also has 4 N.O. poles. This contactor switch has a 230V 50/60Hz control coil that an integrated diode. "
7822815,100-K05KF400M,"This 100 series made by Rockwell Automation has an amperage rating of 5 Amps. This K frame IEC contactor uses a standard terminal type. Furthermore, this Allen-Bradley IEC contactor is a 230V 50/60Hz contactor switch. This 100 series IEC contactor comes with 4 normally open main contacts. "
7823603,100-K05KG01,"The Allen Bradley 100-K05KG01 IEC contactor is a 5 Amps electromechanical contactor switch. This K frame electromechanical contactor has a 200 Volts AC at 50Hz, 200-220 Volts AC at 60Hz control coil that utilizes an integrated diode. Furthermore, this contactor also comes with 1 N.C. auxiliary contacts. Additionally, this electromechanical contactor comes with 3 normally open main contacts and uses a standard terminal. "
7824388,100-K05KG10,"This 100 series K frame made by Allen-Bradley comes with a breaking rating of 5 A. This 100 series electromechanical contactor comes with 1 normally open auxiliary contact. Additionally, this electromechanical contactor uses a standard terminal type. This contactor switch comes with 3 N.O. poles and operates at 200V AC 50Hz, 200-220V AC 60Hz. "
7824389,100-K05KG10M,"The 100-K05KG10M assembled by Rockwell Automation comes with an amperage rating of 5 Amps. Additionally, this Allen-Bradley contactor comes with 1 N.O. auxiliary contacts. Furthermore, this IEC contactor operates at 200 Volts AC at 50Hz, 200-220 Volts AC at 60Hz. Also, this contactor uses a standard terminal and comes with 3 normally open main contacts. "
7824598,100-K05KG200,"This Rockwell Automation K frame IEC contactor is a 5 Amps electromechanical contactor switch. Also, this electromechanical contactor operates at 200 Volts AC at 50Hz, 200-220 Volts AC at 60Hz. This 100 series switch in addition comes with 2 N.O. 2 N.C. main contacts. It uses a standard terminal type. "
7824575,100-K05KG300,"The 100-K05KG300 made by Allen Bradley comes with a breaking rating of 5 A. In addition, this K frame IEC contactor has a 200 Volts alternating current at 50 Hertz, 200-220 Volts alternating current at 60 Hertz control coil with an integrated diode. This 100 series K frame IEC contactor additionally uses a standard terminal type. It comes with 3 N.O. 1 N.C. poles. "
7824599,100-K05KG400,"This 100 series K frame constructed by Rockwell Automation is a 5 A rated contactor. This K frame IEC contactor uses a standard terminal. Also, this 100 series K frame contactor operates at 200V AC 50Hz, 200-220V AC 60Hz. It comes with 4 normally open poles. "
7822816,100-K05KJ01,"The Allen-Bradley/Rockwell Automation 100-K05KJ01 electromechanical contactor is a 5 Amps IEC contactor. Also, this contactor comes with a 24 Volts alternating current at 50 Hertz or 60 Hertz control coil that has an integrated diode and 1 normally closed auxiliary contact. Additionally, this electromechanical contactor switch uses a standard terminal type. It has 3 N.O. main contacts. "
7822817,100-K05KJ01M,"This contactor switch manufactured by Allen-Bradley/Rockwell Automation is a 5 Amps electromechanical contactor. Additionally, this K frame electromechanical contactor comes with 3 normally open poles. This contactor uses a standard terminal. In addition, this contactor is a 24V AC 50/60Hz contactor switch. It comes with 1 N.C. auxiliary contacts. "
7822818,100-K05KJ10,"The 100-K05KJ10 built by Rockwell Automation is a 5 A electromechanical contactor. This 100 series K frame electromechanical contactor switch in addition uses a standard terminal. This 100 series K frame switch comes with 3 N.O. poles. It operates at 24 Volts alternating current at 50 Hertz or 60 Hertz and has 1 normally open auxiliary contact. "
7822819,100-K05KJ10M,"The 100-K05KJ10M by Allen Bradley is a 5 Amps electromechanical contactor switch. This switch has 3 normally open main contacts. In addition, this K frame IEC contactor uses a standard terminal. Also, this contactor switch is a 24 Volts AC at 50Hz or 60Hz contactor switch. This 100 series contactor comes with 1 N.O. auxiliary contacts. "
7822820,100-K05KJ200,"The Rockwell Automation 100-K05KJ200 switch has a breaking amperage rating of 5 A. In addition, it uses a standard terminal type. It is a 24 Volts alternating current at 50 Hertz or 60 Hertz switch. This 100 series IEC contactor additionally comes with 2 normally open 2 normally closed poles. "
7822821,100-K05KJ200M,"The Rockwell Automation 100-K05KJ200M switch is a 5 A rated electromechanical contactor. This 100 series K frame electromechanical contactor switch additionally comes with 2 N.O. 2 N.C. poles. In addition, this Allen Bradley IEC contactor uses a standard terminal type. It operates at 24 Volts alternating current at 50 Hertz or 60 Hertz. "
7822822,100-K05KJ300,"The 100-K05KJ300 built by Rockwell Automation has a breaking current rating of 5 A. Also, this electromechanical contactor switch operates at 24 Volts AC at 50Hz or 60Hz. It uses a standard terminal type. This K frame electromechanical contactor switch has 3 normally open 1 normally closed main contacts. "
7822823,100-K05KJ300M,"The Allen-Bradley/Rockwell Automation 100-K05KJ300M electromechanical contactor switch is a 5 Amps rated switch. Furthermore, this Allen-Bradley contactor has 3 N.O. 1 N.C. poles. This contactor uses a standard terminal. In addition, this 100 series K frame contactor has a 24V AC 50/60Hz control coil that an integrated diode. "
7822824,100-K05KJ400,"The 100-K05KJ400 constructed by Rockwell Automation has a rating of 5 A. This 100 series K frame electromechanical contactor switch uses a standard terminal. This 100 series K frame electromechanical contactor switch in addition comes with 4 normally open main contacts. Also, it is a 24 Volts AC at 50Hz or 60Hz contactor switch. "
7822826,100-K05KN01,"This Allen-Bradley/Rockwell Automation 100 series contactor switch is a 5 Amps electromechanical contactor switch. Furthermore, it also is a 400V 50/60Hz contactor. This K frame switch comes with 3 N.O. main contacts. It has 1 normally closed auxiliary contact and uses a standard terminal. "
7822827,100-K05KN01M,"This Allen-Bradley 100 series K frame IEC contactor has an amperage rating of 5 Amps. It comes with 1 N.C. auxiliary contacts. This K frame electromechanical contactor operates at 400 Volts at 50 Hertz or 60 Hertz. This K frame electromechanical contactor switch in addition has 3 N.O. main contacts. Also, it uses a standard terminal type. "
7822828,100-K05KN10,"The 100-K05KN10 by Allen Bradley is a 5 Amps rated electromechanical contactor switch. This contactor uses a standard terminal type. It has 1 N.O. auxiliary contacts. It comes with a 400 Volts at 50 Hertz or 60 Hertz control coil that has an integrated diode and 3 normally open poles. "
7822829,100-K05KN10M,"The Allen-Bradley 100-K05KN10M electromechanical contactor is a 5 Amps rated electromechanical contactor. It comes with 1 N.O. auxiliary contacts. This switch uses a standard terminal type. This switch has a 400V 50/60Hz control coil that an integrated diode. This 100 series K frame electromechanical contactor comes with 3 N.O. main contacts. "
7822830,100-K05KN200,"The Allen Bradley 100-K05KN200 contactor comes with a breaking amperage rating of 5 A. This 100 series K frame contactor switch in addition uses a standard terminal type. This K frame IEC contactor additionally operates at 400V 50/60Hz. This 100 series IEC contactor comes with 2 N.O. 2 N.C. main contacts. "
7824390,100-K05KN300M,"This 100 series constructed by Rockwell Automation comes with a breaking current rating of 5 A. Furthermore, this IEC contactor also uses a standard terminal. Also, this K frame contactor has 3 N.O. 1 N.C. main contacts. Additionally, this switch operates at 400 Volts at 50 Hertz or 60 Hertz. "
7824391,100-K05KN400,"This 100 series constructed by AB has a breaking amperage rating of 5 Amps. Furthermore, this contactor is a 400V 50/60Hz contactor. Also, this Allen-Bradley/Rockwell Automation contactor switch comes with 4 normally open main contacts. Additionally, it uses a standard terminal type. "
7823658,100-K05KN400M,"The 100-K05KN400M assembled by Allen Bradley has a breaking rating of 5 Amps. Additionally, this contactor comes with 4 normally open main contacts. This 100 series K frame contactor has a 400 Volts at 50Hz or 60Hz control coil that utilizes an integrated diode. This 100 series electromechanical contactor also uses a standard terminal type. "
7824392,100-K05KQ10,"This Allen Bradley K frame electromechanical contactor switch comes with a breaking rating of 5 Amps. Additionally, this contactor switch comes with 3 normally open poles. This 100 series switch comes with 1 N.O. auxiliary contacts. This switch uses a standard terminal type. "
7824394,100-K05KY01,"This electromechanical contactor assembled by AB is a 5 A rated contactor. This 100 series K frame switch additionally operates at 48 Volts AC at 50Hz or 60Hz. It comes with 3 N.O. main contacts and uses a standard terminal. Furthermore, this contactor also has 1 N.C. auxiliary contacts. "
7824395,100-K05KY10,"This Allen-Bradley/Rockwell Automation 100 series IEC contactor has a current rating of 5 Amps. It uses a standard terminal type. This switch comes with 3 normally open main contacts. Additionally, this K frame contactor switch has 1 N.O. auxiliary contacts. In addition, this 100 series K frame IEC contactor operates at 48 Volts alternating current at 50 Hertz or 60 Hertz. "
7824396,100-K05KY400,"This Allen-Bradley 100 series electromechanical contactor switch is a 5 Amps contactor. This K frame electromechanical contactor switch operates at 48 Volts alternating current at 50 Hertz or 60 Hertz. In addition, it uses a standard terminal. This K frame contactor switch also has 4 normally open main contacts. "
7824397,100-K05N01,"This electromechanical contactor constructed by Allen Bradley is a 5 Amps IEC contactor. Furthermore, this Allen-Bradley contactor also uses a standard terminal. This 100 series K frame switch comes with 3 normally open poles. This 100 series electromechanical contactor in addition comes with a 380-400 Volts at 50 Hertz, 440 Volts at 60 Hertz control coil that has an integrated diode. It comes with 1 N.C. auxiliary contacts. "
7824398,100-K05N10,"This AB 5 A 100 series electromechanical contactor switch comes with a 380-400 Volts at 50Hz, 440 Volts at 60Hz control coil that has an integrated diode. Additionally, this Allen Bradley IEC contactor has 3 normally open poles. Furthermore, this Allen-Bradley contactor also uses a standard terminal. This K frame electromechanical contactor switch has 1 normally open auxiliary contact. "
7823604,100-K05VC01,"This Allen-Bradley/Rockwell Automation 5 Amps 100 series K frame contactor comes with 1 normally closed auxiliary contact. This K frame electromechanical contactor has 3 N.O. poles. This K frame IEC contactor also uses a standard terminal type. This 100 series K frame switch in addition comes with a 600 Volts at 60Hz control coil that has an integrated diode. "
7823605,100-K05VC01M,"This contactor switch made by AB has a breaking current rating of 5 A. This IEC contactor operates at 600 Volts at 60Hz. It has 1 N.C. auxiliary contacts and 3 N.O. poles. It uses a standard terminal type. "
7824399,100-K05VC10,"This Rockwell Automation 100 series K frame contactor switch is a 5 Amps IEC contactor. This K frame electromechanical contactor comes with a 600V 60Hz control coil with an integrated diode. This K frame electromechanical contactor uses a standard terminal type. Also, this electromechanical contactor switch has 1 normally open auxiliary contact. Additionally, this Rockwell Automation electromechanical contactor switch has 3 normally open poles. "
7824576,100-K05VC10M,"The AB 100-K05VC10M contactor is a 5 Amps contactor switch. In addition, this contactor has 1 normally open auxiliary contact and 3 normally open poles. This 100 series K frame electromechanical contactor switch uses a standard terminal. Furthermore, this Allen-Bradley IEC contactor is a 600 Volts at 60Hz electromechanical contactor. "
7824600,100-K05VC200,"This 100 series K frame constructed by AB is a 5 A electromechanical contactor switch. It has a 600V 60Hz control coil that utilizes an integrated diode. Furthermore, this module also uses a standard terminal type. This 100 series contactor comes with 2 N.O. 2 N.C. main contacts. "
7824577,100-K05VC200M,"The Allen-Bradley 100-K05VC200M switch comes with a breaking amperage rating of 5 A. This 100 series IEC contactor in addition is a 600V 60Hz contactor. Additionally, this 100 series K frame switch has 2 N.O. 2 N.C. poles. This 100 series K frame contactor switch uses a standard terminal type. "
7824601,100-K05VC300,"The Rockwell Automation 100-K05VC300 IEC contactor is a 5 Amps IEC contactor. Also, this 100 series contactor comes with 3 normally open 1 normally closed poles. This 100 series switch uses a standard terminal. This electromechanical contactor switch operates at 600 Volts at 60Hz. "
7823659,100-K05VC300M,"This electromechanical contactor manufactured by Allen-Bradley/Rockwell Automation is a 5 A rated contactor. Furthermore, this module also has 3 normally open 1 normally closed poles. Additionally, this Allen-Bradley electromechanical contactor operates at 600 Volts at 60Hz. This switch uses a standard terminal type. "
7823660,100-K05VC400,"This K frame manufactured by Rockwell Automation is a 5 Amps rated contactor switch. This 100 series K frame contactor comes with a 600 Volts at 60 Hertz control coil with an integrated diode. Also, this switch comes with 4 normally open poles. In addition, this Allen-Bradley/Rockwell Automation switch uses a standard terminal. "
7823661,100-K05VC400M,"This 100 series K frame by Allen-Bradley is a 5 Amps rated contactor. This 100 series electromechanical contactor operates at 600 Volts at 60Hz. This 100 series K frame contactor switch also comes with 4 normally open main contacts. In addition, this contactor switch uses a standard terminal. "
7824400,100-K05VE01,"The Allen-Bradley 100-K05VE01 electromechanical contactor is a 5 Amps rated electromechanical contactor switch. This K frame electromechanical contactor switch uses a standard terminal type. Also, it comes with 1 normally closed auxiliary contact. Additionally, this 100 series K frame contactor switch comes with 3 normally open main contacts. "
7824578,100-K05WD01,"The 100-K05WD01 built by Allen-Bradley comes with a breaking amperage rating of 5 Amps. In addition, this Allen-Bradley contactor switch uses a standard terminal. Also, this AB contactor switch has 1 N.C. auxiliary contacts. This IEC contactor comes with 3 normally open main contacts. "
7824602,100-K05WD01M,"This switch built by Allen-Bradley/Rockwell Automation has an amperage rating of 5 A. This 100 series IEC contactor has 1 N.C. auxiliary contacts. This IEC contactor uses a standard terminal. This 100 series contactor switch comes with 3 N.O. main contacts. "
7824402,100-K05WD10,"This contactor switch by Allen-Bradley/Rockwell Automation is a 5 Amps rated electromechanical contactor switch. Furthermore, this contactor has 1 N.O. auxiliary contacts. This 100 series K frame switch comes with 3 N.O. main contacts. Also, this 100 series contactor uses a standard terminal. "
7823606,100-K05WD10M,"The Rockwell Automation 100-K05WD10M contactor is a 5 Amps rated electromechanical contactor. In addition, this electromechanical contactor has 3 N.O. poles. Additionally, this contactor uses a standard terminal. Furthermore, this module also comes with 1 N.O. auxiliary contacts. "
7823607,100-K05WF01,"This Allen-Bradley/Rockwell Automation 100 series contactor switch comes with an amperage rating of 5 A. Furthermore, this unit also uses a standard terminal type. This 100 series K frame contactor switch has 3 normally open poles. Additionally, this 100 series electromechanical contactor switch comes with 1 N.C. auxiliary contacts. "
7823608,100-K05WF01M,"The 100-K05WF01M by Allen Bradley is a 5 Amps contactor switch. Furthermore, this Allen-Bradley contactor also uses a standard terminal type. Also, it has 1 N.C. auxiliary contacts. This K frame electromechanical contactor switch additionally comes with 3 N.O. main contacts. "
7823609,100-K05WF10,"This contactor built by Allen-Bradley is a 5 A electromechanical contactor. Also, this contactor switch has 1 normally open auxiliary contact. In addition, this switch has 3 N.O. poles. This contactor switch uses a standard terminal. "
7824403,100-K05WJ01,"The AB 100-K05WJ01 switch has a rating of 5 A. Additionally, this K frame IEC contactor comes with 1 N.C. auxiliary contacts. This K frame IEC contactor uses a standard terminal. Also, this 100 series K frame electromechanical contactor switch has 3 normally open main contacts. "
7824580,100-K05WJ01M,"This Allen-Bradley/Rockwell Automation 100 series K frame electromechanical contactor is a 5 A rated IEC contactor. It uses a standard terminal. Furthermore, this IEC contactor also comes with 1 N.C. auxiliary contacts. This 100 series contactor has 3 normally open poles. "
7824404,100-K05WJ10,"The Allen-Bradley 100-K05WJ10 electromechanical contactor switch is a 5 Amps rated contactor. This K frame IEC contactor uses a standard terminal type. Also, it has 1 normally open auxiliary contact. In addition, this electromechanical contactor switch comes with 3 normally open main contacts. "
7822833,100-K05ZA01,"The 100-K05ZA01 built by AB has a rating of 5 Amps. Additionally, this Rockwell Automation contactor switch uses a standard terminal type. Also, it operates at 220V DC and has 3 normally open poles. It comes with 1 normally closed auxiliary contact. "
7822834,100-K05ZA01M,"This 100 series K frame built by AB is a 5 Amps rated contactor. Additionally, it uses a standard terminal and has 3 N.O. poles. This 100 series K frame electromechanical contactor switch has 1 normally closed auxiliary contact. This 100 series K frame switch is a 220 Volts DC contactor. "
7822835,100-K05ZA10,"The AB 100-K05ZA10 electromechanical contactor has an amperage rating of 5 Amps. This contactor switch has a 220 Volts DC control coil with an integrated diode. Furthermore, this contactor has 3 N.O. main contacts. This 100 series K frame contactor switch uses a standard terminal. Also, this Allen-Bradley switch has 1 N.O. auxiliary contacts. "
7822836,100-K05ZA10M,"This Allen Bradley 100 series electromechanical contactor switch is a 5 A contactor switch. It uses a standard terminal type. Also, this Allen Bradley electromechanical contactor comes with 1 normally open auxiliary contact. This K frame electromechanical contactor has a 220V DC control coil with an integrated diode. This 100 series K frame IEC contactor in addition has 3 normally open main contacts. "
