"product id","Part Number",Description
8670934,100-E09KJ01,"The 100-E09KJ01 manufactured by Allen-Bradley is a 9 Amps rated IEC contactor. Also, this contactor comes with 1 normally closed auxiliary contact and uses a standard terminal type. Furthermore, this Allen-Bradley contactor also has 3 N.O. poles. It comes with bar connections. Additionally, this 100 series switch operates at 24-60 Volts AC 20-60 Volts DC. "
8670935,100-E09KJ10,"This Allen Bradley E frame contactor switch has a rating of 9 A. Furthermore, this Allen-Bradley IEC contactor comes with 1 N.O. auxiliary contact. In addition, it has bar connections and uses a standard terminal. This IEC contactor has 3 normally open main contacts. Additionally, this Allen-Bradley/Rockwell Automation contactor has a 24-60 Volts alternating current 20-60 Volts direct current control coil that utilizes an integrated diode. "
8670936,100-E09KJ200,"This E frame manufactured by Rockwell Automation has a breaking current rating of 9 A. It comes with a 24-60V AC 20-60V DC control coil with an integrated diode and bar connections. This IEC contactor uses a standard terminal. This electromechanical contactor switch comes with 2 N.O. 2 N.C. poles. "
8670937,100-E09KJ400,"This 100 series E frame built by Allen-Bradley is a 9 Amps electromechanical contactor switch. This contactor operates at 24-60 Volts alternating current 20-60 Volts direct current and comes with 4 N.O. poles. It comes with bar connections. In addition, this 100 series E frame electromechanical contactor uses a standard terminal type. "
8670938,100-E09KN01,"This Allen-Bradley 9 Amps 100 series switch comes with 3 N.O. poles. Also, this IEC contactor operates at 250-500V AC/DC. It comes with 1 N.C. auxiliary contact. This electromechanical contactor switch has bar connections and uses a standard terminal. "
8670939,100-E09KN10,"This 100 series built by Allen-Bradley is a 9 A rated electromechanical contactor switch. Also, this E frame electromechanical contactor comes with 1 N.O. auxiliary contact. This contactor switch has bar connections and a 250-500 Volts alternating current/direct current control coil that utilizes an integrated diode. This 100 series E frame switch in addition uses a standard terminal. It has 3 N.O. main contacts. "
8670940,100-E09KN200,"The Allen-Bradley/Rockwell Automation 100-E09KN200 contactor comes with a breaking current rating of 9 A. Also, this 100 series E frame electromechanical contactor comes with 2 normally open 2 normally closed poles. In addition, it comes with a 250-500 Volts AC/DC control coil with an integrated diode. It comes with bar connections. Furthermore, this module also uses a standard terminal type. "
8670941,100-E09KN400,"This Allen-Bradley/Rockwell Automation E frame IEC contactor comes with a breaking rating of 9 A. This IEC contactor has 4 normally open main contacts. This 100 series electromechanical contactor in addition uses a standard terminal type. Also, this AB switch has a 250-500 Volts alternating current/direct current control coil with an integrated diode. This E frame electromechanical contactor switch has bar connections. "
8670942,100-E09KY01,"The Rockwell Automation 100-E09KY01 switch has a breaking current rating of 9 A. In addition, this contactor has bar connections. This contactor switch is a 48-130V AC/DC IEC contactor and comes with 3 N.O. main contacts. It uses a standard terminal type. Also, this IEC contactor has 1 N.C. auxiliary contact. "
8670943,100-E09KY10,"This electromechanical contactor made by Rockwell Automation comes with a breaking amperage rating of 9 A. Additionally, it is a 48-130 Volts AC/DC electromechanical contactor switch. Also, it has bar connections and 1 normally open auxiliary contact. This E frame electromechanical contactor comes with 3 N.O. main contacts. This electromechanical contactor uses a standard terminal. "
8670944,100-E09KY200,"This AB E frame switch is a 9 A contactor switch. Also, it uses a standard terminal. It has bar connections and operates at 48-130 Volts AC/DC. This E frame contactor switch additionally comes with 2 normally open 2 normally closed main contacts. "
8670945,100-E09KY400,"This Rockwell Automation 100 series contactor has a breaking amperage rating of 9 Amps. This 100 series switch comes with 4 N.O. main contacts. It uses a standard terminal type and comes with bar connections. Additionally, this E frame contactor is a 48-130 Volts AC/DC contactor. "
8670946,100-E09QJ01,"The 100-E09QJ01 assembled by Rockwell Automation is a 9 Amps rated electromechanical contactor. In addition, this 100 series E frame electromechanical contactor switch has 3 normally open poles. This E frame IEC contactor comes with bar connections. This E frame electromechanical contactor is a 24 Volts DC IEC contactor. Additionally, it uses a standard terminal type. "
8670947,100-E09QJ10,"This 100 series made by Allen-Bradley/Rockwell Automation is a 9 A switch. It uses a standard terminal type. It comes with 3 N.O. main contacts. Furthermore, this unit also has 1 normally open auxiliary contact. Also, this electromechanical contactor operates at 24V DC and has bar connections. "
8670948,100-E09QJ200,"The 100-E09QJ200 manufactured by Allen-Bradley/Rockwell Automation comes with a breaking amperage rating of 9 A. In addition, this AB switch uses a standard terminal type. Also, this Rockwell Automation contactor operates at 24V DC. It has 2 normally open 2 normally closed main contacts. Furthermore, this module also has bar connections. "
8670949,100-E09QJ400,"This Rockwell Automation E frame IEC contactor is a 9 Amps electromechanical contactor. Additionally, it comes with 4 N.O. poles. Also, it is a 24 Volts DC IEC contactor and has bar connections. This 100 series E frame electromechanical contactor switch uses a standard terminal type. "
8669575,100-E1060ED11,"The Allen-Bradley 100-E1060ED11 switch is a 1060 A contactor switch. This electromechanical contactor has 3 N.O. main contacts. Also, this switch has a 100-250 Volts AC/DC (with PLC input) control coil that utilizes an integrated diode. Additionally, it comes with bar connections and 1 normally open 1 normally closed auxiliary contacts. It uses a standard terminal. "
8669512,100-E116ED11,"The Rockwell Automation 100-E116ED11 contactor is a 116 A switch. This 100 series E frame electromechanical contactor switch in addition is a 100-250 Volts alternating current/direct current (with programmable logic controller input) electromechanical contactor switch. Also, this electromechanical contactor has 1 N.O. 1 N.C. auxiliary contacts and 3 normally open main contacts. This E frame contactor switch comes with bar connections. This E frame contactor switch uses a standard terminal type. "
8669513,100-E116ED11L,"This 100 series by Allen Bradley comes with a breaking rating of 116 Amps. This contactor switch has a 100-250V AC/DC (with PLC input) control coil that contains an integrated diode, 1 normally open 1 normally closed auxiliary contacts, and built-in lugs. This E frame switch in addition uses a standard terminal. Additionally, this IEC contactor comes with 3 N.O. main contacts. "
8669514,100-E116EN11,"The 100-E116EN11 by Rockwell Automation comes with a breaking current rating of 116 Amps. This contactor switch is a 250-500 Volts AC/DC (with PLC input) contactor switch. This electromechanical contactor switch comes with 1 normally open 1 normally closed auxiliary contacts. This E frame IEC contactor uses a standard terminal. In addition, it has 3 normally open poles and bar connections. "
8669515,100-E116EN11L,"This switch built by Allen Bradley comes with a breaking rating of 116 A. This E frame contactor switch has built-in lugs. Additionally, this Allen-Bradley switch comes with a 250-500 Volts AC/DC (with PLC input) control coil that utilizes an integrated diode. Also, this IEC contactor has 3 N.O. main contacts. This E frame IEC contactor comes with 1 N.O. 1 N.C. auxiliary contacts. "
8669508,100-E116KD11,"This AB 100 series contactor switch is a 116 Amps electromechanical contactor switch. Also, it comes with a 100-250V AC/DC control coil that contains an integrated diode, uses a standard terminal type, and has 3 N.O. main contacts. It has bar connections. This E frame electromechanical contactor comes with 1 normally open 1 normally closed auxiliary contacts. "
8669509,100-E116KD11L,"This IEC contactor made by Rockwell Automation is a 116 A IEC contactor. This 100 series contactor switch has 3 N.O. poles. Also, it has built-in lugs, operates at 100-250 Volts alternating current/direct current, and uses a standard terminal. Additionally, this electromechanical contactor switch has 1 N.O. 1 N.C. auxiliary contacts. "
8671081,100-E116KJ11,"This AB 100 series E frame contactor switch is a 116 Amps contactor. This E frame electromechanical contactor comes with 3 N.O. poles. This contactor comes with bar connections. Furthermore, this contactor also comes with 1 normally open 1 normally closed auxiliary contacts. This contactor switch has a 24-60 Volts alternating current 20-60 Volts direct current control coil that utilizes an integrated diode and uses a standard terminal. "
8669505,100-E116KJ11L,"The 100-E116KJ11L constructed by Allen Bradley has a current rating of 116 Amps. This E frame electromechanical contactor has 1 N.O. 1 N.C. auxiliary contacts. In addition, this electromechanical contactor is a 24-60 Volts AC 20-60 Volts DC electromechanical contactor switch and uses a standard terminal. This contactor comes with 3 normally open poles. This IEC contactor has built-in lugs. "
8669510,100-E116KN11,"The AB 100-E116KN11 switch is a 116 Amps rated electromechanical contactor switch. Also, it uses a standard terminal type, has bar connections, and 1 normally open 1 normally closed auxiliary contacts. Additionally, this IEC contactor has a 250-500V AC/DC control coil that contains an integrated diode. This contactor switch comes with 3 N.O. poles. "
8669511,100-E116KN11L,"The AB 100-E116KN11L contactor is a 116 Amps rated contactor switch. This 100 series switch is a 250-500V AC/DC contactor. This E frame contactor switch has built-in lugs. Furthermore, this module also uses a standard terminal. In addition, this contactor comes with 3 N.O. main contacts and 1 N.O. 1 N.C. auxiliary contacts. "
8669506,100-E116KY11,"This Rockwell Automation 100 series IEC contactor is a 116 A electromechanical contactor. Furthermore, this unit has bar connections. It comes with 1 N.O. 1 N.C. auxiliary contacts. In addition, it operates at 48-130 Volts AC/DC. Also, this Allen Bradley switch has 3 N.O. poles. "
8669507,100-E116KY11L,"This AB 100 series E frame contactor has a breaking rating of 116 Amps. This electromechanical contactor comes with a 48-130V AC/DC control coil that utilizes an integrated diode. It has 1 normally open 1 normally closed auxiliary contacts and built-in lugs. In addition, this 100 series IEC contactor uses a standard terminal. It has 3 N.O. main contacts. "
8671082,100-E1260ED11,"This Allen-Bradley/Rockwell Automation 1260 A E frame contactor switch is a 100-250V AC/DC (with PLC input) electromechanical contactor. This 100 series contactor switch uses a standard terminal type. In addition, it has 1 normally open 1 normally closed auxiliary contacts and bar connections. Additionally, this 100 series E frame electromechanical contactor switch has 3 normally open main contacts. "
8669576,100-E1260EJ11,"The Allen-Bradley 100-E1260EJ11 contactor comes with a breaking rating of 1260 Amps. Additionally, this E frame IEC contactor comes with 3 N.O. main contacts. It comes with 1 N.O. 1 N.C. auxiliary contacts. In addition, it uses a standard terminal and has bar connections. This 100 series E frame switch is a 24-60 Volts AC-DC(with PLC input) electromechanical contactor. "
8669577,100-E1260EY11,"The 100-E1260EY11 assembled by Allen-Bradley/Rockwell Automation comes with a breaking current rating of 1260 A. This contactor switch has 1 N.O. 1 N.C. auxiliary contacts, a 48-130V AC/DC (with PLC input) control coil that contains an integrated diode, and bar connections. This 100 series IEC contactor also comes with 3 normally open poles. This 100 series electromechanical contactor uses a standard terminal. "
8670950,100-E12EJ01,"The 100-E12EJ01 manufactured by AB is a 12 A IEC contactor. In addition, this Allen Bradley electromechanical contactor has 3 normally open poles. This electromechanical contactor switch has 1 N.C. auxiliary contact, bar connections, and uses a standard terminal type. Additionally, this 100 series electromechanical contactor switch comes with a 24-60 Volts alternating current-direct current(with programmable logic controller input) control coil with an integrated diode. "
8670951,100-E12EJ10,"This electromechanical contactor constructed by AB has a rating of 12 A. This E frame electromechanical contactor switch also uses a standard terminal. In addition, it has bar connections, 1 N.O. auxiliary contact, and is a 24-60V AC-DC(with PLC input) switch. This 100 series switch has 3 normally open main contacts. "
8670952,100-E12EQ01,"The Allen-Bradley 100-E12EQ01 contactor has an amperage rating of 12 A. In addition, this Allen Bradley contactor switch comes with 3 normally open poles. Additionally, it operates at 12-20 Volts direct current and comes with bar connections. This contactor comes with 1 N.C. auxiliary contact. This electromechanical contactor uses a standard terminal type. "
8670953,100-E12EQ10,"This E frame assembled by Allen-Bradley is a 12 Amps rated switch. Also, this IEC contactor has 1 N.O. auxiliary contact and uses a standard terminal type. Furthermore, it also has bar connections. This electromechanical contactor switch has 3 N.O. main contacts. In addition, this electromechanical contactor switch comes with a 12-20 Volts direct current control coil with an integrated diode. "
8670954,100-E12KD01,"The 100-E12KD01 assembled by Rockwell Automation has a rating of 12 A. This E frame switch additionally has a 100-250 Volts AC/DC control coil that contains an integrated diode. Also, this 100 series E frame contactor switch comes with bar connections. This switch uses a standard terminal, comes with 3 normally open main contacts, and 1 normally closed auxiliary contact. "
8670955,100-E12KD10,"This 100 series made by Allen-Bradley/Rockwell Automation is a 12 A contactor. This E frame contactor additionally comes with 1 N.O. auxiliary contact. In addition, it uses a standard terminal. This contactor has 3 normally open main contacts and bar connections. It has a 100-250 Volts alternating current/direct current control coil that utilizes an integrated diode. "
8670956,100-E12KJ01,"The 100-E12KJ01 by Rockwell Automation has a breaking amperage rating of 12 Amps. In addition, it operates at 24-60 Volts AC 20-60 Volts DC. This contactor has 1 N.C. auxiliary contact, bar connections, and uses a standard terminal type. This 100 series electromechanical contactor additionally comes with 3 N.O. poles. "
8670957,100-E12KJ10,"This Allen-Bradley/Rockwell Automation 12 A E frame switch comes with 1 normally open auxiliary contact. Additionally, this Rockwell Automation switch comes with bar connections. In addition, this electromechanical contactor has 3 N.O. main contacts and uses a standard terminal type. Furthermore, this unit has a 24-60V AC 20-60V DC control coil with an integrated diode. "
8670958,100-E12KN01,"This AB E frame contactor is a 12 A rated contactor switch. Also, this E frame contactor switch has bar connections. Additionally, it is a 250-500V AC/DC IEC contactor, uses a standard terminal, and comes with 1 normally closed auxiliary contact. This switch comes with 3 normally open main contacts. "
8670959,100-E12KN10,"This Allen-Bradley/Rockwell Automation 100 series IEC contactor is a 12 Amps rated electromechanical contactor switch. Furthermore, this Allen-Bradley IEC contactor also is a 250-500 Volts alternating current/direct current contactor switch. It uses a standard terminal type. Also, this E frame electromechanical contactor switch has 3 normally open poles. In addition, this AB IEC contactor comes with bar connections. "
8670960,100-E12KY01,"The 100-E12KY01 by Allen-Bradley has a rating of 12 A. This electromechanical contactor uses a standard terminal type and has 1 normally closed auxiliary contact. It has a 48-130 Volts AC/DC control coil that utilizes an integrated diode. This 100 series electromechanical contactor has bar connections. This E frame switch comes with 3 N.O. poles. "
8670961,100-E12KY10,"This contactor switch manufactured by Allen Bradley has a breaking amperage rating of 12 Amps. It uses a standard terminal and has 1 normally open auxiliary contact. This 100 series E frame IEC contactor is a 48-130 Volts AC/DC contactor. Additionally, this electromechanical contactor has 3 normally open main contacts. In addition, this E frame electromechanical contactor comes with bar connections. "
8670962,100-E12QJ01,"This 100 series E frame built by AB is a 12 Amps contactor switch. This electromechanical contactor uses a standard terminal, comes with 3 N.O. main contacts, and 1 normally closed auxiliary contact. In addition, it comes with bar connections. Also, it is a 24 Volts DC switch. "
8670963,100-E12QJ10,"This contactor switch manufactured by Allen-Bradley/Rockwell Automation has a current rating of 12 Amps. This electromechanical contactor comes with a 24V DC control coil that contains an integrated diode, 1 normally open auxiliary contact, and uses a standard terminal. It has 3 N.O. poles. This contactor switch comes with bar connections. "
8669524,100-E146ED11,"This 100 series E frame manufactured by Rockwell Automation comes with an amperage rating of 146 A. This 100 series E frame electromechanical contactor switch uses a standard terminal. This 100 series E frame IEC contactor additionally has 1 normally open 1 normally closed auxiliary contacts. This 100 series contactor comes with bar connections. In addition, this electromechanical contactor switch has a 100-250 Volts AC/DC (with PLC input) control coil with an integrated diode and 3 normally open poles. "
8669525,100-E146ED11L,"The Allen Bradley 100-E146ED11L switch comes with a current rating of 146 Amps. In addition, it has a 100-250 Volts alternating current/direct current (with programmable logic controller input) control coil that utilizes an integrated diode and uses a standard terminal type. This 100 series IEC contactor comes with built-in lugs. This E frame electromechanical contactor switch comes with 1 N.O. 1 N.C. auxiliary contacts. This 100 series E frame electromechanical contactor also comes with 3 N.O. poles. "
8669526,100-E146EN11,"This 100 series E frame manufactured by Allen-Bradley comes with a breaking amperage rating of 146 A. Additionally, it comes with 1 N.O. 1 N.C. auxiliary contacts and 3 N.O. poles. Furthermore, this IEC contactor also uses a standard terminal type. It comes with bar connections. This 100 series IEC contactor comes with a 250-500 Volts alternating current/direct current (with programmable logic controller input) control coil that contains an integrated diode. "
8669527,100-E146EN11L,"This 100 series made by Allen-Bradley is a 146 A rated switch. This contactor uses a standard terminal type. This 100 series E frame electromechanical contactor switch has a 250-500 Volts alternating current/direct current (with programmable logic controller input) control coil that utilizes an integrated diode. Also, this switch has 3 N.O. main contacts. In addition, this Allen-Bradley IEC contactor has built-in lugs. "
8669520,100-E146KD11,"This Allen-Bradley/Rockwell Automation 146 Amps 100 series switch operates at 100-250V AC/DC. This contactor switch has bar connections and uses a standard terminal type. In addition, it has 3 normally open poles. This IEC contactor comes with 1 normally open 1 normally closed auxiliary contacts. "
8669521,100-E146KD11L,"This E frame constructed by Allen-Bradley/Rockwell Automation has a breaking current rating of 146 A. Additionally, it uses a standard terminal. This 100 series E frame IEC contactor comes with built-in lugs. It has 3 N.O. main contacts and comes with a 100-250 Volts AC/DC control coil that contains an integrated diode. In addition, this E frame electromechanical contactor comes with 1 normally open 1 normally closed auxiliary contacts. "
8669516,100-E146KJ11,"This 100 series E frame constructed by Allen-Bradley is a 146 Amps rated IEC contactor. It comes with bar connections. This contactor switch comes with 3 N.O. poles, operates at 24-60V AC 20-60V DC, and uses a standard terminal. Also, this 100 series E frame switch comes with 1 N.O. 1 N.C. auxiliary contacts. "
8669517,100-E146KJ11L,"This Rockwell Automation 100 series switch comes with a rating of 146 A. It comes with built-in lugs. This 100 series electromechanical contactor uses a standard terminal type. Also, this contactor has 3 normally open poles. Additionally, it has a 24-60 Volts AC 20-60 Volts DC control coil that contains an integrated diode and 1 N.O. 1 N.C. auxiliary contacts. "
8669522,100-E146KN11,"This IEC contactor constructed by Allen Bradley is a 146 A switch. This 100 series E frame electromechanical contactor comes with bar connections. In addition, it comes with 1 N.O. 1 N.C. auxiliary contacts. Additionally, this contactor has 3 N.O. main contacts. This electromechanical contactor uses a standard terminal and is a 250-500 Volts alternating current/direct current electromechanical contactor switch. "
8669523,100-E146KN11L,"This 100 series constructed by Allen-Bradley comes with an amperage rating of 146 Amps. This 100 series contactor switch has 3 normally open poles. Additionally, it uses a standard terminal type, has 1 normally open 1 normally closed auxiliary contacts, and built-in lugs. Also, this AB contactor switch operates at 250-500 Volts AC/DC. "
8669518,100-E146KY11,"The Allen-Bradley/Rockwell Automation 100-E146KY11 contactor switch is a 146 Amps electromechanical contactor switch. Also, this 100 series E frame IEC contactor comes with 1 N.O. 1 N.C. auxiliary contacts. Additionally, it comes with 3 normally open poles and bar connections. This 100 series E frame electromechanical contactor has a 48-130 Volts AC/DC control coil that utilizes an integrated diode. This 100 series E frame electromechanical contactor switch uses a standard terminal. "
8669519,100-E146KY11L,"The Allen Bradley 100-E146KY11L electromechanical contactor switch comes with a breaking current rating of 146 Amps. This E frame contactor switch additionally has built-in lugs. Also, it comes with 1 normally open 1 normally closed auxiliary contacts and is a 48-130V AC/DC electromechanical contactor. This contactor switch uses a standard terminal type. Furthermore, it has 3 N.O. main contacts. "
8670964,100-E16EJ01,"This contactor switch assembled by Allen-Bradley comes with a current rating of 16 A. This 100 series E frame electromechanical contactor uses a standard terminal. This E frame switch comes with 1 normally closed auxiliary contact. Additionally, this switch has a 24-60V AC-DC(with PLC input) control coil that contains an integrated diode. In addition, it comes with bar connections. "
8670965,100-E16EJ10,"The 100-E16EJ10 by Rockwell Automation comes with a breaking amperage rating of 16 Amps. In addition, this Rockwell Automation electromechanical contactor has 3 N.O. main contacts. This contactor comes with a 24-60 Volts alternating current-direct current(with programmable logic controller input) control coil that contains an integrated diode and uses a standard terminal. It has 1 N.O. auxiliary contact. Additionally, this electromechanical contactor has bar connections. "
8670966,100-E16EJ200,"This IEC contactor by Allen-Bradley/Rockwell Automation comes with an amperage rating of 16 Amps. Additionally, this contactor uses a standard terminal type. Also, it has 2 normally open 2 normally closed main contacts and bar connections. This electromechanical contactor switch is a 24-60 Volts AC-DC(with PLC input) switch. "
8670967,100-E16EJ400,"This 100 series E frame assembled by Rockwell Automation is a 16 Amps rated contactor switch. Also, this electromechanical contactor uses a standard terminal. Additionally, this IEC contactor is a 24-60 Volts alternating current-direct current(with programmable logic controller input) electromechanical contactor switch and comes with bar connections. This 100 series E frame electromechanical contactor switch comes with 4 N.O. main contacts. "
8670968,100-E16EQ01,"This contactor manufactured by Allen Bradley is a 16 A rated IEC contactor. This 100 series IEC contactor comes with 1 N.C. auxiliary contact. This 100 series E frame contactor comes with 3 N.O. poles. This contactor uses a standard terminal type, has a 12-20V DC control coil with an integrated diode, and bar connections. "
8670969,100-E16EQ10,"This Allen Bradley 16 Amps 100 series E frame contactor switch comes with 3 N.O. main contacts. This E frame contactor switch has bar connections. This electromechanical contactor has 1 normally open auxiliary contact and uses a standard terminal type. This 100 series E frame switch operates at 12-20 Volts direct current. "
8670970,100-E16EQ200,"This 100 series E frame made by Allen Bradley has a rating of 16 A. This 100 series contactor comes with 2 N.O. 2 N.C. poles. This contactor has bar connections. Also, it comes with a 12-20 Volts direct current control coil that contains an integrated diode and uses a standard terminal type. "
8670971,100-E16EQ400,"This Allen Bradley E frame contactor switch comes with a current rating of 16 Amps. Furthermore, it also operates at 12-20 Volts direct current. This IEC contactor has bar connections and uses a standard terminal type. This 100 series contactor has 4 normally open poles. "
8670972,100-E16KD01,"This Allen-Bradley/Rockwell Automation 16 A 100 series E frame electromechanical contactor operates at 100-250 Volts alternating current/direct current. Furthermore, this contactor uses a standard terminal. Additionally, it has 1 normally closed auxiliary contact and bar connections. In addition, this AB IEC contactor comes with 3 normally open main contacts. "
8670973,100-E16KD10,"This contactor switch assembled by AB comes with a breaking amperage rating of 16 Amps. Additionally, this switch is a 100-250 Volts alternating current/direct current contactor switch and has bar connections. This 100 series E frame IEC contactor uses a standard terminal. This electromechanical contactor has 1 N.O. auxiliary contact. This E frame electromechanical contactor switch also has 3 N.O. poles. "
8670974,100-E16KD200,"This 100 series E frame made by Allen-Bradley comes with a current rating of 16 Amps. This 100 series electromechanical contactor switch has bar connections. Furthermore, this IEC contactor comes with 2 normally open 2 normally closed main contacts. In addition, this electromechanical contactor uses a standard terminal type and operates at 100-250V AC/DC. "
8670975,100-E16KD400,"The 100-E16KD400 constructed by Rockwell Automation has a rating of 16 Amps. This contactor switch has 4 N.O. main contacts. This 100 series switch operates at 100-250 Volts alternating current/direct current. Also, it uses a standard terminal. Additionally, it comes with bar connections. "
8670976,100-E16KJ01,"The AB 100-E16KJ01 switch comes with a breaking rating of 16 Amps. In addition, it comes with 1 N.C. auxiliary contact. This 100 series electromechanical contactor switch comes with 3 N.O. poles. Additionally, it has bar connections and uses a standard terminal. Furthermore, this contactor is a 24-60 Volts alternating current 20-60 Volts direct current IEC contactor. "
8670977,100-E16KJ10,"This IEC contactor manufactured by Allen-Bradley is a 16 A rated contactor. This switch comes with a 24-60V AC 20-60V DC control coil with an integrated diode. This switch has bar connections and 3 normally open poles. This E frame electromechanical contactor has 1 N.O. auxiliary contact. It uses a standard terminal. "
8670978,100-E16KJ200,"This E frame by Allen-Bradley/Rockwell Automation is a 16 Amps electromechanical contactor switch. This IEC contactor uses a standard terminal type. It comes with bar connections. Additionally, this Rockwell Automation electromechanical contactor comes with a 24-60V AC 20-60V DC control coil that utilizes an integrated diode. In addition, this 100 series contactor switch comes with 2 normally open 2 normally closed poles. "
8670979,100-E16KJ400,"The Rockwell Automation 100-E16KJ400 switch comes with a breaking current rating of 16 Amps. This 100 series E frame contactor comes with bar connections. It uses a standard terminal and comes with 4 normally open poles. Also, this AB contactor switch is a 24-60 Volts alternating current 20-60 Volts direct current contactor. "
8670980,100-E16KN01,"This contactor by Rockwell Automation comes with a breaking current rating of 16 A. In addition, this switch has 3 normally open poles. This electromechanical contactor operates at 250-500V AC/DC. This 100 series E frame contactor additionally has 1 N.C. auxiliary contact. This contactor has bar connections. "
8670981,100-E16KN10,"The Allen-Bradley/Rockwell Automation 100-E16KN10 contactor is a 16 A rated IEC contactor. This contactor switch is a 250-500V AC/DC electromechanical contactor. Furthermore, this module also comes with 3 N.O. main contacts. It uses a standard terminal type and has 1 normally open auxiliary contact. This 100 series E frame electromechanical contactor switch also has bar connections. "
8670982,100-E16KN200,"This Allen-Bradley 100 series contactor switch has a current rating of 16 Amps. This E frame electromechanical contactor switch uses a standard terminal. This 100 series E frame switch comes with a 250-500 Volts alternating current/direct current control coil with an integrated diode. In addition, it has bar connections and 2 N.O. 2 N.C. poles. "
8670983,100-E16KN400,"The 100-E16KN400 made by Allen-Bradley is a 16 Amps contactor switch. This 100 series electromechanical contactor switch comes with 4 N.O. poles. This 100 series contactor also has bar connections. In addition, this electromechanical contactor switch comes with a 250-500 Volts AC/DC control coil that utilizes an integrated diode. This contactor switch uses a standard terminal type. "
8670984,100-E16KY01,"The Allen-Bradley/Rockwell Automation 100-E16KY01 electromechanical contactor switch comes with a breaking current rating of 16 Amps. Furthermore, this Allen-Bradley IEC contactor also comes with 1 normally closed auxiliary contact. It uses a standard terminal. Also, this electromechanical contactor comes with 3 N.O. main contacts and operates at 48-130 Volts AC/DC. This 100 series contactor switch in addition comes with bar connections. "
