"product id","Part Number",Description
70253,20AB015C3AYYANNN,"This PowerFlex 70 AC drive manufactured by Allen Bradley comes with a rating of 15.3 Amp. Additionally, it is a 5 HP rated unit and has a ND output rating of 4 kilowatt. Also, it has a resistor installed. It has a C frame size. This VFD is a 240 VAC 3 phase variable frequency drive. "
69183,20AB015F0AYNANC0,"This PowerFlex 70 AC drive built by AB is a 15.3 Amp rated AC drive. This PowerFlex 70 has a kW rating of 4 kilowatt and a horsepower rating of 5 horsepower. This PowerFlex 70 is housed in a flange mount IP 66 enclosure type. In addition, this PowerFlex 70 comes with a C frame size. This VFD has a blank cover instead of the HIM. "
69182,20AB022A0AYNANC0,"The AB 20AB022A0AYNANC0 AC drive is a 5.5 kW rated drive. This PF70 is a size D frame drive and is housed in a panel mount (IP20) enclosure. Additionally, this drive comes with a HP rating of 7.5 horsepower. This VFD comes with an output rating of 22 Amp. This AC drive has no human interface, instead the drive a blank cover. "
70252,20AB022A3AYNAENN,"This Allen Bradley PowerFlex 70 AC drive is a 7.5 HP drive. In addition, it is powered with 240 VAC 3 phase. This adjustable frequency drive has a ND output rating of 5.5 kilowatt. This AC drive comes with an output rating of 22 Amp. Also, this PowerFlex 70 has a panel mount (IP20) enclosure type and is a size D frame unit. "
70219,20AB022A3AYNANNN,"The 20AB022A3AYNANNN made by AB is a 22 A rated AC drive. It has a LCD and numeric keypad inferface module. This PF70 comes with a ND output rating of 5.5 kilowatt and requires 240V AC. Additionally, this VFD has a D frame size. In addition, it comes with a HP ND output rating of 7.5 HP. "
70202,20AB022A3AYYANG0,"The 20AB022A3AYYANG0 manufactured by Allen-Bradley is a 22 Amp unit. This drive has a ND output rating of 7.5 HP, power requirements of 240 VAC 3 phase, and an enhanced control card on the drive. It has a D frame size. This VFD in addition, is a 5.5 kW VFD. Additionally, this Allen Bradley VFD has an IP20 (panel mount) enclosure. "
70251,20AB022A4AYNARNN,"This Allen-Bradley 5.5 kW PowerFlex 70 is a 7.5 horsepower drive. This PF70 is a 22 A AC drive, comes with a RIO communication option board included, and has power requirements of 240 VAC (60Hz). In addition, this PowerFlex 70 comes with a standard control card. Also, this Allen Bradley PF70 has a panel mount - IP 20. This VFD comes with a D frame size. "
69181,20AB022C3AYNANC0,"The Allen-Bradley/Rockwell Automation 20AB022C3AYNANC0 PF70 is a 7.5 horsepower drive. It has an enhanced card installed. This drive is a 5.5 kilowatt drive, comes with an amperage rating of 22 A, and requires 240 VAC (60Hz) power to operate. This AC drive additionally, has an IP66 enclosure type. This VFD comes with a D frame size. "
70225,20AB022C3AYNANNN,"The Allen Bradley 20AB022C3AYNANNN AC drive is a 22 A AC drive. It comes with a standard control module installed and is powered by 240V AC. It comes with a wall/machine mount (IP66) enclosure. Additionally, this Allen-Bradley/Rockwell Automation VFD comes with a horsepower rating of 7.5 HP. In addition, it is a 5.5 kilowatt rated drive. "
70250,20AB022C3AYYANNN,"This PowerFlex 70 AC drive by Allen Bradley is a 7.5 horsepower drive. In addition, it is a size D frame drive and has a keypad LCD (20-HIM-A3) HIM unit included. This PowerFlex 70 has a standard card installed. This AC drive additionally, is a 22 A rated unit. It has a kW ND output rating of 5.5 kW. "
69180,20AB022F0AYNANC0,"This adjustable frequency drive built by AB is a 5.5 kW rated VFD. It has a D frame size. This drive has a horsepower ND output rating of 7.5 HP, an output rating of 22 A, and an enhanced control unit included. Additionally, this Allen-Bradley/Rockwell Automation VFD comes with no HIM, instead the drive a blank cover. In addition, this Allen Bradley PF70 has power requirements of 240V AC. "
69179,20AB028A0AYNANC0,"This AC drive manufactured by AB is a 28 Amp unit. This AC drive also, comes with no keypad unit installed, instead it a blank cover. This drive has a kW rating of 7.5 kilowatt. This PowerFlex 70 AC drive is a 10 HP drive, comes with a D frame size, and an IP20 (panel mount) rating. It comes with an enhanced control card installed on the drive. "
70218,20AB028A0AYNANNN,"This PowerFlex 70 AC drive made by Allen-Bradley comes with a rating of 10 horsepower. Additionally, this VFD comes with a kW rating of 7.5 kilowatt. In addition, it is a 28 Amp rated unit. This PF70 is powered with 240 VAC (60Hz). It is housed in a panel mount - IP 20 enclosure. "
70212,20AB028A3AYNANC0,"The 20AB028A3AYNANC0 made by Allen Bradley is a 28 A rated AC drive. Additionally, this PF70 comes with a horsepower rating of 10 HP and a kW rating of 7.5 kW. Also, it is a size D frame unit. It is contained in a panel mount (IP20) enclosure. This VFD comes with an enhanced option board. "
69178,20AB028C3AYNANC0,"The 20AB028C3AYNANC0 built by Allen-Bradley/Rockwell Automation has an amperage output rating of 28 A. This PowerFlex 70 AC drive also, has a ND output rating of 10 HP. In addition, it has a kW rating of 7.5 kilowatt, is a 240 VAC 3 phase VFD, and is a size D frame. It is housed in an IP66 enclosure. It has a keypad LCD (20-HIM-A3) on the cover. "
69177,20AB028F0AYNANC0,"This PF70 by Allen Bradley comes with a kW ND output rating of 7.5 kW. This PowerFlex 70 also, has an enhanced module installed on the drive. It is a size D frame. This VFD additionally, is a 10 horsepower rated drive. This PowerFlex 70 AC drive comes with an amperage output rating of 28 A, is a 240 VAC (60Hz) drive, and a blank cover in place of the HIM module. "
69176,20AB042A0AYNANC0,"This Allen Bradley PowerFlex 70 AC drive is a 15 HP drive. This AC drive is a 42 Amp AC drive and is housed in a panel mount - IP 20 enclosure. Also, this PF70 utilizes 240 VAC 3 phase power to operate. In addition, this Allen-Bradley/Rockwell Automation AC drive has a kW rating of 11 kilowatt. It has a D frame size. "
70249,20AB042A3AYNANC0,"This AB 15 horsepower VFD is a 11 kW unit. It is a 42 Amp rated unit. Also, it has power requirements of 240 VAC 3 phase and a LCD and numeric keypad HIM unit on the cover. Additionally, this PF70 is a size D frame unit. It is contained in an IP20 (panel mount) enclosure. "
69175,20AB042C3AYNANC0,"This AB 11 kilowatt PowerFlex 70 AC drive is a 15 horsepower rated unit. It is a size D frame drive. Additionally, this Allen-Bradley PowerFlex 70 AC drive has a wall/machine mount = IP66 rating. In addition, this AC drive has a keypad LCD (20-HIM-A3) inferface module included on the faceplate. This PF70 is a 42 A rated VFD, has an enhanced control card included, and needs 240V AC. "
69174,20AB042F0AYNANC0,"This Allen Bradley PF70 has an amperage rating of 42 Amp. This PowerFlex 70 AC drive in addition, is a 15 HP rated drive. This PowerFlex 70 is housed in an IP20 (flange mount) enclosure. This drive comes with a D frame size. Also, this PowerFlex 70 is a 11 kW unit and requires 240 VAC 3 phase power. "
69173,20AB054A0AYNANC0,"The 20AB054A0AYNANC0 made by Allen Bradley has a rating of 54 Amp. In addition, it has power requirements of 240 VAC (60Hz). This PowerFlex 70 AC drive comes with a blank cover in place of the HIM. Additionally, this AC drive is a 15 kilowatt rated drive. This PowerFlex 70 has a horsepower ND output rating of 20 horsepower, an enhanced control card installed, and is contained in a panel mount - IP 20 enclosure. "
69172,20AB054C3AYNANC0,"This Allen-Bradley 15 kilowatt PF70 is a 54 Amp rated unit. It has a keypad LCD (20-HIM-A3) inferface module installed. This PowerFlex 70 has a HP rating of 20 horsepower, is a size E frame drive, and power requirements of 240V AC. In addition, this Allen-Bradley PowerFlex 70 AC drive comes with an enhanced unit. Additionally, it is contained in a wall/machine mount = IP66 enclosure. "
69171,20AB054F0AYNANC0,"The 20AB054F0AYNANC0 by Allen-Bradley/Rockwell Automation has an amperage rating of 54 A. It has no HIM unit, instead the drive a blank cover. In addition, this Allen Bradley PowerFlex 70 AC drive has a kW rating of 15 kW. This adjustable frequency drive additionally, is a 20 horsepower drive. This PF70 comes with an enhanced control module included, is powered with 240 VAC 3 phase, and a flange mount IP 66 enclosure type rating. "
69170,20AB054G3AYNANC0,"This AB 20 horsepower PowerFlex 70 comes with a kW rating of 15 kilowatt. It has an E frame size and a LCD and numeric keypad HIM unit installed on the cover. This PF70 additionally, has an enhanced control card installed on the drive. It is a 54 A VFD. Also, this Allen Bradley adjustable frequency drive utilizes 240 VAC (60Hz) to operate. "
69169,20AB070A0AYNANC0,"This Allen-Bradley/Rockwell Automation 18.5 kW AC drive comes with a horsepower rating of 25 HP. This PowerFlex 70 comes with an output rating of 70 Amp and is a 240V AC VFD. Additionally, this Allen-Bradley drive has an enhanced card installed. This VFD has a panel mount - IP 20. Also, this Allen-Bradley AC drive has no HIM unit, instead the drive a blank cover. "
69168,20AB070C3AYNANC0,"This drive built by Allen Bradley comes with a ND output rating of 18.5 kW. This VFD is a size E frame unit, comes with a keypad LCD (20-HIM-A3) human interface module on the faceplate, and an enhanced card. In addition, this Allen-Bradley PowerFlex 70 is a 70 Amp rated VFD. Also, this PowerFlex 70 comes with a wall/machine mount = IP66 rating. It is a 25 HP rated unit. "
69167,20AB070F0AYNANC0,"The Allen-Bradley/Rockwell Automation 20AB070F0AYNANC0 PowerFlex 70 AC drive is a 70 Amp rated VFD. Also, this AC drive is a 25 horsepower unit. This PF70 is a 18.5 kW rated drive, is housed in an IP20 (flange mount) enclosure, and is powered with 240V AC. Additionally, this AB adjustable frequency drive comes with no human interface included, instead this drive a blank cover. This VFD is a size E frame drive. "
69166,20AB070G3AYNANC0,"The 20AB070G3AYNANC0 built by Allen-Bradley/Rockwell Automation has an output rating of 70 A. Additionally, it comes with an E frame size. This VFD has power requirements of 240 VAC (60Hz). This PowerFlex 70 AC drive comes with an IP54 enclosure. In addition, this PowerFlex 70 has a horsepower rating of 25 HP and a rating of 18.5 kW. "
69165,20AB2P2A0AYNANC0,"This adjustable frequency drive built by Allen-Bradley is a 0.37 kW rated drive. Also, it is a 0.5 HP rated drive, has no keypad unit installed, instead it a blank cover, and a panel mount (IP20) enclosure type. It is a size A frame drive. Additionally, this PowerFlex 70 AC drive is a 2.2 A unit. It is powered with 240V AC. "
69164,20AB2P2A0AYNNNC0,"The Allen-Bradley/Rockwell Automation 20AB2P2A0AYNNNC0 drive is a 0.5 horsepower drive. This PowerFlex 70 AC drive in addition, is a 0.37 kW drive. Additionally, this Allen Bradley adjustable frequency drive is a 2.2 Amp rated drive. It comes with a blank cover in place of the HIM. This PowerFlex 70 AC drive is a size A frame unit and has power requirements of 240 VAC (60Hz). "
70248,20AB2P2A0AYNNNG1,"The 20AB2P2A0AYNNNG1 manufactured by Allen Bradley is a 0.37 kW VFD. In addition, this Allen Bradley PowerFlex 70 AC drive utilizes 240V AC power to operate. It has no keypad unit installed, instead this drive a blank cover. Also, it is a 2.2 A rated drive, is a 0.5 horsepower rated drive, and is housed in an IP20 (panel mount) enclosure type. It has a safe off board. "
70208,20AB2P2A0AYNNNNN,"This Allen-Bradley/Rockwell Automation 0.5 horsepower adjustable frequency drive comes with an output rating of 2.2 A. In addition, this Allen-Bradley VFD is a 0.37 kW unit. This PF70 also, comes with an A frame size. This PowerFlex 70 comes with a blank cover instead of the HIM and is a 240 VAC (60Hz) drive. This PowerFlex 70 has a standard control board on the drive. "
70221,20AB2P2A3AYNAEG0,"This Allen-Bradley/Rockwell Automation VFD comes with a kW ND output rating of 0.37 kilowatt. Also, it has an amperage rating of 2.2 Amp and a HP rating of 0.5 HP. This PowerFlex 70 AC drive comes with an enhanced card installed. In addition, it has an EtherNet/IP board. It is contained in an IP20 (panel mount) enclosure. "
70227,20AB2P2A3AYNNCNN,"This Allen-Bradley/Rockwell Automation 0.37 kW VFD is a 0.5 horsepower rated unit. This drive has a ControlNet communication(20-COMM-C) option board. It is a 240 VAC 3 phase drive. In addition, it comes with a full numeric LCD human interface module on the faceplate, an A frame size, and an IP20 (panel mount) enclosure rating. This PowerFlex 70 AC drive has an amperage output rating of 2.2 A. "
70247,20AB2P2A3AYNNDNN,"The Allen Bradley 20AB2P2A3AYNNDNN AC drive has a HP ND output rating of 0.5 HP. Also, it allows for communication with a DeviceNet communication (20-COMM-D) unit installed. It is a 0.37 kW drive. This adjustable frequency drive in addition, has a full numeric LCD human interface module installed on the cover. This AC drive comes with an amperage rating of 2.2 Amp, is powered with 240V AC, and is contained in an IP20 (panel mount) enclosure type. "
70205,20AB2P2A3AYNNEC0,"This PowerFlex 70 by Allen-Bradley/Rockwell Automation has a ND output rating of 0.5 HP. It has an A frame size. Also, this AB adjustable frequency drive is housed in an IP20 (panel mount) enclosure. In addition, it comes with an amperage rating of 2.2 A, a ND output rating of 0.37 kilowatt, and is enabled for communication with an Ethernet communcation (20-COMM-E) unit included. It is a 240 VAC (60Hz) VFD. "
70204,20AB2P2A3AYNNNC0,"The 20AB2P2A3AYNNNC0 manufactured by Allen Bradley comes with a kW rating of 0.37 kilowatt. This PF70 has an enhanced control option board included. In addition, this AB AC drive is a 2.2 A AC drive. Additionally, it needs 240 VAC 3 phase power to operate, is a size A frame, and is contained in a panel mount (IP20) enclosure type. This VFD comes with a rating of 0.5 horsepower. "
70214,20AB2P2A3AYYNCNN,"This AB 0.5 horsepower PowerFlex 70 comes with a kW ND output rating of 0.37 kilowatt. This PowerFlex 70 is enabled for communication by having a ControlNet communication(20-COMM-C) module. This VFD comes with a rating of 2.2 Amp. This PowerFlex 70 comes with a keypad LCD (20-HIM-A3) HIM unit installed on the cover and is powered by 240V AC. This PowerFlex 70 AC drive additionally, comes with an A frame size. "
70203,20AB2P2C0AYNNNC0,"This PF70 built by Allen-Bradley is a 0.5 HP rated unit. It has an output rating of 2.2 Amp and a rating of 0.37 kW. Also, this adjustable frequency drive comes with an A frame size. In addition, it has a wall/machine mount = IP66 rating. This adjustable frequency drive is a 240 VAC 3 phase drive. "
70246,20AB2P2C3AYNAEC0,"This AB PowerFlex 70 AC drive is a 0.37 kW unit. Additionally, it comes with an enhanced unit included on the drive. This PF70 also, is enabled for communication by having an Ethernet communcation (20-COMM-E) module included. It is a 2.2 Amp drive. This PF70 is a 0.5 HP rated unit, is a 240 VAC 3 phase variable frequency drive, and comes with a wall/machine mount = IP66 enclosure. "
69163,20AB2P2C3AYNANC0,"The 20AB2P2C3AYNANC0 by Allen Bradley comes with a kW rating of 0.37 kW. It is housed in a wall/machine mount (IP66) enclosure. Also, it is a 0.5 horsepower rated drive and comes with an output rating of 2.2 Amp. In addition, this AB drive is a size A frame. It has power requirements of 240V AC. "
70217,20AB2P2C3AYNNDC0,"This Allen-Bradley 0.37 kilowatt drive has a rating of 2.2 A. It comes with a horsepower rating of 0.5 horsepower. It has power requirements of 240 VAC (60Hz). This VFD also, is housed in a wall/machine mount = IP66 enclosure type. Additionally, this adjustable frequency drive has a DeviceNet communication (20-COMM-D) option board and is a size A frame drive. "
69162,20AB2P2C3AYNNNC0,"This AB 0.5 HP PF70 is a 2.2 Amp VFD. Additionally, it comes with a kW ND output rating of 0.37 kilowatt. Also, this Allen Bradley PowerFlex 70 comes with an IP66 enclosure. It has a LCD and numeric keypad HIM unit included. It is a size A frame drive and is a 240 VAC 3 phase variable frequency drive. "
70245,20AB2P2C3AYNNNC1,"This Allen Bradley PF70 has a kW rating of 0.37 kW. In addition, it is a 2.2 A AC drive and is a 0.5 HP drive. This PowerFlex 70 has a keypad LCD (20-HIM-A3) installed on the faceplate. It is a size A frame drive. This PowerFlex 70 additionally, is a 240 VAC (60Hz) variable frequency drive. "
70244,20AB2P2C3AYNNNNN,"The Allen-Bradley 20AB2P2C3AYNNNNN VFD is a 2.2 A drive. This adjustable frequency drive is a 0.5 HP unit. This drive is powered with 240 VAC 3 phase, is contained in a wall/machine mount (IP66) enclosure type, and comes with an A frame size. Also, this Allen-Bradley VFD is a 0.37 kW unit. Additionally, this PF70 has a keypad LCD (20-HIM-A3) human interface module installed on the cover. "
69161,20AB2P2F0AYNANC0,"This Allen-Bradley/Rockwell Automation drive is a 2.2 A drive. Also, this AC drive is a 0.37 kW rated VFD and has a HP ND output rating of 0.5 HP. It requires 240V AC power. This VFD comes with a flange mount - front chassis (IP66) enclosure. In addition, this Allen-Bradley adjustable frequency drive has an enhanced unit. "
69160,20AB2P2F0AYNNNC0,"This AB AC drive is a 0.5 horsepower unit. Additionally, this AB adjustable frequency drive has an enhanced module installed. This PowerFlex 70 AC drive is a 2.2 A rated unit, has an A frame size, and utilizes 240 VAC (60Hz) power. It comes with a kW ND output rating of 0.37 kilowatt. Also, it comes with a blank cover instead of the HIM. "
69196,20AB4P2A0AYNANC0,"This Allen-Bradley PowerFlex 70 is a 0.75 kilowatt drive. This PowerFlex 70 in addition, is a 4.2 A rated VFD. This PowerFlex 70 is a 240 VAC 3 phase drive. It comes with a HP ND output rating of 1 HP. Additionally, this adjustable frequency drive comes with a blank cover instead of the HIM module and an A frame size. "
70226,20AB4P2A0AYNANNN,"This Allen Bradley 1 HP VFD is a 0.75 kW rated unit. It has a standard control unit included on the drive. In addition, it comes with an IP20 (panel mount) enclosure type rating and utilizes 240 VAC (60Hz) to operate. It comes with no keypad unit included, instead this drive a blank cover. This PowerFlex 70 AC drive additionally, is a 4.2 Amp AC drive. "
69159,20AB4P2A0AYNNNC0,"The 20AB4P2A0AYNNNC0 manufactured by Allen Bradley comes with a ND output rating of 0.75 kW. This drive in addition, has power requirements of 240 VAC (60Hz). It is contained in an IP20 (panel mount) enclosure. This PF70 comes with no human interface included, instead this drive a blank cover. It is a 4.2 A drive and is a 1 HP unit. "
70216,20AB4P2A0AYNNNNN,"This Allen-Bradley/Rockwell Automation 0.75 kilowatt drive is a 1 HP unit. This drive in addition, comes with a panel mount - IP 20 rating. This adjustable frequency drive also, comes with no human interface, instead the drive a blank cover. It is powered with 240 VAC (60Hz). It has a rating of 4.2 Amp and is a size A frame unit. "
70201,20AB4P2A1AYNNNNN,"This PowerFlex 70 by AB is a 0.75 kilowatt drive. This adjustable frequency drive has an A frame size. Also, it is a 1 HP rated drive and has power requirements of 240 VAC (60Hz). This PF70 is housed in a panel mount (IP20) enclosure type. Additionally, this AC drive comes with a rating of 4.2 Amp. "
70243,20AB4P2A1AYYNDNN,"The Allen Bradley 20AB4P2A1AYYNDNN VFD is a 0.75 kW rated drive. This AC drive is powered by 240V AC. Also, this Allen-Bradley/Rockwell Automation AC drive has an A frame size. Additionally, this PF70 is enabled for communication by having a DeviceNet module installed. It comes with a ND output rating of 1 horsepower and an output rating of 4.2 A. "
70242,20AB4P2A2AYNADG0,"This Allen-Bradley/Rockwell Automation adjustable frequency drive is a 1 HP rated unit. This VFD additionally, comes with a panel mount (IP20). Also, it is a 0.75 kW rated unit, is a 4.2 Amp rated unit, and allows for communication with a DeviceNet (20-COMM-D) module. It is a size A frame unit. This VFD requires 240 VAC 3 phase to operate. "
70213,20AB4P2A2AYNNNNN,"This Allen-Bradley/Rockwell Automation PowerFlex 70 AC drive is a 4.2 A AC drive. This PF70 has a standard board included on the drive. Additionally, this Allen-Bradley/Rockwell Automation VFD is a 0.75 kilowatt VFD. This PowerFlex 70 comes with a rating of 1 HP, an IP20 (panel mount) enclosure rating, and has power requirements of 240V AC. In addition, this Allen-Bradley/Rockwell Automation adjustable frequency drive has an A frame size. "
70209,20AB4P2A2AYNNRNN,"This Allen-Bradley PowerFlex 70 is a 4.2 A VFD. This drive has a remote I/O communication (20-COMM-R) module. This PowerFlex 70 AC drive in addition, has a panel mount (IP20) enclosure rating. This adjustable frequency drive comes with a ND output rating of 0.75 kilowatt, is a 1 HP unit, and an A frame size. Additionally, this PF70 is powered with 240V AC. "
70241,20AB4P2A3AYNANC0,"This VFD by Allen-Bradley/Rockwell Automation comes with a ND output rating of 1 horsepower. This AC drive is a 4.2 Amp unit. This AC drive comes with an A frame size. It is a 0.75 kilowatt unit and is powered by 240 VAC (60Hz). This PF70 has a full numeric LCD HIM unit installed. "
70215,20AB4P2A3AYNANNN,"The AB 20AB4P2A3AYNANNN drive comes with a horsepower rating of 1 horsepower. Also, this PowerFlex 70 has a standard option installed on the drive. This VFD is powered with 240 VAC 3 phase. This AC drive is a 4.2 A rated unit, is contained in a panel mount (IP20) enclosure, and is a size A frame. In addition, this Allen-Bradley/Rockwell Automation VFD is a 0.75 kW rated VFD. "
70223,20AB4P2A3AYNNCG0,"This AB 0.75 kW AC drive has a horsepower rating of 1 horsepower. It is a 4.2 Amp rated drive. Also, this drive allows for communication by having a ControlNet communication(20-COMM-C) unit installed. This adjustable frequency drive has power requirements of 240V AC and comes with an enhanced module. In addition, this Allen Bradley AC drive comes with a panel mount - IP 20 enclosure rating. "
70240,20AB4P2A3AYNNNC0,"The 20AB4P2A3AYNNNC0 manufactured by Allen Bradley is a 1 HP rated drive. It is a size A frame drive. This VFD comes with a kW rating of 0.75 kW, is a 240 VAC 3 phase drive, and a keypad LCD (20-HIM-A3) HIM unit on the faceplate. This PowerFlex 70 in addition, comes with an IP20 (panel mount) enclosure. It is a 4.2 A rated unit. "
71562,20AB4P2A3AYNNNG1,"The 20AB4P2A3AYNNNG1 built by AB is a 0.75 kW rated drive. This PowerFlex 70 additionally, is a 4.2 Amp rated unit. It has a panel mount (IP20) rating. This PowerFlex 70 comes with an enhanced control unit included. In addition, this drive is a 1 horsepower rated drive and is a 240 VAC 3 phase drive. "
70230,20AB4P2A3AYNNNNN,"This Allen Bradley 0.75 kW adjustable frequency drive has an output rating of 4.2 Amp. This PowerFlex 70 AC drive is housed in an IP20 (panel mount) enclosure. Additionally, it comes with a standard control option included. This VFD is powered by 240 VAC (60Hz), has a full numeric LCD HIM unit on the faceplate, and is a size A frame. This PowerFlex 70 AC drive also, comes with a rating of 1 horsepower. "
71647,20AB4P2A3AYYNNNN,"This AB PowerFlex 70 has an amperage rating of 4.2 Amp. This drive comes with an A frame size. It has a kW rating of 0.75 kW and a rating of 1 HP. Also, this AC drive comes with a LCD and numeric keypad on the faceplate. Additionally, this PowerFlex 70 has a braking resistor. "
70239,20AB4P2A3NYNNNNN,"This Allen-Bradley 1 horsepower AC drive has an amperage output rating of 4.2 A. This PowerFlex 70 AC drive also, comes with a kW ND output rating of 0.75 kW. In addition, it has power requirements of 240 VAC 3 phase. It comes with an A frame size. It has an IP20 (panel mount) enclosure rating and a full numeric LCD human interface module included. "
69158,20AB4P2C3AYNANC0,"This PF70 built by Allen-Bradley comes with an output rating of 4.2 A. This adjustable frequency drive also, comes with a ND output rating of 0.75 kilowatt. This PowerFlex 70 is a 1 horsepower unit. In addition, it comes with a wall/machine mount = IP66, is a 240 VAC (60Hz) VFD, and an A frame size. It comes with an enhanced board included on the drive. "
69157,20AB4P2C3AYNNNC0,"The 20AB4P2C3AYNNNC0 by Allen-Bradley/Rockwell Automation comes with a ND output rating of 0.75 kW. This PowerFlex 70 is a size A frame unit. In addition, this Allen-Bradley AC drive is powered with 240V AC. It comes with an output rating of 4.2 Amp and a full numeric LCD inferface module installed on this drive. This AC drive also, is a 1 horsepower rated unit. "
69156,20AB4P2F0AYNANC0,"This Allen Bradley 0.75 kilowatt PowerFlex 70 AC drive is a 4.2 Amp AC drive. It is housed in a flange mount - front chassis (IP66) enclosure. In addition, it is a 1 HP rated unit and has an A frame size. It has no keypad unit, instead this drive a blank cover. Additionally, this AB PowerFlex 70 AC drive is a 240 VAC (60Hz) VFD. "
69155,20AB4P2F0AYNNNC0,"This Allen Bradley PF70 is a 0.75 kW rated drive. It has power requirements of 240V AC. In addition, it has an amperage output rating of 4.2 Amp, is a 1 horsepower unit, and a flange mount - front chassis (IP66) enclosure type. It comes with an enhanced module included. Additionally, this adjustable frequency drive is a size A frame. "
70196,20AB6P80AYNNNC0,"This PowerFlex 70 AC drive by Allen Bradley is a 6.8 Amp rated AC drive. It has a rating of 2 HP. This AC drive is a size B frame unit. In addition, this adjustable frequency drive is enabled for communication with a ControlNet (Coax) unit. Also, it is a 1.5 kW VFD and is a 240V AC drive. "
69154,20AB6P8A0AYNANC0,"This Allen-Bradley/Rockwell Automation 6.8 A drive has a rating of 2 horsepower. In addition, it comes with a kW ND output rating of 1.5 kW. This PowerFlex 70 AC drive is a size B frame drive. This PowerFlex 70 utilizes 240 VAC (60Hz) and is contained in a panel mount - IP 20 enclosure. Additionally, this PowerFlex 70 AC drive has an enhanced control unit installed on the drive. "
70207,20AB6P8A0AYNANNN,"This Allen-Bradley 6.8 Amp PowerFlex 70 is a 2 HP unit. This PowerFlex 70 AC drive comes with no keypad unit, instead this drive a blank cover. In addition, it has a ND output rating of 1.5 kilowatt. This PF70 is a 240 VAC 3 phase VFD, comes with a standard control module included on the drive, and a B frame size. Additionally, it has an IP20 (panel mount). "
69153,20AB6P8A0AYNNNC0,"The Allen Bradley 20AB6P8A0AYNNNC0 AC drive has a rating of 1.5 kW. It is a size B frame. This AC drive comes with an enhanced control option board installed on the drive. In addition, this VFD is a 6.8 A VFD and has power requirements of 240V AC. This drive additionally, has a ND output rating of 2 HP. "
