"product id","Part Number",Description
7820619,100-C09D01,"The 100-C09D01 assembled by AB is a 9 Amps electromechanical contactor switch. Furthermore, this module also uses a standard terminal. This 100 series C frame electromechanical contactor also is a 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz contactor switch. This 100 series IEC contactor comes with 1 N.C. auxiliary contact. In addition, this 100 series C frame electromechanical contactor comes with 3 normally open main contacts. "
7820620,100-C09D01M,"The Rockwell Automation 100-C09D01M IEC contactor is a 9 Amps rated switch. In addition, this Allen Bradley contactor operates at 110V AC 50Hz, 120V AC 60Hz. Additionally, it comes with 1 normally closed auxiliary contact. This 100 series C frame contactor switch has 3 normally open main contacts. This 100 series contactor uses a standard terminal type. "
7820621,100-C09D10,"This 100 series C frame assembled by Allen Bradley is a 9 Amps rated electromechanical contactor. Additionally, it uses a standard terminal. This 100 series C frame electromechanical contactor switch comes with 3 N.O. main contacts. Also, it comes with 1 N.O. auxiliary contact. This 100 series C frame IEC contactor is a 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz contactor. "
7820622,100-C09D10-16,"The 100-C09D10-16 built by Allen-Bradley is a 9 A rated IEC contactor. Also, this contactor switch has 1 N.O. auxiliary contact. Furthermore, this Allen-Bradley contactor has 3 normally open poles. It uses a standard terminal. This 100 series C frame IEC contactor in addition is a 110V AC 50Hz, 120V AC 60Hz IEC contactor. "
7820623,100-C09D10-16-X3,"This 100 series C frame assembled by AB comes with a breaking rating of 9 Amps. Also, this contactor operates at 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz and has 1 N.O. auxiliary contact. In addition, this 100 series contactor switch has 3 normally open main contacts. This 100 series contactor uses a standard terminal type. "
7820624,100-C09D10-16-X3M,"The AB 100-C09D10-16-X3M electromechanical contactor is a 9 A rated switch. Also, it is a 110V AC 50Hz, 120V AC 60Hz electromechanical contactor switch. This C frame switch in addition uses a standard terminal. It has 1 normally open auxiliary contact and 3 normally open main contacts. "
7820625,100-C09D10M,"This contactor built by Allen-Bradley/Rockwell Automation has a breaking amperage rating of 9 Amps. It uses a standard terminal type. Also, this Allen-Bradley/Rockwell Automation contactor switch operates at 110V AC 50Hz, 120V AC 60Hz. This C frame switch has 1 N.O. auxiliary contact. Additionally, this C frame contactor comes with 3 normally open main contacts. "
7820626,100-C09D200,"The Allen Bradley 100-C09D200 switch has an amperage rating of 9 Amps. It is a 110V AC 50Hz, 120V AC 60Hz electromechanical contactor switch. This 100 series contactor in addition comes with 2 N.O. 2 N.C. main contacts. This 100 series electromechanical contactor uses a standard terminal type. "
7823687,100-C09D200M,"The Allen-Bradley 100-C09D200M electromechanical contactor switch is a 9 A contactor. This IEC contactor has 2 normally open 2 normally closed main contacts. In addition, this Allen-Bradley electromechanical contactor uses a standard terminal. This 100 series C frame electromechanical contactor is a 110 Volts AC at 50Hz, 120 Volts AC at 60Hz electromechanical contactor. "
7820627,100-C09D300,"This 100 series C frame made by AB comes with a breaking amperage rating of 9 A. Also, it is a 110V AC 50Hz, 120V AC 60Hz IEC contactor. It has 3 N.O. 1 N.C. poles. Additionally, this electromechanical contactor uses a standard terminal. "
7823612,100-C09D300M,"This AB 100 series C frame contactor comes with a rating of 9 A. This C frame electromechanical contactor switch uses a standard terminal. Also, this Allen Bradley IEC contactor has 3 normally open 1 normally closed main contacts. Additionally, this contactor operates at 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz. "
7820628,100-C09D400,"The Rockwell Automation 100-C09D400 IEC contactor comes with a breaking amperage rating of 9 A. Furthermore, this IEC contactor also comes with 4 N.O. main contacts. This 100 series electromechanical contactor switch has a 110 Volts alternating current at 50 Hertz, 120 Volts alternating current at 60 Hertz control coil that utilizes an integrated diode. Additionally, this Allen-Bradley/Rockwell Automation contactor switch uses a standard terminal type. "
7820629,100-C09DJ01,"This 100 series assembled by Allen Bradley is a 9 A electromechanical contactor switch. Additionally, this 100 series switch has 1 N.C. auxiliary contact. Also, this Allen-Bradley/Rockwell Automation contactor switch operates at 24 Volts direct current. This 100 series C frame contactor switch comes with 3 N.O. main contacts. It uses a standard terminal type. "
7820630,100-C09DJ10,"This 100 series constructed by Allen-Bradley is a 9 Amps rated IEC contactor. Furthermore, this Allen-Bradley contactor also uses a standard terminal. Additionally, this AB electromechanical contactor has a 24V DC control coil that contains an integrated diode. In addition, this 100 series C frame contactor comes with 1 normally open auxiliary contact. This switch comes with 3 N.O. main contacts. "
7820631,100-C09DJ200,"The Allen-Bradley/Rockwell Automation 100-C09DJ200 electromechanical contactor has an amperage rating of 9 A. This 100 series IEC contactor uses a standard terminal type. In addition, this Rockwell Automation electromechanical contactor switch is a 24 Volts DC IEC contactor. Also, this 100 series C frame contactor comes with 2 normally open 2 normally closed main contacts. "
7820632,100-C09DJ300,"The 100-C09DJ300 assembled by Allen-Bradley/Rockwell Automation comes with a current rating of 9 A. This contactor switch uses a standard terminal type. Additionally, it is a 24V DC electromechanical contactor. Also, this contactor comes with 3 N.O. 1 N.C. main contacts. "
7820633,100-C09DJ32,"The 100-C09DJ32 by Allen Bradley comes with an amperage rating of 9 A. This 100 series C frame contactor switch uses a standard terminal type. This C frame contactor has a 24 Volts DC control coil that utilizes an integrated diode. "
7820634,100-C09DJ400,"This switch built by Allen-Bradley/Rockwell Automation is a 9 Amps rated contactor. Additionally, this AB electromechanical contactor switch is a 24V DC switch. It has 4 N.O. poles. Also, this IEC contactor uses a standard terminal. "
7820635,100-C09E01,"This Rockwell Automation C frame IEC contactor is a 9 A rated contactor switch. Additionally, it has 3 normally open poles and 1 N.C. auxiliary contact. Furthermore, this unit also has a 380 Volts at 60Hz control coil that contains an integrated diode. Also, it uses a standard terminal. "
7820636,100-C09E10,"This AB 9 A C frame electromechanical contactor switch operates at 380 Volts at 60Hz. It has 1 normally open auxiliary contact. This C frame contactor switch uses a standard terminal. This 100 series contactor has 3 N.O. poles. "
7820637,100-C09E400,"This Allen-Bradley/Rockwell Automation 9 Amps 100 series C frame electromechanical contactor switch has 4 normally open poles. This 100 series electromechanical contactor uses a standard terminal. This 100 series contactor switch also is a 380 Volts at 60Hz contactor. "
7823688,100-C09EA01,"The AB 100-C09EA01 electromechanical contactor comes with a breaking current rating of 9 A. Also, it uses a standard terminal type and has 1 normally closed auxiliary contact. This 100 series contactor comes with 3 normally open poles. In addition, this 100 series switch operates at 220-250 Volts DC. "
7823689,100-C09EA10,"The Allen Bradley 100-C09EA10 electromechanical contactor comes with a rating of 9 A. This C frame IEC contactor in addition has 1 normally open auxiliary contact. Also, this electromechanical contactor switch is a 220-250 Volts direct current switch. Furthermore, it also comes with 3 N.O. main contacts. This C frame contactor switch uses a standard terminal. "
7823690,100-C09EA200,"The Allen-Bradley/Rockwell Automation 100-C09EA200 contactor has a rating of 9 Amps. It comes with 2 N.O. 2 N.C. main contacts. In addition, it uses a standard terminal type. Also, it is a 220-250 Volts direct current electromechanical contactor. "
7823691,100-C09EA300,"The 100-C09EA300 by Allen-Bradley/Rockwell Automation is a 9 A rated electromechanical contactor. Also, it uses a standard terminal. Additionally, it comes with 3 normally open 1 normally closed poles. This electromechanical contactor switch has a 220-250V DC control coil with an integrated diode. "
7823692,100-C09EA400,"This contactor switch by Rockwell Automation is a 9 Amps rated contactor. It is a 220-250 Volts DC electromechanical contactor. This 100 series C frame electromechanical contactor switch has 4 normally open poles. In addition, it uses a standard terminal type. "
7823693,100-C09ED01,"The 100-C09ED01 assembled by Allen-Bradley comes with an amperage rating of 9 A. Additionally, this Allen-Bradley/Rockwell Automation contactor switch operates at 110-125 Volts direct current. Also, it uses a standard terminal type and has 1 normally closed auxiliary contact. This 100 series contactor switch has 3 N.O. main contacts. "
7823694,100-C09ED10,"The 100-C09ED10 manufactured by AB comes with an amperage rating of 9 A. It comes with 3 N.O. poles. Also, it is a 110-125V DC IEC contactor and uses a standard terminal type. Additionally, this 100 series C frame contactor has 1 N.O. auxiliary contact. "
7823695,100-C09ED200,"The Rockwell Automation 100-C09ED200 IEC contactor is a 9 A contactor. This electromechanical contactor comes with a 110-125V DC control coil that utilizes an integrated diode. This 100 series contactor switch uses a standard terminal type. This 100 series contactor has 2 N.O. 2 N.C. poles. "
7823696,100-C09ED300,"This IEC contactor made by Allen-Bradley is a 9 Amps rated electromechanical contactor. This 100 series electromechanical contactor in addition uses a standard terminal. This 100 series C frame IEC contactor comes with a 110-125V DC control coil with an integrated diode. This 100 series C frame switch also has 3 normally open 1 normally closed main contacts. "
7823697,100-C09ED400,"This Allen-Bradley 9 Amps 100 series C frame contactor has 4 N.O. main contacts. This 100 series electromechanical contactor additionally operates at 110-125V DC. It uses a standard terminal. "
7820638,100-C09EJ01,"This 100 series built by Allen Bradley is a 9 Amps rated contactor switch. This C frame electromechanical contactor has 1 normally closed auxiliary contact. It comes with 3 normally open main contacts. In addition, this contactor has a 24 Volts direct current control coil that utilizes an integrated diode. Also, it uses a standard terminal. "
7820639,100-C09EJ10,"This C frame built by Allen-Bradley/Rockwell Automation comes with a breaking rating of 9 Amps. It comes with 1 N.O. auxiliary contact. In addition, this IEC contactor operates at 24 Volts DC. It uses a standard terminal type. Additionally, it comes with 3 normally open poles. "
7823698,100-C09EJ10M,"This electromechanical contactor manufactured by Rockwell Automation has a rating of 9 A. Additionally, this switch has 3 N.O. main contacts. Also, this Allen-Bradley electromechanical contactor has 1 N.O. auxiliary contact. This C frame contactor is a 24 Volts direct current electromechanical contactor switch. This C frame contactor switch uses a standard terminal type. "
7823699,100-C09EJ200,"The 100-C09EJ200 manufactured by Allen Bradley has a current rating of 9 Amps. Also, this contactor is a 24 Volts DC IEC contactor. This 100 series contactor uses a standard terminal type. In addition, this C frame electromechanical contactor has 2 N.O. 2 N.C. main contacts. "
7820640,100-C09EJ300,"This 100 series C frame by Rockwell Automation is a 9 Amps rated electromechanical contactor switch. It comes with 3 normally open 1 normally closed main contacts. This 100 series C frame IEC contactor is a 24 Volts direct current contactor. Additionally, it uses a standard terminal. "
7820641,100-C09EJ400,"The 100-C09EJ400 made by Allen Bradley comes with a breaking current rating of 9 Amps. This 100 series C frame contactor comes with 4 normally open poles. This C frame contactor switch also uses a standard terminal type. This 100 series C frame IEC contactor additionally is a 24 Volts DC contactor. "
7823700,100-C09EQ01,"The 100-C09EQ01 assembled by Allen-Bradley/Rockwell Automation has a breaking amperage rating of 9 Amps. Also, it operates at 12V DC and has 3 normally open poles. This 100 series C frame electromechanical contactor switch comes with 1 N.C. auxiliary contact. In addition, this electromechanical contactor uses a standard terminal. "
7823701,100-C09EQ10,"This Rockwell Automation 9 Amps C frame switch has 3 N.O. poles. This C frame IEC contactor is a 12V DC switch. This 100 series contactor switch also comes with 1 normally open auxiliary contact. This 100 series contactor switch uses a standard terminal type. "
7823702,100-C09EQ200,"The Allen-Bradley 100-C09EQ200 IEC contactor is a 9 Amps electromechanical contactor. In addition, this Rockwell Automation electromechanical contactor switch uses a standard terminal. Additionally, it comes with 2 N.O. 2 N.C. poles. This C frame switch is a 12 Volts direct current electromechanical contactor switch. "
7823703,100-C09EQ300,"This IEC contactor made by Rockwell Automation comes with an amperage rating of 9 Amps. This 100 series switch uses a standard terminal. This contactor switch operates at 12 Volts direct current. It comes with 3 normally open 1 normally closed main contacts. "
7823704,100-C09EQ400,"This contactor switch assembled by Allen-Bradley is a 9 A rated switch. Furthermore, this Allen-Bradley IEC contactor also uses a standard terminal. This 100 series electromechanical contactor operates at 12V DC. It comes with 4 N.O. main contacts. "
7823613,100-C09EW10,"This 100 series C frame constructed by Allen-Bradley is a 9 A rated contactor. This 100 series C frame electromechanical contactor switch comes with 1 N.O. auxiliary contact. This 100 series C frame contactor switch operates at 36-48 Volts direct current. It uses a standard terminal type. Also, it comes with 3 N.O. main contacts. "
7823705,100-C09EY01,"This switch assembled by Allen-Bradley is a 9 Amps switch. This 100 series C frame contactor switch also has 3 normally open poles. This 100 series contactor switch comes with 1 normally closed auxiliary contact. It operates at 48-72 Volts DC and uses a standard terminal type. "
7823706,100-C09EY10,"This Allen-Bradley/Rockwell Automation C frame switch is a 9 Amps rated contactor switch. Additionally, this 100 series IEC contactor has 1 normally open auxiliary contact. It comes with 3 N.O. poles and uses a standard terminal. Also, this contactor switch is a 48-72V DC electromechanical contactor. "
7823707,100-C09EY200,"This Allen-Bradley/Rockwell Automation 9 Amps C frame electromechanical contactor is a 48-72V DC IEC contactor. This C frame contactor also uses a standard terminal type. Additionally, this AB switch comes with 2 N.O. 2 N.C. poles. "
7824586,100-C09EY300,"The Allen-Bradley/Rockwell Automation 100-C09EY300 electromechanical contactor comes with a breaking rating of 9 A. It uses a standard terminal type. Also, it comes with 3 N.O. 1 N.C. poles. Furthermore, this unit operates at 48-72V DC. "
7823631,100-C09EY400,"This Allen-Bradley 9 A C frame electromechanical contactor switch uses a standard terminal type. This 100 series C frame contactor switch comes with 4 normally open poles. In addition, this 100 series C frame contactor comes with a 48-72V DC control coil that utilizes an integrated diode. "
7820642,100-C09F01,"The 100-C09F01 manufactured by Allen-Bradley is a 9 Amps electromechanical contactor. This C frame electromechanical contactor switch in addition uses a standard terminal. Additionally, it comes with 1 N.C. auxiliary contact and 3 N.O. poles. This 100 series C frame electromechanical contactor is a 220-230 Volts alternating current at 50 Hertz switch. "
7820643,100-C09F10,"The 100-C09F10 made by Rockwell Automation is a 9 Amps rated contactor. Additionally, this IEC contactor comes with 1 normally open auxiliary contact and is a 220-230 Volts alternating current at 50 Hertz IEC contactor. Also, it uses a standard terminal. Furthermore, this module comes with 3 normally open main contacts. "
7820644,100-C09F200,"This Allen Bradley 100 series electromechanical contactor has a breaking rating of 9 A. Additionally, this 100 series C frame contactor switch comes with 2 N.O. 2 N.C. poles. Furthermore, this unit uses a standard terminal. This C frame contactor operates at 220-230 Volts alternating current at 50 Hertz. "
7824587,100-C09F300,"This contactor constructed by AB has a breaking rating of 9 A. This contactor uses a standard terminal. This C frame contactor additionally has 3 normally open 1 normally closed poles. This switch is a 220-230V AC 50Hz IEC contactor. "
7820645,100-C09F400,"The 100-C09F400 manufactured by AB is a 9 A IEC contactor. This contactor switch comes with 4 N.O. poles. This 100 series C frame electromechanical contactor uses a standard terminal type. This 100 series contactor switch is a 220-230V AC 50Hz electromechanical contactor. "
7823708,100-C09G01,"This C frame built by Rockwell Automation has a rating of 9 A. Also, this AB switch has 1 normally closed auxiliary contact. In addition, this AB contactor uses a standard terminal. This electromechanical contactor comes with 3 N.O. poles and is a 400-415V 50Hz electromechanical contactor switch. "
7820646,100-C09G10,"This 100 series by Allen-Bradley/Rockwell Automation is a 9 A rated contactor switch. Furthermore, this module also uses a standard terminal type. Additionally, this Allen Bradley IEC contactor comes with 1 N.O. auxiliary contact. This electromechanical contactor switch operates at 400-415 Volts at 50 Hertz and has 3 N.O. main contacts. "
7820647,100-C09G200,"This contactor constructed by Allen Bradley comes with a breaking amperage rating of 9 Amps. It uses a standard terminal. This 100 series contactor switch also has 2 normally open 2 normally closed poles. Additionally, it is a 400-415 Volts at 50 Hertz switch. "
7820648,100-C09G400,"This 100 series built by Allen Bradley is a 9 A contactor. Additionally, this Rockwell Automation switch uses a standard terminal type. Also, this Allen-Bradley electromechanical contactor switch has 4 normally open main contacts. This 100 series C frame contactor switch operates at 400-415 Volts at 50 Hertz. "
7820649,100-C09H01,"This Allen Bradley 100 series IEC contactor comes with a current rating of 9 A. This contactor switch has 1 normally closed auxiliary contact and operates at 208 Volts alternating current at 60 Hertz. This 100 series electromechanical contactor comes with 3 N.O. poles. Additionally, this 100 series IEC contactor uses a standard terminal. "
7820650,100-C09H10,"This Allen Bradley C frame contactor has a rating of 9 Amps. In addition, this contactor comes with 1 N.O. auxiliary contact and uses a standard terminal. This C frame electromechanical contactor has 3 normally open main contacts. Furthermore, this unit also is a 208V AC 60Hz switch. "
7820651,100-C09H200,"This 100 series C frame by Allen-Bradley/Rockwell Automation is a 9 Amps contactor switch. Also, this C frame IEC contactor has 2 N.O. 2 N.C. poles. This electromechanical contactor switch uses a standard terminal type. In addition, this Allen Bradley switch is a 208 Volts AC at 60Hz electromechanical contactor switch. "
7820652,100-C09H300,"The Allen Bradley 100-C09H300 electromechanical contactor comes with a current rating of 9 Amps. This 100 series C frame electromechanical contactor switch uses a standard terminal type. This switch is a 208 Volts AC at 60Hz contactor. This 100 series electromechanical contactor has 3 normally open 1 normally closed poles. "
7820653,100-C09H400,"This AB 100 series C frame electromechanical contactor switch comes with an amperage rating of 9 Amps. This 100 series C frame contactor switch additionally is a 208 Volts AC at 60Hz electromechanical contactor switch. It has 4 normally open main contacts. This electromechanical contactor switch uses a standard terminal. "
7820654,100-C09I01,"This C frame by AB comes with a breaking amperage rating of 9 Amps. This IEC contactor uses a standard terminal. Also, this 100 series contactor has 1 normally closed auxiliary contact. This C frame contactor comes with 3 normally open main contacts. Additionally, this C frame electromechanical contactor switch operates at 347 Volts at 60 Hertz. "
7820655,100-C09I10,"This AB 100 series IEC contactor has a breaking current rating of 9 Amps. This 100 series C frame IEC contactor operates at 347V 60Hz. This electromechanical contactor uses a standard terminal type. This C frame switch comes with 3 N.O. poles. This C frame switch comes with 1 normally open auxiliary contact. "
7820656,100-C09I200,"This 100 series C frame constructed by Allen-Bradley/Rockwell Automation is a 9 Amps rated contactor. Additionally, this contactor has 2 N.O. 2 N.C. poles. It is a 347V 60Hz IEC contactor. Furthermore, it uses a standard terminal. "
7820657,100-C09I400,"This contactor assembled by Allen-Bradley/Rockwell Automation is a 9 Amps rated switch. This 100 series IEC contactor has 4 N.O. poles. This C frame electromechanical contactor uses a standard terminal type. This 100 series C frame electromechanical contactor switch operates at 347 Volts at 60Hz. "
7820658,100-C09J01,"This C frame constructed by Rockwell Automation is a 9 Amps rated contactor. Furthermore, this module uses a standard terminal. Also, this contactor comes with 3 N.O. main contacts and is a 24 Volts AC at 60Hz electromechanical contactor switch. In addition, this electromechanical contactor has 1 N.C. auxiliary contact. "
7820659,100-C09J10,"This Rockwell Automation C frame contactor switch is a 9 A contactor. In addition, this electromechanical contactor switch has 1 normally open auxiliary contact. This C frame IEC contactor comes with a 24 Volts alternating current at 60 Hertz control coil that utilizes an integrated diode. Additionally, this switch uses a standard terminal type and has 3 N.O. poles. "
7820660,100-C09J200,"This Allen-Bradley 100 series C frame switch has a rating of 9 A. In addition, this 100 series contactor has a 24 Volts AC at 60Hz control coil with an integrated diode. It uses a standard terminal. Additionally, this C frame electromechanical contactor switch comes with 2 N.O. 2 N.C. main contacts. "
7820661,100-C09J300,"This Rockwell Automation 9 Amps 100 series C frame contactor switch operates at 24 Volts alternating current at 60 Hertz. Also, this Allen-Bradley electromechanical contactor uses a standard terminal. This electromechanical contactor switch has 3 normally open 1 normally closed poles. "
7820662,100-C09J400,"This contactor switch constructed by AB has a rating of 9 A. This 100 series electromechanical contactor also has 4 N.O. poles. Furthermore, this module also uses a standard terminal type. Additionally, this switch operates at 24 Volts AC at 60Hz. "
7823709,100-C09K01,"This Rockwell Automation 100 series C frame IEC contactor is a 9 A electromechanical contactor switch. Additionally, this AB switch comes with 3 normally open main contacts. This 100 series C frame IEC contactor uses a standard terminal. Also, this IEC contactor comes with a 24V AC 50Hz control coil with an integrated diode and has 1 normally closed auxiliary contact. "
7820663,100-C09K10,"This Allen-Bradley 100 series switch comes with a current rating of 9 Amps. This 100 series C frame switch also comes with 1 N.O. auxiliary contact. This 100 series C frame electromechanical contactor operates at 24 Volts AC at 50Hz. Additionally, it uses a standard terminal. This C frame switch has 3 normally open poles. "
7823710,100-C09K200,"This Rockwell Automation 100 series electromechanical contactor switch is a 9 A rated IEC contactor. Additionally, it comes with a 24 Volts alternating current at 50 Hertz control coil that utilizes an integrated diode. Also, this contactor switch uses a standard terminal type. It comes with 2 N.O. 2 N.C. main contacts. "
7820664,100-C09K400,"The 100-C09K400 by Allen-Bradley/Rockwell Automation is a 9 A contactor switch. This C frame electromechanical contactor switch operates at 24V AC 50Hz. This 100 series IEC contactor comes with 4 normally open poles. Additionally, it uses a standard terminal. "
7820665,100-C09KA01,"This 100 series C frame built by Allen Bradley has a current rating of 9 A. This 100 series C frame electromechanical contactor is a 240V 50/60Hz electromechanical contactor switch. Also, this electromechanical contactor has 3 normally open poles and uses a standard terminal. It comes with 1 N.C. auxiliary contact. "
7823711,100-C09KA01M,"The 100-C09KA01M assembled by Rockwell Automation is a 9 A rated contactor switch. It is a 240 Volts at 50 Hertz or 60 Hertz contactor switch. It uses a standard terminal type and has 3 normally open main contacts. In addition, this 100 series contactor comes with 1 N.C. auxiliary contact. "
7820666,100-C09KA10,"This Allen-Bradley/Rockwell Automation C frame contactor is a 9 A rated contactor switch. In addition, this Allen-Bradley switch has 3 normally open poles. This electromechanical contactor switch is a 240 Volts at 50Hz or 60Hz switch. It uses a standard terminal type and has 1 N.O. auxiliary contact. "
7820667,100-C09KA300,"This C frame constructed by Allen-Bradley/Rockwell Automation has a current rating of 9 A. This 100 series IEC contactor comes with a 240 Volts at 50Hz or 60Hz control coil that utilizes an integrated diode. Additionally, this electromechanical contactor uses a standard terminal type. This 100 series C frame IEC contactor comes with 3 N.O. 1 N.C. main contacts. "
7820668,100-C09KA400,"This IEC contactor constructed by AB comes with a rating of 9 Amps. This 100 series contactor switch additionally has 4 normally open main contacts. This 100 series C frame switch uses a standard terminal type. In addition, this C frame electromechanical contactor is a 240 Volts at 50Hz or 60Hz electromechanical contactor switch. "
7820669,100-C09KB10,"The 100-C09KB10 manufactured by Allen-Bradley comes with a rating of 9 A. This C frame electromechanical contactor switch also has 3 normally open poles. In addition, this Allen Bradley electromechanical contactor switch uses a standard terminal type. Furthermore, this IEC contactor also comes with 1 normally open auxiliary contact. It operates at 440V 50/60Hz. "
7820670,100-C09KB300,"This Rockwell Automation C frame contactor is a 9 A contactor. It comes with 3 normally open 1 normally closed poles. Also, it uses a standard terminal type. It operates at 440 Volts at 50 Hertz or 60 Hertz. "
