"product id","Part Number",Description
62170,20G11BC1K4JN4NNNNN,"This PowerFlex 755 constructed by Allen Bradley is a 1465 A VFD. It utilizes 400 VAC (3 Phase). Additionally, this drive has the CM cap connection jumper and 5 option slots as part of this drive. This PowerFlex 750 (PF755) AC drive comes with a LCD with full keypad (IP66) unit on the cover [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. In addition, this PowerFlex 755 VAC drive is a 800 kilowatt rated unit. "
62171,20G11BC1K5JN0NNNNN,"The Allen Bradley 20G11BC1K5JN0NNNNN adjustable frequency drive is a 850 kW unit. Furthermore, this Allen-Bradley drive comes with a CM cap connection jumper included in the drive. It comes with a rating of 1480A. It comes with no brake built into the drive and has no HIM unit, instead this drive a blank HIM cover. In addition, this PF 755 drive has power requirements of 400 AC (540 DC). "
62172,20G11BC1K5JN2NNNNN,"This Allen Bradley 1480 A PowerFlex 755 drive comes with a ND output rating of 850 kW. Additionally, it has an IP20, NEMA/UL type 1 (600 mm) rating, comes with Ethernet, and a full numeric keypad (IP20) with LCD unit included on this drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. It has power requirements of 400 Votls AC. This PowerFlex 755 variable frequency drive has the CM jumper included. In addition, this PowerFlex 750 (PF755) frequency drive has no dynamic braking transistor on the VFD. "
62173,20G11BC1K5JN4NNNNN,"The 20G11BC1K5JN4NNNNN constructed by Allen Bradley comes with a kW ND output rating of 850 kilowatt. This drive comes with the CM connection jumper on the drive. In addition, this PowerFlex 750 (PF755) variable frequency drive has an IP20, NEMA/UL type 1, 23.6 in. deep rating. This adjustable frequency drive comes with an amperage output rating of 1480 A, a LCD display and full keypad module installed on the front of the drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming, and no dynamic braking transistor built into the drive. This VAC drive includes Ethernet on the VFD. "
62174,20G11BC1K6JN0NNNNN,"This Allen-Bradley/Rockwell Automation 900 kilowatt PF 755 VAC drive is a 1590 Amp drive. This VAC drive has no braking transistor included. This AC drive comes with the jumper installed in the drive, a blank cover in place of the HIM module, and includes ethernet communication installed on the drive. Also, this PowerFlex 755 drive is housed in an IP20, NEMA/UL type 1, 23.6 in. deep enclosure. Additionally, this PowerFlex 755 VFD is a 400 VAC or 540 VDC VFD. "
62175,20G11BC1K6JN2NNNNN,"This Allen Bradley 1590A PF 755 VFD has a ND output rating of 900 kilowatt. Additionally, this frequency drive has embedded Ethernet I/P as part of the VFD. This AC drive comes with an IP20, NEMA/UL type 1 enclosure type and the CM cap connection jumper installed in the drive. In addition, this PowerFlex 755 AC drive requires 400 VAC (3 Phase) to operate. Furthermore, this VAC drive also comes with a full keypad and enhanced display (IP20) human interface module installed on the front of the drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. "
62176,20G11BC1K6JN4NNNNN,"This Allen-Bradley/Rockwell Automation PowerFlex 750 (PF755) drive has a ND output rating of 900 kW. This variable frequency drive comes with no brake built into the drive. This PowerFlex 750 (PF755) frequency drive additionally requires 400 VAC (3 Phase) to operate. It is contained in an IP20, NEMA/UL type 1 (600 mm) enclosure. Also, it comes with an output rating of 1590 A. "
62177,20G11BC2K1JN0NNNNN,"This Allen-Bradley PowerFlex 755 adjustable frequency drive comes with an amperage rating of 2150 A. Furthermore, this VAC drive has embedded Ethernet included. This frequency drive comes with an IP20, NEMA/UL type 1 rating, is a 400 VAC (3 Phase) drive, and a blank cover instead of the keypad module but an HIM module can be added. Additionally, this VFD comes with a kW rating of 1250 kW. Also, it has a CM connection jumper installed. "
62178,20G11BC2K1JN2NNNNN,"The Allen-Bradley/Rockwell Automation 20G11BC2K1JN2NNNNN frequency drive is a 2150A rated VFD. This PowerFlex 755 VFD has a full keypad and enhanced display (IP20) HIM unit on the front of the drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. Also, this PowerFlex 755 AC drive comes with no braking transistor in the drive. It is powered on by 400 VAC or 540 VDC and is housed in an IP20, NEMA/UL type 1 (600 mm) enclosure. In addition, this PowerFlex 750 (PF755) VFD comes with a kW ND output rating of 1250 kW. "
62179,20G11BC2K1JN4NNNNN,"This adjustable frequency drive constructed by Allen-Bradley is a 1250 kW rated module. Also, it comes with 5 option slots installed and utilizes 400VAC/540V DC power to operate. Additionally, this PowerFlex 755 variable frequency drive has an amperage rating of 2150 A. This frequency drive comes with the jumper installed in the drive. It is housed in an IP20, NEMA/UL type 1 enclosure. "
62180,20G11BC910JN0NNNNN,"This PF 755 built by Allen Bradley is a 500 kilowatt module. Furthermore, this Allen-Bradley drive comes with a CM cap connection jumper on the drive. Additionally, it is powered on with 400 VAC or 540 VDC and has a blank HIM cover in place of the HIM module. This PowerFlex 755 variable frequency drive comes with an IP20, NEMA/UL type 1 enclosure rating. In addition, this frequency drive has an amperage rating of 910 Amp. "
62181,20G11BC910JN2NNNNN,"This PF755 assembled by Allen-Bradley is a 910A rated drive. This adjustable frequency drive is powered with 400VAC/540V DC. It comes with an IP20, NEMA/UL type 1 (600 mm) enclosure type rating. This PowerFlex 750 (PF755) VAC drive also has the CM connection jumper included in the drive. In addition, this frequency drive is a 500 kilowatt module and comes with one digital input built-in. "
62182,20G11BC910JN4NNNNN,"This Allen Bradley PF755 variable frequency drive is a 500 kW drive. This PowerFlex 750 (PF755) AC drive comes with no dynamic braking transistor included. Also, it comes with an IP20, NEMA/UL type 1, 23.6 in. deep. It comes with embedded Ethernet I/P installed. In addition, it is a 910A rated unit, has a LCD display and full keypad module installed [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming, and power requirements of 400 Votls AC. "
62183,20G11BD1K0JN0NNNNN,"The Allen-Bradley/Rockwell Automation 20G11BD1K0JN0NNNNN adjustable frequency drive is a 1045A rated VFD. Also, it has an IP20, NEMA/UL type 1, 23.6 in. deep rating, comes with power requirements of 480 VAC, and no keypad unit installed, instead the drive a blank cover. This drive features embedded Ethernet on the drive. In addition, this variable frequency drive comes with no brake. Furthermore, this VAC drive also comes with a horsepower rating of 900 horsepower. "
62184,20G11BD1K0JN2NNNNN,"The 20G11BD1K0JN2NNNNN assembled by AB is a 900 HP rated unit. This PowerFlex 750 (PF755) AC drive is contained in an IP20, NEMA/UL type 1 (600 mm) enclosure. This VAC drive is powered on via 480 VAC and has 5 option slots installed. Additionally, this adjustable frequency drive has a LCD and numeric keypad (IP20) unit on this drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. It is a 1045 Amp rated VFD. "
62185,20G11BD1K0JN4NNNNN,"This PF755 manufactured by Allen-Bradley/Rockwell Automation comes with a HP ND output rating of 900 HP (horsepower). Additionally, this PF755 drive has a LCD display and full keypad unit installed on the front of the drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. This PowerFlex 755 AC drive is a 1045 A VAC drive. Also, it is contained in an IP20, NEMA/UL type 1 enclosure. It is powered on with 480 VAC or 650 VDC and includes Ethernet as part of the drive. "
62152,20G11BD1K2AN0NNNNN,"This AB 1000 HP PowerFlex 755 drive is a 1135 Amp rated drive. This PF 755 variable frequency drive also has no brake installed in the VFD. In addition, it features embedded Ethernet I/P on the VFD. This PF 755 frequency drive has no jumper installed on the drive however a jumper can be installed. This drive has no keypad unit, instead the drive comes with a blank cover, an IP20, NEMA/UL type 1 enclosure type rating, and is powered by 480 VAC or 650 VDC. "
62186,20G11BD1K2JN0NNNNN,"This AB 1135A PowerFlex 750 (PF755) drive comes with a HP rating of 1000 horsepower. This PowerFlex 750 (PF755) AC drive is contained in an IP20, NEMA/UL type 1 enclosure type. In addition, this VAC drive has no braking transistor built into the drive and no HIM unit installed, instead this drive comes with a plastic cover. This PowerFlex 750 (PF755) frequency drive features 5 option slots already on the drive. This PowerFlex 750 (PF755) frequency drive has voltage rating of 480 AC (650 DC). "
62187,20G11BD1K2JN2NNNNN,"The 20G11BD1K2JN2NNNNN by AB comes with a rating of 1000 HP. This PowerFlex 755 VAC drive has the jumper on the drive. Additionally, it is in an IP20, NEMA/UL type 1, 23.6 in. deep enclosure type, has power requirements of 480VAC/650V DC, and no brake built into it. Also, this Allen Bradley drive has a rating of 1135 A. This adjustable frequency drive includes embedded Ethernet on the drive. "
62188,20G11BD1K2JN4NNNNN,"This AB 1135 A PF 755 AC drive comes with a horsepower ND output rating of 1000 HP (horsepower). Additionally, this drive comes with the CM cap jumper installed in the drive and is powered on with 480 AC (650 DC). This frequency drive comes with an enchanced LCD (full keypad) IP66 human interface module on the faceplate [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. This adjustable frequency drive includes embedded Ethernet I/P as part of the VFD. Also, it is enclosed in an IP20, NEMA/UL type 1 enclosure. "
62189,20G11BD1K3JN0NNNNN,"The AB 20G11BD1K3JN0NNNNN drive is a 1365A rated VFD. Also, it has no keypad, instead the drive comes with a blank HIM cover. This AC drive comes with a ND output rating of 1100 HP and ethernet communication included with the VFD. Additionally, it has an IP20, NEMA/UL type 1 enclosure. Furthermore, this VAC drive comes with no internal transistor on the VFD. "
62190,20G11BD1K3JN2NNNNN,"This AC drive by Allen-Bradley/Rockwell Automation comes with a HP ND output rating of 1100 horsepower. This PowerFlex 750 (PF755) AC drive comes with no braking transistor installed. This VFD has a full keypad and enhanced display (IP20) human interface module included on this drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. Additionally, it is a 1365A rated VAC drive, is powered on via 480 VAC or 650 VDC, and comes with an IP20, NEMA/UL type 1 enclosure rating. This PF755 AC drive in addition comes with a CM jumper installed in the drive. "
62191,20G11BD1K3JN4NNNNN,"This Rockwell Automation 1100 HP PF 755 variable frequency drive is a 1365A rated drive. Also, this variable frequency drive is contained in an IP20, NEMA/UL type 1, 23.6 in. deep enclosure type. Furthermore, this Allen-Bradley drive also has no dynamic braking transistor included on the drive. It includes Ethernet as part of the VFD. In addition, it has a CM cap connection jumper in the drive and comes with voltage rating of 480 VAC. "
62192,20G11BD1K4JN0NNNNN,"This AB 1250 HP (horsepower) PowerFlex 755 drive comes with a rating of 1420A. This VFD comes with Ethernet in the drive. In addition, this PF755 variable frequency drive utilizes 480 VAC or 650 VDC power to operate. Furthermore, this Allen-Bradley drive also comes with no internal transistor installed in the VFD. Additionally, it has a plastic cover instead of the interface however an interface module can be added, is contained in an IP20, NEMA/UL type 1, 23.6 in. deep enclosure type, and a CM cap connection jumper installed in the drive. "
62193,20G11BD1K4JN2NNNNN,"This Rockwell Automation 1250 HP PF 755 VAC drive comes with a rating of 1420A. Also, it comes with power requirements of 480 VAC or 650 VDC. This frequency drive is in an IP20, NEMA/UL type 1, 23.6 in. deep enclosure type, has embedded Ethernet I/P, and no braking transistor built into it. Furthermore, this module comes with a CM cap jumper included. This adjustable frequency drive comes with a LCD and numeric keypad (IP20) human interface module on the faceplate [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. "
62194,20G11BD1K4JN4NNNNN,"The AB 20G11BD1K4JN4NNNNN drive has a rating of 1420A. This frequency drive is a 1250 horsepower rated unit, has an IP20, NEMA/UL type 1 enclosure type rating, and a LCD with full keypad (IP66) human interface module installed on the cover [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. In addition, this PowerFlex 750 (PF755) AC drive has no internal transistor included. Also, this PF755 AC drive comes with the CM connection jumper included on the drive. It is powered by 480VAC/650V DC. "
62195,20G11BD1K5JN0NNNNN,"This PF 755 built by Allen Bradley comes with a HP ND output rating of 1350 horsepower. Additionally, it has a CM cap connection jumper included in the drive and includes one digital input built-in. This PF 755 VFD has an output rating of 1525 A. Furthermore, it has a blank HIM cover instead of the keypad module. Also, this PF 755 VAC drive has voltage rating of 480VAC/650V DC. "
62196,20G11BD1K5JN2NNNNN,"The 20G11BD1K5JN2NNNNN manufactured by Rockwell Automation is a 1350 horsepower rated drive. Furthermore, this drive comes with the CM jumper. This PF755 adjustable frequency drive in addition has an output rating of 1525 Amp. This VAC drive features ethernet communication built-in. This VAC drive uses 480 Volts AC to run, has a display/keypad (IP20) HIM unit installed on the front of the drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming, and an IP20, NEMA/UL type 1, 23.6 in. deep enclosure type rating. "
62197,20G11BD1K5JN4NNNNN,"This Rockwell Automation PowerFlex 755 drive has a horsepower rating of 1350 HP. This PowerFlex 750 (PF755) drive comes with Ethernet included in this VAC drive. This PowerFlex 755 frequency drive comes with the CM cap jumper on the drive. Additionally, it is a 1525 A rated VAC drive, comes with no internal transistor built into the drive, and is a 480 AC (650 DC) drive. This PowerFlex 755 variable frequency drive comes with an IP20, NEMA/UL type 1 (600 mm) enclosure rating. "
62198,20G11BD2K0JN0NNNNN,"This PowerFlex 755 constructed by Allen-Bradley/Rockwell Automation is a 1750 horsepower rated unit. It has no HIM, instead it comes with a blank HIM cover. This PowerFlex 750 (PF755) frequency drive is a 2070A rated VAC drive. Additionally, this PowerFlex 750 (PF755) frequency drive comes with no dynamic brake built into it. Also, this adjustable frequency drive comes with power requirements of 480 AC (650 DC) and is housed in an IP20, NEMA/UL type 1 (600 mm) enclosure. "
62199,20G11BD2K0JN2NNNNN,"This PF755 constructed by Allen-Bradley/Rockwell Automation has a horsepower rating of 1750 HP. This PowerFlex 750 (PF755) drive also is a 2070 Amp VFD. Additionally, this PF 755 variable frequency drive is contained in an IP20, NEMA/UL type 1 enclosure. It has the CM connection jumper installed. This PowerFlex 750 (PF755) VAC drive is a 480 Volts AC drive. "
62200,20G11BD2K0JN4NNNNN,"The AB 20G11BD2K0JN4NNNNN VAC drive has a horsepower rating of 1750 horsepower. This VFD is a 2070 A drive. Furthermore, this Allen-Bradley drive also is a 480 VAC or 650 VDC VFD. Also, it is housed in an IP20, NEMA/UL type 1, 23.6 in. deep enclosure, has embedded Ethernet I/P installed on the drive, and comes with no dynamic brake included. This VAC drive comes with a LCD display with keypad (IP66) HIM unit installed [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. "
62201,20G11BD800JN0NNNNN,"The 20G11BD800JN0NNNNN assembled by AB comes with a ND output rating of 700 HP. It comes with no dynamic brake in the drive. This PowerFlex 750 (PF755) variable frequency drive requires 480 VAC or 650 VDC power to run. Additionally, this VAC drive has an IP20, NEMA/UL type 1 (600 mm) rating and no keypad, instead it comes with a blank HIM cover. Also, this AB drive is a 800 A rated drive. "
62202,20G11BD800JN2NNNNN,"This drive by Allen-Bradley/Rockwell Automation has a HP ND output rating of 700 horsepower. Furthermore, this Allen-Bradley AC drive has one digital input in the drive. In addition, this drive comes with the jumper included on the drive and has power requirements of 480VAC/650V DC. This AC drive comes with an output rating of 800A. This drive has an IP20, NEMA/UL type 1 enclosure type. "
62203,20G11BD800JN4NNNNN,"This Allen Bradley 700 horsepower PowerFlex 750 (PF755) adjustable frequency drive is a 800 Amp drive. This VAC drive comes with the CM cap jumper in the drive and an IP20, NEMA/UL type 1, 23.6 in. deep. This AC drive is powered on by 480 Volts AC. This PF 755 AC drive comes with no brake built into it. In addition, this VFD has an enchanced LCD (full keypad) IP66 HIM unit installed on the front of the drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. "
62204,20G11BD960JN0NNNNN,"This PowerFlex 755 built by Rockwell Automation comes with an amperage rating of 960 A. In addition, it is enclosed in an IP20, NEMA/UL type 1 enclosure type, comes with the CM cap jumper installed in the drive, and has no HIM unit installed, instead the drive a blank HIM cover. This PowerFlex 750 (PF755) adjustable frequency drive uses 480 VAC (3 Phase) to run. Furthermore, this Allen-Bradley drive also comes with a HP ND output rating of 800 horsepower. This PowerFlex 755 frequency drive has embedded Ethernet built-in. "
62205,20G11BD960JN2NNNNN,"This PowerFlex 755 assembled by Allen-Bradley is a 960A rated VFD. Additionally, this adjustable frequency drive comes with ethernet communication and is housed in an IP20, NEMA/UL type 1 (600 mm) enclosure. This PF755 variable frequency drive in addition comes with a HP rating of 800 HP. This adjustable frequency drive has the CM cap jumper installed in the drive. It has no braking transistor included on the drive. "
62206,20G11BD960JN4NNNNN,"The Allen-Bradley 20G11BD960JN4NNNNN VFD is a 800 HP (horsepower) rated unit. It is a 960 A unit. Also, this PowerFlex 755 VAC drive has ethernet communication included. This variable frequency drive has the jumper installed, is a 480 VAC (3 Phase) unit, and an IP20, NEMA/UL type 1 (600 mm) enclosure type. Additionally, it has no internal transistor included on the drive. "
62207,20G11BE1K1JN0NNNNN,"The Allen-Bradley/Rockwell Automation 20G11BE1K1JN0NNNNN VFD is a 1100 HP rated drive. This PF 755 VAC drive includes 5 option slots on the VFD. Furthermore, this drive also has an amperage rating of 1110 Amp. Also, this VFD has no internal transistor installed in the VFD and is a 600 VAC (3 Phase) VFD. Additionally, this frequency drive comes with an IP20, NEMA/UL type 1 (600 mm) enclosure. "
62208,20G11BE1K1JN2NNNNN,"The Allen-Bradley/Rockwell Automation 20G11BE1K1JN2NNNNN adjustable frequency drive is a 1100 HP unit. Also, it has no dynamic brake on the VFD. Furthermore, it also has embedded Ethernet I/P. This VFD comes with a rating of 1110 Amp. In addition, it is powered by 600VAC/810V DC, is housed in an IP20, NEMA/UL type 1, 23.6 in. deep enclosure type, and has a CM cap jumper installed in the drive. "
62209,20G11BE1K1JN4NNNNN,"This Allen Bradley 1110A PowerFlex 755 VAC drive has a HP ND output rating of 1100 horsepower. This PF 755 AC drive comes with a LCD display with keypad (IP66) human interface module installed on this drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. It has no dynamic braking transistor built into the drive. This PowerFlex 750 (PF755) VAC drive also utilizes 600VAC/810V DC power to run. Additionally, this drive has a jumper included and is in an IP20, NEMA/UL type 1 (600 mm) enclosure. "
62210,20G11BE1K4JN0NNNNN,"This frequency drive made by Allen Bradley is a 1400 HP drive. Furthermore, this drive also comes with power requirements of 600VAC/810V DC. It is a 1430 Amp rated unit and features embedded Ethernet built-in. In addition, it has a jumper installed. Additionally, it has a blank cover instead of the keypad/LCD module. "
62211,20G11BE1K4JN2NNNNN,"This variable frequency drive manufactured by Rockwell Automation comes with an amperage rating of 1430 Amp. In addition, this Allen-Bradley/Rockwell Automation VAC drive is a 1400 horsepower drive. Also, this PowerFlex 750 (PF755) adjustable frequency drive has a LCD and numeric keypad (IP20) module included on the front of the drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. This PowerFlex 750 (PF755) frequency drive comes with voltage rating of 600VAC (810 DC). This VFD has an IP20, NEMA/UL type 1 (600 mm) rating and no dynamic brake. "
62212,20G11BE1K4JN4NNNNN,"This Allen Bradley PF755 variable frequency drive is a 1400 HP (horsepower) unit. In addition, this Allen-Bradley adjustable frequency drive comes with a LCD display with keypad (IP66) component on this drive [to allow for easy programming, to monitor the drive, to access and adjust settings or parameters, to adjust settings on the drive, to adjust parameters, to program this unit, in order to view faults/program, to program/view faults, to check the status of the drive, to monitor the vfd, in order to program this unit, to allow easy monitoring and programming. This variable frequency drive comes with no braking transistor built into it. Also, it utilizes 600 VAC power to operate and is in an IP20, NEMA/UL type 1 (600 mm) enclosure. This variable frequency drive is a 1430 A drive. "
62213,20G11BE595JN0NNNNN,"This Allen-Bradley/Rockwell Automation 600 HP (horsepower) PF 755 frequency drive is a 595 A VFD. This adjustable frequency drive comes with no braking transistor, is a 600 VAC or 810 VDC adjustrable frequency drive, and has no keypad unit included, instead it a blank cover. This PowerFlex 750 (PF755) frequency drive in addition comes with an IP20, NEMA/UL type 1, 23.6 in. deep enclosure type. It comes with ethernet communication included. This variable frequency drive has a CM cap jumper on the drive. "
