"product id","Part Number",Description
58720,1336S-A010-AA-ES4-HA2-L6,"This adjustable frequency drive made by Rockwell Automation is a 200-240 VAC VFD. This VFD comes with a B1/B2 frame size. This VFD has an IP 20 enclosure type. Additionally, this 1336 Plus AC drive is a 7.5 kW unit and comes with a nominal rating of 10 HP. In addition, this sensorless vector drive comes with the English and Spanish language included. "
13654,1336S-A010-AN-EN,"The Allen Bradley 1336S-A010-AN-EN 1336 Plus drive requires 200-240 VAC power. This AC drive has an IP 00 enclosure. Additionally, this sensorless vector drive comes with a nominal HP rating of 10 HP and is a 7.5 kilowatt unit. In addition, this drive has English on the drive. This adjustable frequency drive comes with a B1/B2 frame size. "
13655,1336S-A010-AN-EN4,"The Rockwell Automation 1336S-A010-AN-EN4 adjustable frequency drive is a 7.5 kilowatt unit. In addition, it is a 10 HP drive, is a 200-240 VAC adjustable frequency drive, and is contained in an IP 00 enclosure. Additionally, this 1336 Plus drive has an English module installed on the drive. This adjustable frequency drive has a B1/B2 frame size. "
13656,1336S-A010-AN-EN4-GM1-HA2-L5,"The 1336S-A010-AN-EN4-GM1-HA2-L5 manufactured by AB is a 10 HP unit. This adjustable frequency drive in addition is a 200-240 VAC adjustable frequency drive. Additionally, it has a rating of 7.5 kW. This 1336 Plus drive is contained in an IP 00 (open type) enclosure, has a programmer and controller with digital knob HIM module, and a 24 VAC or VDC card. This AC drive has a B1/B2 frame size. "
58784,1336S-A010-AN-ES4-HA1-L4,"The 1336S-A010-AN-ES4-HA1-L4 by Allen Bradley requires 200-240 VAC power. This drive is contained in an IP 00 (open type) enclosure. In addition, this 1336 Plus drive is a 7.5 kilowatt unit. This 1336 Plus drive comes with a programmer/controller with analog Pot human interface module included. This sensorless vector drive has a nominal horsepower rating of 10 HP, the English and Spanish language included, and is a size B1/B2 frame unit. "
13657,1336S-A020-AA-EN-B,"This Allen Bradley sensorless vector drive has a rating of 15 kW. This VFD additionally is a 200-240 VAC drive. This drive comes with an IP 20 (NEMA 1) enclosure, is a size C frame unit, and the English language. This drive in addition is a 20 HP drive. "
13658,1336S-A020-AA-EN4-HA1-L6,"This Allen-Bradley 20 HP 1336 Plus drive requires 200-240 VAC. This 1336 Plus drive has a 115 VAC or VDC option included. This AC drive additionally comes with a kW rating of 15 kW. In addition, it comes with a C frame size and an IP 20 enclosure. This adjustable frequency drive has English on the drive. "
13659,1336S-A020-AN-EN,"This 1336 Plus AC drive manufactured by Rockwell Automation comes with a nominal HP rating of 20 horsepower. This VFD is contained in an IP 00 enclosure. In addition, it is a 200-240 VAC adjustable frequency drive. Additionally, it is a 15 kilowatt AC drive. This adjustable frequency drive comes with English on the drive. "
13660,1336S-A025-AE-FR4,"This Allen-Bradley 1336 Plus drive is powered with 200-240 VAC. This 1336 Plus AC drive comes with the English/French language. It comes with a nominal rating of 25 HP and a rating of 18.5 kW. This VFD in addition is contained in an IP 20 (NEMA 1)/EMC enclosure. This VFD additionally comes with a C frame size. "
58319,1336S-A030-AA-EN,"This Rockwell Automation sensorless vector drive is a 30 HP drive. This drive additionally is powered with 200-240V AC. This sensorless vector drive has a kW rating of 22 kilowatt. In addition, it has an IP 20 enclosure type, a C frame size, and the English language. "
58358,1336S-A030-AA-EN4,"This Allen-Bradley/Rockwell Automation drive has power requirements of 200-240V AC. Additionally, it comes with a kW rating of 22 kW and a rating of 30 horsepower. This AC drive comes with an IP 20 enclosure type. In addition, it has a C frame size. This 1336 Plus drive comes with English on the drive. "
58783,1336S-AQF05-AE-EN-HA2-L6,"This adjustable frequency drive made by Allen Bradley is a 0.37 kW drive. In addition, it is powered with 200-240 VAC/310VDC. This drive has a programmer/controller with digital Pot human interface module installed. This 1336 Plus drive has an IP 20 (NEMA 1)/EMC enclosure type. Additionally, it is a 1/2 horsepower unit and comes with a 115 VAC or VDC option. "
13661,1336S-AQF10-AA-EN-HA2-L65,"This Allen Bradley AC drive comes with a HP rating of 1 horsepower. This drive has an IP 20 enclosure. This sensorless vector drive comes with an A1 frame size. This adjustable frequency drive comes with a rating of 0.75 kilowatt, is powered with 200-240V AC or 310V DC, and the English language included. This adjustable frequency drive in addition comes with a programmer/controller with digital Pot HIM module. "
58988,1336S-AQF10-AA-EN-HA2-L6E,"This Allen-Bradley/Rockwell Automation 1 HP AC drive is a 200-240 VAC/310VDC VFD. In addition, it comes with a kW rating of 0.75 kilowatt. This 1336 Plus drive has a 115 VAC or VDC and encoder feedback module installed. Additionally, this sensorless vector drive has English on the drive. This AC drive is contained in an IP 20 (NEMA 1) enclosure and comes with an A1 frame size. "
58718,1336S-AQF10-AA-EN-HAB-L6,"This Allen-Bradley/Rockwell Automation 200-240 VAC drive is a 0.75 kW unit. Additionally, it comes with a nominal rating of 1 HP. This drive comes with a blank HIM unit installed. In addition, it has an IP 20 enclosure. It comes with the English language and an A1 frame size. "
13662,1336S-AQF10-AA-EN-HCS2-L6E,"This AB 1 HP adjustable frequency drive requires 200-240 VAC. In addition, it comes with an A1 frame size and a 115 VAC or VDC with encoder feedback card installed. Additionally, this 1336 Plus AC drive has a rating of 0.75 kW. This 1336 Plus AC drive has an IP 20 enclosure. This sensorless vector drive has the English language included. "
58892,1336S-AQF10-AA-ES4-HA2-L4E,"This Rockwell Automation sensorless vector drive comes with a rating of 0.75 kW. This AC drive comes with a programmer/controller with digital Pot included. Additionally, it is powered with 200-240 VAC/310VDC and is a 1 HP unit. This drive comes with an A1 frame size. In addition, it comes with an English/Spanish unit included on the drive. "
58580,1336S-AQF10-AA-FR4-L6,"The Allen-Bradley/Rockwell Automation 1336S-AQF10-AA-FR4-L6 1336 Plus AC drive has a horsepower rating of 1 HP. This 1336 Plus drive requires 200-240 VAC/310VDC power, has the English and French language included, and an A1 frame size. This 1336 Plus drive has a 115V AC/DC module installed. Additionally, it has an IP 20 (NEMA 1) enclosure type. This 1336 Plus drive in addition comes with a kW rating of 0.75 kilowatt. "
58879,1336S-AQF10-AE-EN3-HA2-L5,"This VFD built by Rockwell Automation has a nominal rating of 1 HP. In addition, it is a size A1 frame unit. This adjustable frequency drive is contained in an IP 20 enclosure, has the English language installed, and a 24 VAC or VDC card installed. This adjustable frequency drive comes with a rating of 0.75 kW. This AC drive requires 200-240 VAC power. "
58878,1336S-AQF10-AN-EN-HA1-L6,"This Allen-Bradley/Rockwell Automation 1 horsepower 1336 Plus drive comes with a kW rating of 0.75 kW. In addition, it is contained in an IP 00 enclosure, has a programmer and controller with analog knob HIM unit installed, and a 115V AC/DC card installed. Additionally, it has English on the drive. This AC drive is a size A1 frame drive. This VFD is a 200-240 VAC/310VDC drive. "
59017,1336S-AQF10-AN-EN-HAS1-L6,"This AB 0.75 kW 1336 Plus drive comes with a nominal rating of 1 horsepower. Additionally, it is a size A1 frame drive. This sensorless vector drive comes with an English unit installed on the drive. It comes with a 115 VAC or VDC board and is contained in an IP 00 (open type) enclosure. In addition, this adjustable frequency drive has power requirements of 200-240 VAC/310VDC. "
58782,1336S-AQF20-AA-EN-HA1-L6,"The 1336S-AQF20-AA-EN-HA1-L6 built by AB is a 200-240 VAC adjustable frequency drive. This AC drive is a 2 HP unit. Additionally, it is a 1.5 kilowatt drive and has an English module included on the drive. This drive comes with an IP 20 enclosure. In addition, this VFD has an A2 frame size. "
58496,1336S-AQF20-AA-EN3,"The 1336S-AQF20-AA-EN3 made by Allen-Bradley/Rockwell Automation is a 200-240V AC or 310V DC adjustable frequency drive. In addition, it comes with a nominal rating of 2 horsepower. This AC drive is a 1.5 kW unit. This drive is a size A2 frame drive, comes with English on the drive, and is contained in an IP 20 (NEMA 1) enclosure. "
59002,1336S-AQF20-AA-EN30,"This Allen Bradley VFD comes with a rating of 1.5 kilowatt. In addition, this VFD has power requirements of 200-240 VAC. This 1336 Plus drive has an IP 20 (NEMA 1) enclosure. This adjustable frequency drive is a size A2 frame drive. Additionally, it has a nominal horsepower rating of 2 horsepower. "
58990,1336S-AQF20-AA-EN5-HA2-L6,"This drive built by Allen-Bradley has a rating of 2 horsepower. This 1336 Plus drive has a programmer and controller with digital knob installed, is contained in an IP 20 enclosure, and English on the drive. This 1336 Plus AC drive in addition has power requirements of 200-240V AC or 310V DC. This 1336 Plus AC drive is a 1.5 kilowatt AC drive. This drive additionally comes with an A2 frame size. "
58474,1336S-AQF20-AN-EN4,"This Allen-Bradley/Rockwell Automation 1336 Plus drive comes with a horsepower rating of 2 HP. This 1336 Plus drive in addition comes with an A2 frame size. It is a 1.5 kW AC drive and requires 200-240 VAC/310VDC power. Additionally, it is contained in an IP 00 (open type) enclosure. This sensorless vector drive has an English unit included on the drive. "
58628,1336S-AQF20-AN-EN4-HA2,"The 1336S-AQF20-AN-EN4-HA2 by Rockwell Automation is a 2 horsepower drive. In addition, this VFD is a 200-240 VAC VFD and is a 1.5 kilowatt AC drive. This 1336 Plus AC drive is contained in an IP 00 (open type) enclosure. Additionally, this drive is a size A2 frame drive. This drive comes with the English language installed. "
58505,1336S-AQF30-AA-EN,"This Allen Bradley 1336 Plus AC drive is a 2.2 kilowatt unit. This adjustable frequency drive is contained in an IP 20 enclosure. Additionally, this 1336 Plus drive has power requirements of 200-240 VAC/310VDC and comes with the English language installed. In addition, this VFD comes with a HP rating of 3 horsepower. This adjustable frequency drive has an A3 frame size. "
58797,1336S-AQF30-AA-EN-HA2-L6E,"This AB sensorless vector drive requires 200-240V AC or 310V DC power. This sensorless vector drive comes with a programmer/controller with digital Pot installed. This VFD is contained in an IP 20 (NEMA 1) enclosure. This VFD additionally is a 2.2 kilowatt unit. In addition, it is a 3 HP unit, has the English language installed, and a 115 VAC or VDC with encoder feedback board installed. "
58781,1336S-AQF30-AA-EN-HAB-L6,"The 1336S-AQF30-AA-EN-HAB-L6 manufactured by Allen-Bradley/Rockwell Automation has power requirements of 200-240 VAC/310VDC. Additionally, this drive is a 2.2 kilowatt AC drive and is a 3 HP unit. This 1336 Plus drive comes with an English unit installed on the drive. This 1336 Plus drive has an IP 20 (NEMA 1) enclosure type. In addition, this 1336 Plus AC drive is a size A3 frame drive. "
59004,1336S-AQF30-AA-EN10,"The Allen-Bradley 1336S-AQF30-AA-EN10 adjustable frequency drive is a 200-240 VAC drive. In addition, it has a nominal horsepower rating of 3 horsepower, an English unit on the drive, and an A3 frame size. This 1336 Plus drive has an IP 20 (NEMA 1) enclosure type. Additionally, this drive has a kW rating of 2.2 kilowatt. "
13663,1336S-AQF30-AA-EN3-L4E,"This Allen-Bradley VFD is powered with 200-240 VAC. Additionally, it is a 3 HP unit and comes with a rating of 2.2 kW. In addition, it is a size A3 frame unit. This 1336 Plus AC drive comes with an English unit installed on the drive. This sensorless vector drive comes with an IP 20 (NEMA 1) enclosure type. "
13664,1336S-AQF30-AA-EN4,"This Allen-Bradley/Rockwell Automation 200-240V AC or 310V DC AC drive is a 3 horsepower unit. Additionally, this 1336 Plus AC drive is contained in an IP 20 enclosure. It comes with a rating of 2.2 kW and an English module included on the drive. This 1336 Plus AC drive is a size A3 frame unit. "
58808,1336S-AQF30-AA-EN4-AA1-L4,"The 1336S-AQF30-AA-EN4-AA1-L4 made by Rockwell Automation is powered with 200-240 VAC. This VFD additionally is a 3 HP drive. It is a size A3 frame drive and has the English language installed. This sensorless vector drive has a rating of 2.2 kW. In addition, this AC drive comes with a TTL contact option. "
58810,1336S-AQF30-AN-EN4-HA1-L4,"This Allen-Bradley/Rockwell Automation 1336 Plus drive has power requirements of 200-240 VAC/310VDC. In addition, it has a kW rating of 2.2 kilowatt. This drive has an A3 frame size. Additionally, this drive is contained in an IP 00 enclosure and comes with the English language included. This sensorless vector drive is a 3 HP drive. "
13665,1336S-AQF50-AA-EN,"The 1336S-AQF50-AA-EN made by Allen-Bradley has power requirements of 200-240 VAC/310VDC. This 1336 Plus AC drive is a size A3 frame drive. This VFD comes with a nominal rating of 5 horsepower and is a 3.7 kilowatt unit. Additionally, it has the English language installed. In addition, it is contained in an IP 20 enclosure. "
58702,1336S-AQF50-AA-EN-HA1-L4,"This Allen-Bradley 3.7 kilowatt VFD is a 5 horsepower drive. It comes with an A3 frame size and is contained in an IP 20 (NEMA 1) enclosure. This adjustable frequency drive has a TTL contact card installed. This sensorless vector drive has an English unit on the drive. In addition, it is powered with 200-240 VAC. "
58717,1336S-AQF50-AA-EN-HAP-L4,"The Rockwell Automation 1336S-AQF50-AA-EN-HAP-L4 1336 Plus drive has a nominal HP rating of 5 HP. This VFD comes with an A3 frame size. In addition, it has a rating of 3.7 kilowatt and is powered with 200-240 VAC. Additionally, it has a TTL contact option. This 1336 Plus AC drive comes with the English language. "
58831,1336S-AQF50-AA-EN-HAS2-L4,"The 1336S-AQF50-AA-EN-HAS2-L4 built by Rockwell Automation is a 5 horsepower unit. This adjustable frequency drive has a TTL contact card included. In addition, this VFD comes with an IP 20 enclosure. This sensorless vector drive comes with a rating of 3.7 kilowatt, is powered with 200-240V AC or 310V DC, and the English language. Additionally, this 1336 Plus drive is a size A3 frame drive. "
13666,1336S-AQF50-AA-EN-L5,"This AB 1336 Plus AC drive requires 200-240 VAC. This drive has an IP 20 (NEMA 1) enclosure type. This 1336 Plus drive has a 24V AC/DC module included. Additionally, it comes with a kW rating of 3.7 kilowatt. In addition, this sensorless vector drive is a 5 horsepower unit. "
58473,1336S-AQF50-AA-EN4,"This drive made by Allen-Bradley has a rating of 3.7 kilowatt. This 1336 Plus drive additionally comes with a rating of 5 horsepower. This 1336 Plus AC drive is contained in an IP 20 (NEMA 1) enclosure. This adjustable frequency drive comes with English on the drive. This adjustable frequency drive in addition has power requirements of 200-240V AC or 310V DC. "
64487,1336S-AQF50-AA-EN4-HA1,"This Rockwell Automation 200-240 VAC/310VDC sensorless vector drive comes with a rating of 5 horsepower. This drive comes with a programmer and controller with analog knob HIM unit, is contained in an IP 20 (NEMA 1) enclosure, and is a size A3 frame unit. This 1336 Plus AC drive has the English language included. This VFD comes with a rating of 3.7 kW. "
13667,1336S-AQF50-AA-EN4-HA2,"The Rockwell Automation 1336S-AQF50-AA-EN4-HA2 adjustable frequency drive requires 200-240 VAC power. In addition, it is a 5 HP drive, is a size A3 frame drive, and has an English module installed on the drive. This 1336 Plus drive has an IP 20 (NEMA 1) enclosure. This adjustable frequency drive comes with a programmer/controller with digital Pot included. Additionally, it has a kW rating of 3.7 kW. "
13668,1336S-AQF50-AA-EN4-HA2-L4E,"This Allen-Bradley AC drive is powered with 200-240 VAC. This adjustable frequency drive in addition has a kW rating of 3.7 kilowatt. Additionally, this adjustable frequency drive has a programmer/controller with digital Pot HIM unit installed. It is a 5 HP drive and has an A3 frame size. This sensorless vector drive comes with the English language included. "
58615,1336S-AQF50-AA-EN4-L6,"This adjustable frequency drive built by Allen-Bradley has a nominal horsepower rating of 5 HP. This sensorless vector drive comes with English on the drive. This drive is contained in an IP 20 enclosure. This adjustable frequency drive comes with a 115 VAC or VDC module. This drive requires 200-240 VAC/310VDC power and comes with a kW rating of 3.7 kW. "
58472,1336S-AQF50-AE-DE4,"This Allen-Bradley 200-240V AC or 310V DC 1336 Plus drive has a nominal rating of 5 horsepower. In addition, this adjustable frequency drive comes with an English/German module included on the drive. It has a kW rating of 3.7 kilowatt and an IP 20 enclosure type. Additionally, this sensorless vector drive has an A3 frame size. "
58444,1336S-AQF50-AE-FR4,"This AB 200-240 VAC adjustable frequency drive is a 5 horsepower unit. In addition, it comes with an IP 20 (NEMA 1)/EMC enclosure type. This drive comes with English and French on the drive and an A3 frame size. Additionally, this drive is a 3.7 kW drive. "
58410,1336S-AQF50-AN-EN,"This AB sensorless vector drive has a kW rating of 3.7 kilowatt. Additionally, this VFD comes with English on the drive and is a size A3 frame unit. This sensorless vector drive in addition is powered with 200-240V AC or 310V DC. This AC drive has a rating of 5 horsepower. This 1336 Plus AC drive is contained in an IP 00 (open type) enclosure. "
64489,1336S-AQF50-AN-EN-L4,"This Allen-Bradley AC drive is a 200-240V AC or 310V DC adjustable frequency drive. This VFD comes with an English module on the drive. It has a HP rating of 5 HP and is a 3.7 kW unit. Additionally, this adjustable frequency drive is a size A3 frame drive. This sensorless vector drive in addition has an IP 00 (open type) enclosure type. "
58504,1336S-AQF50-AN-EN3,"The 1336S-AQF50-AN-EN3 by AB is powered with 200-240 VAC/310VDC. In addition, it has an English unit included on the drive. It comes with a rating of 3.7 kW and a rating of 5 horsepower. This 1336 Plus AC drive comes with an IP 00 enclosure. Additionally, it comes with an A3 frame size. "
59003,1336S-AQF50-AN-EN30,"The Allen-Bradley 1336S-AQF50-AN-EN30 VFD has a nominal HP rating of 5 HP. This AC drive additionally is powered with 200-240V AC or 310V DC. In addition, it comes with a kW rating of 3.7 kilowatt, an A3 frame size, and English on the drive. This drive has an IP 00 enclosure type. "
58877,1336S-AQF50-AN-EN4-HAP-L4,"This AB AC drive has a kW rating of 3.7 kilowatt. This AC drive is a size A3 frame unit. Additionally, this sensorless vector drive is contained in an IP 00 (open type) enclosure. In addition, it is a 5 HP unit, is a 200-240 VAC/310VDC drive, and has English on the drive. This VFD comes with a TTL contact board. "
58614,1336S-AQF50-AN-EN4-L6,"This Allen-Bradley 200-240V AC or 310V DC adjustable frequency drive is a 3.7 kilowatt drive. In addition, this AC drive comes with a 115V AC/DC card installed. This 1336 Plus drive comes with a nominal rating of 5 HP and an English module installed on the drive. This adjustable frequency drive additionally is a size A3 frame unit. This adjustable frequency drive has an IP 00 enclosure type. "
58471,1336S-AQF50-AN-EN5,"This Rockwell Automation 200-240V AC or 310V DC drive is a 3.7 kilowatt unit. Additionally, it is a 5 horsepower drive. It is contained in an IP 00 enclosure and has an A3 frame size. In addition, this sensorless vector drive has English on the drive. "
58446,1336S-AQF50-AN-FR4,"The Allen-Bradley/Rockwell Automation 1336S-AQF50-AN-FR4 1336 Plus drive is powered with 200-240 VAC/310VDC. Additionally, this 1336 Plus drive is a 3.7 kW unit and comes with an A3 frame size. This adjustable frequency drive has the English and French language installed. This adjustable frequency drive has an IP 00 (open type) enclosure type. This drive in addition is a 5 horsepower unit. "
58418,1336S-B007-AA-DE4,"This 1336 Plus AC drive made by Rockwell Automation has power requirements of 380-480 VAC. This sensorless vector drive comes with English/German on the drive. This sensorless vector drive is contained in an IP 20 enclosure. Additionally, this adjustable frequency drive is a 7.5 HP unit and comes with a kW rating of 5.5 kW. This sensorless vector drive in addition is a size B1/B2 frame unit. "
58690,1336S-B007-AA-DE4-HA1-L5,"This Allen-Bradley 1336 Plus AC drive is a 5.5 kilowatt AC drive. Additionally, it has a 24V AC/DC option installed. This AC drive has an IP 20 enclosure type. In addition, this 1336 Plus AC drive requires 380-480 VAC. This VFD has a rating of 7.5 horsepower, an English/German module included on the drive, and is a size B1/B2 frame unit. "
13669,1336S-B007-AA-EN,"This AB 380-480V AC drive has a HP rating of 7.5 horsepower. Additionally, it is a 5.5 kW unit. In addition, this drive has an IP 20 (NEMA 1) enclosure type and English on the drive. This adjustable frequency drive comes with a B1/B2 frame size. "
58904,1336S-B007-AA-EN-GM1-HA2-L6,"This Allen-Bradley/Rockwell Automation 5.5 kilowatt 1336 Plus drive has a nominal rating of 7.5 HP. Additionally, it requires 380-480V AC. This 1336 Plus AC drive comes with a programmer/controller with digital Pot HIM unit installed. In addition, it comes with a B1/B2 frame size and the English language installed. This 1336 Plus drive comes with an IP 20 (NEMA 1) enclosure. "
58703,1336S-B007-AA-EN-GM1-L6E,"The Allen-Bradley/Rockwell Automation 1336S-B007-AA-EN-GM1-L6E 1336 Plus AC drive has a nominal horsepower rating of 7.5 horsepower. This 1336 Plus AC drive is a size B1/B2 frame unit. This AC drive comes with an IP 20 (NEMA 1) enclosure type. Additionally, it is a 5.5 kW AC drive. In addition, this sensorless vector drive is a 380-480 VAC drive and comes with English on the drive. "
13670,1336S-B007-AA-EN-HA1-L6E,"This Allen Bradley 7.5 HP 1336 Plus drive requires 380-480V AC power. This sensorless vector drive comes with the English language installed. In addition, this drive comes with a rating of 5.5 kilowatt and is contained in an IP 20 enclosure. This drive has a programmer/controller with analog Pot HIM unit installed. This adjustable frequency drive additionally is a size B1/B2 frame unit. "
13671,1336S-B007-AA-EN-HA2-L6,"This adjustable frequency drive manufactured by Allen-Bradley comes with a nominal horsepower rating of 7.5 horsepower. This adjustable frequency drive has a B1/B2 frame size. This AC drive additionally has a kW rating of 5.5 kW. In addition, this 1336 Plus AC drive comes with a 115 VAC or VDC board. This adjustable frequency drive requires 380-480 VAC and comes with English on the drive. "
58686,1336S-B007-AA-EN-HAP-L5,"This Allen-Bradley/Rockwell Automation VFD is powered with 380-480 VAC. This 1336 Plus AC drive comes with an English module included on the drive. In addition, it comes with a kW rating of 5.5 kW. It comes with a nominal HP rating of 7.5 HP and is contained in an IP 20 (NEMA 1) enclosure. Additionally, this VFD has a B1/B2 frame size. "
58503,1336S-B007-AA-EN-L5,"The Allen Bradley 1336S-B007-AA-EN-L5 drive requires 380-480 VAC power. In addition, it is a 7.5 HP unit, comes with an IP 20 (NEMA 1) enclosure, and English on the drive. This 1336 Plus drive has a 24 VAC or VDC card included. Additionally, it is a 5.5 kilowatt drive. This sensorless vector drive comes with a B1/B2 frame size. "
58482,1336S-B007-AA-EN-L6,"This VFD made by Allen-Bradley requires 380-480 VAC power. Additionally, it has English on the drive. It is a 5.5 kW AC drive and has a HP rating of 7.5 HP. In addition, this 1336 Plus AC drive comes with an IP 20 (NEMA 1) enclosure type. This VFD is a size B1/B2 frame unit. "
58409,1336S-B007-AA-EN3,"The Rockwell Automation 1336S-B007-AA-EN3 AC drive is a 5.5 kilowatt unit. This 1336 Plus AC drive comes with a horsepower rating of 7.5 HP, English on the drive, and is a size B1/B2 frame unit. In addition, this VFD is a 380-480V AC adjustable frequency drive. Additionally, this drive has an IP 20 enclosure type. "
58408,1336S-B007-AA-EN4,"The AB 1336S-B007-AA-EN4 AC drive has a kW rating of 5.5 kilowatt. This 1336 Plus AC drive comes with English on the drive. This 1336 Plus drive comes with a B1/B2 frame size. This AC drive additionally is a 7.5 horsepower unit. In addition, it requires 380-480 VAC. "
