"product id","Part Number",Description
15350,1336F-A007-AE-EN-L6,"This Allen-Bradley 7.5 horsepower AC drive is powered with 200-240 VAC. This drive is a 5.5 kilowatt AC drive and is contained in an IP 20 (NEMA 1) and EMC enclosure. It is a size B1/B2 frame Adjustable Frequency drive. This AC drive in addition has a 115V AC board. Additionally, this AB 1336 Plus II AC drive has English on the drive. "
15351,1336F-A007-AE-IT,"This Allen-Bradley 200-240 VAC VFD is a 5.5 kilowatt unit. In addition, it comes with a B1/B2 frame size and is contained in an IP 20 (NEMA 1) and EMC enclosure. This 1336 Plus II AC drive comes with the Italian language included. This VFD is a 7.5 HP unit. "
59409,1336F-A007-AJ-EN-L6,"The 1336F-A007-AJ-EN-L6 manufactured by Rockwell Automation is a 200-240V AC drive. This 1336 Plus II AC drive is contained in an IP 54 (NEMA 12) enclosure. This VFD comes with a B1/B2 frame size. In addition, this 1336 Plus II drive comes with English on the drive. It is a 7.5 horsepower drive and is a 5.5 kilowatt drive. "
15416,1336F-A007-AN-DE,"This Rockwell Automation 1336 Plus II AC drive is powered with 200-240V AC. Additionally, this 1336 Plus II AC drive is a 7.5 HP drive. In addition, it is a 5.5 kilowatt AC drive. This 1336 Plus II AC drive has the German language included. This 1336 Plus II AC drive is a size B1/B2 frame 1336 Plus II drive and comes with an IP 00 (Open) enclosure type. "
15352,1336F-A007-AN-EN,"The 1336F-A007-AN-EN manufactured by Allen-Bradley is a 200-240 VAC adjustable frequency drive. This Adjustable Frequency drive is a 5.5 kW drive. In addition, this Adjustable Frequency drive is a 7.5 horsepower unit. Additionally, it has the English language installed, is a size B1/B2 frame AC drive, and an IP 00 (Open) enclosure. "
59439,1336F-A007-AN-EN-HASP-L4,"This Adjustable Frequency drive manufactured by Allen Bradley is a 7.5 HP unit. In addition, this VFD comes with an IP 00 (Open) enclosure type. This VFD comes with a TTL contact module included. It is powered with 200-240 VAC and is a 5.5 kW AC drive. Additionally, this Allen-Bradley VFD is a size B1/B2 frame drive. "
15353,1336F-A007-AN-EN-L4,"This Rockwell Automation 7.5 HP Adjustable Frequency drive is a 200-240V AC VFD. It comes with an IP 00 (Open) enclosure. Additionally, this 1336 Plus II AC drive comes with a B1/B2 frame size and the English language installed. This 1336 Plus II drive is a 5.5 kilowatt AC drive. In addition, this drive comes with a TTL contact option included. "
15354,1336F-A007-AN-EN-L5-,"This 1336 Plus II AC drive built by Allen-Bradley is a 7.5 HP drive. This AC drive has a B1/B2 frame size. Additionally, this VFD is contained in an IP 00 (Open) enclosure. This VFD has English on the drive. It is powered with 200-240V AC and is a 5.5 kilowatt AC drive. "
15355,1336F-A007-AN-EN-L6,"This AC drive manufactured by AB is powered with 200-240 VAC. Additionally, this AB 1336 Plus II AC drive comes with English on the drive. It is a 7.5 HP drive and has a B1/B2 frame size. In addition, this 1336 Plus II AC drive is a 5.5 kilowatt AC drive. This 1336 Plus II drive has an IP 00 (Open) enclosure. "
15356,1336F-A007-AN-IT,"The AB 1336F-A007-AN-IT AC drive is powered with 200-240 VAC. In addition, it comes with the Italian language installed. This 1336 Plus II AC drive has a B1/B2 frame size. Additionally, this Adjustable Frequency drive is a 7.5 HP unit. It is a 5.5 kilowatt drive and is contained in an IP 00 (Open) enclosure. "
15357,1336F-A007-AX-EN-L6,"The Rockwell Automation 1336F-A007-AX-EN-L6 AC drive requires 200-240V AC. Furthermore, it comes with English on the drive. This 1336 Plus II drive in addition is a 5.5 kilowatt drive. This AC drive is a 7.5 horsepower drive, is a size B1/B2 frame Adjustable Frequency drive, and comes with a 115V AC board. "
15358,1336F-A010-AA-DE,"This AB 200-240 VAC VFD is a 7.5 kilowatt unit. This VFD has German on the drive. In addition, this AC drive is contained in an IP 20 (NEMA 1) enclosure and is a size B1/B2 frame drive. Additionally, this VFD is a 10 HP drive. "
15162,1336F-A010-AA-EN,"This Allen-Bradley 10 horsepower VFD has power requirements of 200-240V AC. This 1336 Plus II AC drive has an IP 20 (NEMA 1) enclosure type. It is a size B1/B2 frame drive. Additionally, this Allen Bradley VFD comes with English on the drive. In addition, this AB AC drive is a 7.5 kW drive. "
15359,1336F-A010-AA-EN-HAS,"This Allen-Bradley 10 HP AC drive has power requirements of 200-240V AC. Additionally, it is a 7.5 kW unit. In addition, this AC drive is a size B1/B2 frame drive and has the English language. This drive is contained in an IP 20 (NEMA 1) enclosure. "
59466,1336F-A010-AA-EN-HAS1-L6,"This Rockwell Automation 200-240 VAC drive is a 7.5 kW drive. This VFD comes with a B1/B2 frame size. This Adjustable Frequency drive is a 10 HP drive and has English on the drive. Furthermore, this drive is contained in an IP 20 (NEMA 1) enclosure. In addition, this VFD comes with a programmer/controller with analog pot human interface module. "
59465,1336F-A010-AA-EN-HAS2-L6,"The 1336F-A010-AA-EN-HAS2-L6 manufactured by Allen-Bradley has power requirements of 200-240V AC. In addition, this Allen Bradley drive is a 10 horsepower drive. This VFD comes with an IP 20 (NEMA 1) enclosure. Additionally, it comes with a B1/B2 frame size and a programmer/controller with digital pot human interface module. It is a 7.5 kilowatt unit. "
59464,1336F-A010-AA-EN-HASP-L5,"This AB 10 HP 1336 Plus II drive has power requirements of 200-240V AC. This 1336 Plus II drive is a size B1/B2 frame VFD and comes with the English language included. This AC drive is a 7.5 kilowatt drive. This AC drive has a 24V AC or DC card. This 1336 Plus II AC drive in addition comes with an IP 20 (NEMA 1) enclosure. "
15163,1336F-A010-AA-EN-HCS1,"The 1336F-A010-AA-EN-HCS1 manufactured by Allen-Bradley is a 7.5 kilowatt drive. Additionally, this 1336 Plus II AC drive comes with an IP 20 (NEMA 1) enclosure. In addition, this 1336 Plus II drive has power requirements of 200-240 VAC. This drive is a 10 horsepower unit and has a B1/B2 frame size. This 1336 Plus II AC drive has English on the drive. "
15360,1336F-A010-AA-EN-L4,"This drive by Rockwell Automation has power requirements of 200-240V AC. This drive comes with a TTL contact board included. In addition, this AC drive comes with an IP 20 (NEMA 1) enclosure. Additionally, this Adjustable Frequency drive is a 10 HP drive. It is a 7.5 kilowatt drive and has the English language. "
15361,1336F-A010-AA-EN-L5,"This drive built by AB is a 7.5 kilowatt AC drive. In addition, it is a size B1/B2 frame drive. This 1336 Plus II AC drive is a 10 HP unit. This 1336 Plus II drive is contained in an IP 20 (NEMA 1) enclosure. This AC drive has power requirements of 200-240V AC, comes with a 24V AC or DC module, and the English language. "
15362,1336F-A010-AA-EN-L6,"The AB 1336F-A010-AA-EN-L6 drive is a 10 HP unit. This VFD requires 200-240 VAC power and is a 7.5 kW unit. This VFD comes with the English language installed. This Adjustable Frequency drive additionally comes with a 115V AC module installed. This drive has a B1/B2 frame size. "
15363,1336F-A010-AA-IT,"The Rockwell Automation 1336F-A010-AA-IT AC drive has power requirements of 200-240V AC. It is a 7.5 kilowatt AC drive and is a 10 horsepower unit. This AC drive is contained in an IP 20 (NEMA 1) enclosure. This 1336 Plus II drive in addition comes with the Italian language. This VFD is a size B1/B2 frame AC drive. "
15364,1336F-A010-AE-DE,"This 1336 Plus II drive manufactured by Allen Bradley requires 200-240V AC power. Additionally, it has an IP 20 (NEMA 1) and EMC enclosure type and a B1/B2 frame size. In addition, this Allen-Bradley 1336 Plus II AC drive has the German language. This VFD is a 7.5 kilowatt unit. This 1336 Plus II drive is a 10 horsepower unit. "
15365,1336F-A010-AE-EN,"The Allen-Bradley 1336F-A010-AE-EN drive has power requirements of 200-240 VAC. This AC drive has English on the drive. In addition, it is a 7.5 kilowatt unit, is a 10 HP unit, and is contained in an IP 20 (NEMA 1) and EMC enclosure. This drive is a size B1/B2 frame AC drive. "
59444,1336F-A010-AE-EN-HCS1-L6,"This Rockwell Automation drive is a 200-240 VAC adjustable frequency drive. This drive comes with the English language installed. Additionally, this VFD is a 7.5 kW AC drive. Furthermore, it comes with a 115V AC module installed. In addition, this drive is a 10 horsepower unit and comes with a B1/B2 frame size. "
15366,1336F-A010-AE-IT,"This 1336 Plus II AC drive by AB is a 10 HP drive. In addition, this 1336 Plus II drive has the Italian language included. This Adjustable Frequency drive is a 7.5 kW unit, is contained in an IP 20 (NEMA 1) and EMC enclosure, and has a B1/B2 frame size. Additionally, this Adjustable Frequency drive is powered with 200-240V AC. "
15367,1336F-A010-AJ,"This Allen Bradley 200-240V AC Adjustable Frequency drive is a 10 HP drive. This 1336 Plus II drive is a size B1/B2 frame 1336 Plus II drive. Furthermore, this module also is a 7.5 kW drive. It has an IP 54 (NEMA 12) enclosure. "
15368,1336F-A010-AN-DE,"The Allen-Bradley 1336F-A010-AN-DE Adjustable Frequency drive is a 10 HP unit. In addition, it has power requirements of 200-240 VAC, is a 7.5 kilowatt drive, and a B1/B2 frame size. This drive comes with the German language. This 1336 Plus II AC drive additionally comes with an IP 00 (Open) enclosure. "
15369,1336F-A010-AN-EN,"This VFD manufactured by Allen Bradley has power requirements of 200-240 VAC. This 1336 Plus II AC drive is a 10 horsepower drive, is a 7.5 kilowatt AC drive, and is contained in an IP 00 (Open) enclosure. This 1336 Plus II drive in addition has a B1/B2 frame size. Additionally, this Adjustable Frequency drive comes with the English language. "
15370,1336F-A010-AN-EN-GM,"The Rockwell Automation 1336F-A010-AN-EN-GM AC drive requires 200-240V AC power. This 1336 Plus II AC drive comes with English on the drive and a B1/B2 frame size. This 1336 Plus II AC drive is a 7.5 kilowatt unit. In addition, this drive has an IP 00 (Open) enclosure type. It is a 10 horsepower drive. "
59470,1336F-A010-AN-EN-HAS2-L4E,"The 1336F-A010-AN-EN-HAS2-L4E made by Allen Bradley is a 10 HP drive. This AC drive is contained in an IP 00 (Open) enclosure. This AC drive requires 200-240 VAC, comes with a TTL contact and encoder feedback option, and a B1/B2 frame size. Additionally, this 1336 Plus II drive has English on the drive. In addition, this Adjustable Frequency drive is a 7.5 kilowatt drive. "
59438,1336F-A010-AN-EN-HAS2-L6,"The 1336F-A010-AN-EN-HAS2-L6 manufactured by Allen Bradley is a 200-240 VAC VFD. This AC drive additionally is a 10 HP unit. In addition, this 1336 Plus II AC drive is contained in an IP 00 (Open) enclosure. This 1336 Plus II drive has a 115V AC module installed. It is a 7.5 kilowatt drive and has a programmer/controller with digital pot HIM unit included. "
15164,1336F-A010-AN-EN-L4,"This Allen-Bradley 200-240V AC 1336 Plus II AC drive is a 7.5 kilowatt drive. This AC drive comes with a TTL contact option. Additionally, it is a 10 HP drive, has the English language included, and is contained in an IP 00 (Open) enclosure. In addition, it has a B1/B2 frame size. "
15371,1336F-A010-AN-EN-L5,"This AB drive is a 10 HP drive. This 1336 Plus II drive comes with an IP 00 (Open) enclosure, English on the drive, and a 24V AC or DC board. This AC drive requires 200-240 VAC. It is a size B1/B2 frame 1336 Plus II drive. Additionally, this 1336 Plus II AC drive is a 7.5 kilowatt AC drive. "
15372,1336F-A010-AN-EN-L6,"This Allen-Bradley 1336 Plus II AC drive is a 200-240 VAC VFD. This Adjustable Frequency drive is a 10 HP drive, is a 7.5 kW AC drive, and comes with a 115V AC option included. In addition, this 1336 Plus II drive is contained in an IP 00 (Open) enclosure. This 1336 Plus II AC drive comes with English on the drive. This Adjustable Frequency drive additionally is a size B1/B2 frame AC drive. "
15373,1336F-A010-AN-EN-LA2,"This 1336 Plus II AC drive made by AB is powered with 200-240V AC. Additionally, it is a 10 HP drive, is a 7.5 kW drive, and is a size B1/B2 frame 1336 Plus II drive. Furthermore, this module has English on the drive. This 1336 Plus II drive is contained in an IP 00 (Open) enclosure. "
15374,1336F-A010-AN-IT,"This AB 200-240 VAC Adjustable Frequency drive is a 10 HP drive. In addition, it is contained in an IP 00 (Open) enclosure. This 1336 Plus II drive comes with the Italian language. Additionally, this VFD is a 7.5 kW AC drive and is a size B1/B2 frame 1336 Plus II drive. "
15375,1336F-A010-AX-EN-L6,"This VFD by AB is a 200-240V AC VFD. Additionally, this VFD has a 115V AC module included. This drive is a 7.5 kilowatt unit. In addition, this 1336 Plus II drive is a 10 HP unit and comes with English on the drive. Furthermore, this unit comes with a B1/B2 frame size. "
15376,1336F-A015-AA-DE,"This AB drive requires 200-240V AC. It has an IP 20 (NEMA 1) enclosure type and is a size B1/B2 frame AC drive. It comes with the German language included. This drive in addition is a 11 kW unit. Additionally, this 1336 Plus II drive is a 15 horsepower unit. "
15377,1336F-A015-AA-EN,"This AC drive built by Allen Bradley is a 15 HP drive. This drive requires 200-240 VAC power. This drive is a 11 kW unit. This Adjustable Frequency drive comes with an IP 20 (NEMA 1) enclosure type, is a size B1/B2 frame AC drive, and English on the drive. "
15378,1336F-A015-AA-EN-GM,"The Allen-Bradley 1336F-A015-AA-EN-GM 1336 Plus II drive is a 11 kW unit. This drive is contained in an IP 20 (NEMA 1) enclosure. It is a 200-240V AC adjustable frequency drive. Additionally, this 1336 Plus II AC drive has a B1/B2 frame size. In addition, this drive is a 15 horsepower unit. "
15379,1336F-A015-AA-EN-HAS,"This 1336 Plus II AC drive manufactured by Rockwell Automation is a 200-240 VAC VFD. Furthermore, this Allen-Bradley drive is a 15 horsepower drive. This drive is a size B1/B2 frame Adjustable Frequency drive. It is a 11 kilowatt unit and comes with an IP 20 (NEMA 1) enclosure type. Additionally, this AC drive comes with English on the drive. "
59463,1336F-A015-AA-EN-HAS1-L6,"This Rockwell Automation 1336 Plus II drive is powered with 200-240V AC. This 1336 Plus II drive is a 15 HP unit. Additionally, it is a 11 kW unit and has a 115V AC card installed. This 1336 Plus II AC drive is a size B1/B2 frame 1336 Plus II AC drive. In addition, this Allen-Bradley Adjustable Frequency drive is contained in an IP 20 (NEMA 1) enclosure. "
15380,1336F-A015-AA-EN-L4,"This Allen-Bradley 1336 Plus II drive is powered with 200-240 VAC. This AC drive is a 15 HP drive. This 1336 Plus II drive has a TTL contact card. In addition, it is a 11 kW unit. This 1336 Plus II drive has the English language, an IP 20 (NEMA 1) enclosure type, and a B1/B2 frame size. "
15381,1336F-A015-AA-EN-L6,"This Adjustable Frequency drive made by Rockwell Automation is a 15 horsepower drive. This drive in addition is contained in an IP 20 (NEMA 1) enclosure. It comes with English on the drive. Additionally, it is a 11 kilowatt unit, is powered with 200-240V AC, and comes with a 115V AC card installed. This VFD comes with a B1/B2 frame size. "
15382,1336F-A015-AA-ES-HCS,"The Allen-Bradley 1336F-A015-AA-ES-HCS drive requires 200-240 VAC power. Additionally, it is a 15 horsepower unit and is a 11 kilowatt drive. This VFD is a size B1/B2 frame Adjustable Frequency drive. This drive comes with Spanish on the drive. It is contained in an IP 20 (NEMA 1) enclosure. "
15383,1336F-A015-AE-EN,"This Rockwell Automation VFD is a 11 kilowatt AC drive. This 1336 Plus II AC drive in addition is a 15 HP unit. This Adjustable Frequency drive is contained in an IP 20 (NEMA 1) and EMC enclosure, has English on the drive, and is a size B1/B2 frame Adjustable Frequency drive. Additionally, this drive is a 200-240 VAC VFD. "
15384,1336F-A015-AN-EN-L6,"This Rockwell Automation 11 kW Adjustable Frequency drive has power requirements of 200-240 VAC. This VFD has a 115V AC card included. This Adjustable Frequency drive is contained in an IP 00 (Open) enclosure. Additionally, it is a 15 HP drive, has the English language, and a B1/B2 frame size. "
59520,1336F-A015-AN-IT,"This AB VFD is powered with 200-240 VAC. It is contained in an IP 00 (Open) enclosure. Additionally, it is a 11 kW AC drive and is a size B1/B2 frame VFD. In addition, it comes with Italian on the drive. It is a 15 horsepower unit. "
15385,1336F-A020-AA-DE,"This Allen Bradley VFD is a 200-240 VAC adjustable frequency drive. This drive is a size C frame drive. It comes with an IP 20 (NEMA 1) enclosure and the German language. This 1336 Plus II drive is a 20 horsepower drive. In addition, this Adjustable Frequency drive is a 15 kW unit. "
15386,1336F-A020-AA-EN,"The AB 1336F-A020-AA-EN AC drive has power requirements of 200-240 VAC. This 1336 Plus II AC drive is a 15 kilowatt AC drive, is a 20 horsepower drive, and comes with English on the drive. In addition, this 1336 Plus II AC drive has a C frame size. This VFD is contained in an IP 20 (NEMA 1) enclosure. "
15387,1336F-A020-AA-EN-HAS,"This 1336 Plus II AC drive made by AB is a 15 kilowatt AC drive. This VFD is a size C frame drive. This 1336 Plus II AC drive comes with the English language. This drive is a 20 HP drive and has an IP 20 (NEMA 1) enclosure type. In addition, this AC drive is powered with 200-240 VAC. "
15165,1336F-A020-AA-EN-HAS1-L6,"This 1336 Plus II AC drive built by Allen-Bradley is a 15 kW AC drive. In addition, this AB 1336 Plus II AC drive is a 20 horsepower drive. It has a programmer/controller with analog pot human interface module. This drive is powered with 200-240V AC. This AC drive comes with English on the drive and is contained in an IP 20 (NEMA 1) enclosure. "
59471,1336F-A020-AA-EN-HAS1-L9E,"This Allen-Bradley 1336 Plus II AC drive is a 15 kilowatt AC drive. This AC drive is powered with 200-240V AC, is a 20 horsepower drive, and comes with a C frame size. In addition, this 1336 Plus II AC drive has the English language. This AC drive has a programmer/controller with analog pot human interface module. Additionally, this AB 1336 Plus II AC drive comes with a 115V AC and encoder feedback for use with encoder loss detection module installed. "
15388,1336F-A020-AE-EN,"This Allen-Bradley 15 kW 1336 Plus II AC drive is powered with 200-240 VAC. Furthermore, this Allen-Bradley AC drive also is a 20 horsepower unit. This AC drive is a size C frame AC drive. In addition, it comes with English on the drive and is contained in an IP 20 (NEMA 1) and EMC enclosure. "
59519,1336F-A020-AN-EN,"This Allen-Bradley 200-240 VAC Adjustable Frequency drive is a 15 kW drive. It comes with a C frame size and the English language. Additionally, this 1336 Plus II AC drive is contained in an IP 00 (Open) enclosure. This Adjustable Frequency drive in addition is a 20 horsepower unit. "
15389,1336F-A025-AA-EN,"This 1336 Plus II drive built by Rockwell Automation is a 18.5 kilowatt unit. Additionally, this 1336 Plus II drive is a 25 horsepower unit. This drive is contained in an IP 20 (NEMA 1) enclosure. In addition, this 1336 Plus II AC drive is powered with 200-240V AC. It is a size C frame drive and comes with the English language included. "
15390,1336F-A025-AA-EN-HCS,"The Allen Bradley 1336F-A025-AA-EN-HCS AC drive is a 25 HP unit. This 1336 Plus II AC drive in addition has a C frame size. This 1336 Plus II drive is contained in an IP 20 (NEMA 1) enclosure. Furthermore, this VAC drive is powered with 200-240V AC. This AC drive is a 18.5 kW unit and comes with English on the drive. "
59511,1336F-A030-AA-EN,"The Allen Bradley 1336F-A030-AA-EN drive is a 200-240V AC adjustable frequency drive. This drive comes with English on the drive. This 1336 Plus II AC drive is a 22 kW drive, has an IP 20 (NEMA 1) enclosure type, and a C frame size. In addition, this AC drive is a 30 horsepower drive. "
59462,1336F-A030-AA-EN-HAS1-L6,"The 1336F-A030-AA-EN-HAS1-L6 built by Allen Bradley is a 22 kW drive. This drive in addition is a 30 horsepower drive. This AC drive comes with a programmer/controller with analog pot human interface module. Furthermore, this unit also has a 115V AC board installed. Additionally, it requires 200-240 VAC, has a C frame size, and the English language. "
15391,1336F-A030-AE-EN,"This VFD by Allen-Bradley is a 200-240V AC drive. It comes with a C frame size and is contained in an IP 20 (NEMA 1) and EMC enclosure. It is a 22 kilowatt unit. In addition, this VFD is a 30 horsepower drive. This VFD comes with English on the drive. "
59494,1336F-A040-AN-EN,"This Rockwell Automation AC drive is a 200-240 VAC drive. This Adjustable Frequency drive additionally is a 30 kilowatt AC drive. This AC drive is a 40 horsepower drive. This AC drive is a size D frame AC drive, is contained in an IP 00 (Open) enclosure, and has English on the drive. "
15392,1336F-A100-AX-EN-L6,"This AB AC drive is powered with 200-240 VAC. This 1336 Plus II AC drive is a 75 kW unit. In addition, this Rockwell Automation VFD comes with English on the drive. This drive is a 100 horsepower drive, comes with a 115V AC board, and an E frame size. "
15393,1336F-A125-AX-EN-L6,"This AC drive by Allen-Bradley has power requirements of 200-240 VAC. It is a 125 HP unit. Furthermore, this VAC drive also is a 93 kW AC drive. This VFD comes with English on the drive. It is a size E frame Adjustable Frequency drive and has a 115V AC board installed. "
15414,1336F-AQF05-AA-EN,"This 1336 Plus II AC drive built by Allen-Bradley is powered with 200-240V AC or 310V DC. This VFD in addition is a 0.5 horsepower unit. Furthermore, this VAC drive comes with English on the drive. Additionally, this Allen-Bradley 1336 Plus II AC drive is a 0.37 kilowatt drive. This Adjustable Frequency drive has an IP 20 (NEMA 1) enclosure. "
58029,1336F-AQF05-AA-EN-GMS5-L4,"The Rockwell Automation 1336F-AQF05-AA-EN-GMS5-L4 1336 Plus II drive is a 200-240 VAC or 310 VDC VFD. This VFD has English on the drive. Additionally, it comes with an IP 20 (NEMA 1) enclosure. This drive is a 0.37 kW AC drive and is a 0.5 HP unit. In addition, this Rockwell Automation Adjustable Frequency drive has an A1 frame size. "
15168,1336F-AQF05-AA-EN-HAS2-LA4-L6,"The AB 1336F-AQF05-AA-EN-HAS2-LA4-L6 AC drive requires 200-240 VAC or 310 VDC. In addition, it comes with English on the drive. Additionally, this drive is a size A1 frame 1336 Plus II AC drive. This VFD is a 0.5 horsepower unit, is a 0.37 kilowatt AC drive, and is contained in an IP 20 (NEMA 1) enclosure. This drive has a programmer/controller with digital pot HIM unit. "
15415,1336F-AQF05-AA-EN-HC,"The 1336F-AQF05-AA-EN-HC built by Allen-Bradley has power requirements of 200-240V AC or 310V DC. In addition, this 1336 Plus II drive has an IP 20 (NEMA 1) enclosure. This Adjustable Frequency drive is a 0.5 HP drive and comes with English on the drive. This 1336 Plus II AC drive is a 0.37 kilowatt drive. Furthermore, this unit has an A1 frame size. "
57823,1336F-AQF05-AE-EN,"The Rockwell Automation 1336F-AQF05-AE-EN 1336 Plus II drive is a 200-240 VAC or 310 VDC drive. In addition, it is a 0.37 kilowatt unit. Furthermore, this unit also has an A1 frame size. Additionally, this AC drive is a 0.5 HP drive and is contained in an IP 20 (NEMA 1) and EMC enclosure. This 1336 Plus II drive comes with English on the drive. "
57822,1336F-AQF05-AE-IT,"This Allen-Bradley 200-240 VAC or 310 VDC 1336 Plus II AC drive is a 0.37 kilowatt drive. In addition, this Allen-Bradley VFD has an IP 20 (NEMA 1) and EMC enclosure. This Adjustable Frequency drive has an A1 frame size and Italian on the drive. Furthermore, this module is a 0.5 HP drive. "
57821,1336F-AQF05-AF-DE,"This 1336 Plus II drive built by Allen Bradley is a 0.37 kW drive. Furthermore, this Allen-Bradley drive also is a size A1 frame VFD. In addition, it is a 0.5 HP unit, has power requirements of 200-240 VAC or 310 VDC, and is contained in an IP 65 (NEMA 4) enclosure. This 1336 Plus II drive additionally comes with the German language installed. "
57820,1336F-AQF05-AJ-IT,"This AB 1336 Plus II drive has power requirements of 200-240 VAC or 310 VDC. In addition, this 1336 Plus II AC drive has an IP 54 (NEMA 12) enclosure. This Adjustable Frequency drive has an A1 frame size. Additionally, it is a 0.37 kilowatt unit and is a 0.5 horsepower unit. This 1336 Plus II AC drive comes with the Italian language. "
57982,1336F-AQF05-AN-EN-HCSP-L4,"This Allen Bradley 200-240 VAC or 310 VDC drive is a 0.37 kilowatt unit. This drive is a size A1 frame Adjustable Frequency drive and has a TTL contact option included. It is a 0.5 HP drive. Furthermore, this unit has a programmer only and upload/download capability human interface module included. This 1336 Plus II drive has an IP 00 (Open) enclosure type. "
